CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PRES;PSAL;TEMP_XX;DOXY;PHPH;CHL_01;Q_CHL;PSAL_BS;Q_PSAL;OXY_02;Q_OXY;NO2_01;Q_NO2;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(dbar);(psu);(celsius);(ml/l);((none));(mg/m**3);((none));(PSU);((none));(ml/l);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
18HU14030_326;HL_01;44.4;-63.45;404011;2.35;19-sep-14;22:50:00;2.354;30.5351;17.1982;5.5034;8.189;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU14030_326;HL_01;44.4;-63.45;404012;2.47;19-sep-14;22:50:00;2.473;30.5347;17.2006;5.5165;8.189;0.54611;1;30.539;1;5.708;1;0;1;0;1;0.182;1;1.14;1;0;0.00;0.00
18HU14030_326;HL_01;44.4;-63.45;404010;10.19;19-sep-14;22:49:00;10.196;30.533;17.1984;5.5223;8.191;0.46753;1;NaN;9;NaN;9;0;1;0;1;0.176;1;0.68;1;0;0.00;0.00
18HU14030_326;HL_01;44.4;-63.45;404009;20.59;19-sep-14;22:47:00;20.59;30.5384;17.2247;5.5098;8.204;0.49896;1;NaN;9;NaN;9;0;1;0;1;0.172;1;0.7;1;0;0.00;0.00
18HU14030_326;HL_01;44.4;-63.45;404008;20.82;19-sep-14;22:47:00;20.82;30.5451;17.2388;5.4943;8.204;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU14030_326;HL_01;44.4;-63.45;404007;30.39;19-sep-14;22:46:00;30.397;31.1973;13.53;5.8505;8.146;0.57362;1;NaN;9;NaN;9;0.055;1;0.48;1;0.351;1;1.27;1;0;1.37;0.38
18HU14030_326;HL_01;44.4;-63.45;404005;40.32;19-sep-14;22:44:00;40.325;31.4783;6.9755;6.3833;8.077;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU14030_326;HL_01;44.4;-63.45;404006;40.37;19-sep-14;22:45:00;40.379;31.4847;6.9407;6.3884;8.082;0.33395;1;NaN;9;NaN;9;0.2;1;2.76;1;0.642;1;3.64;1;0;4.30;0.76
18HU14030_326;HL_01;44.4;-63.45;404004;50.02;19-sep-14;22:43:00;50.022;31.8433;5.36;6.4226;8.06;0.16583;1;NaN;9;NaN;9;0.205;1;4.04;1;0.726;1;4.34;1;0;5.56;0.93
18HU14030_326;HL_01;44.4;-63.45;404003;59.74;19-sep-14;22:41:00;59.745;32.259;4.7504;6.371;8.045;0.1382;1;NaN;9;NaN;9;0.21;1;4.58;1;0.742;1;4.05;1;0;6.17;1.13
18HU14030_326;HL_01;44.4;-63.45;404002;59.75;19-sep-14;22:41:00;59.754;32.2581;4.7552;6.3895;8.047;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU14030_326;HL_01;44.4;-63.45;404001;83;19-sep-14;22:39:00;83.007;32.5906;4.6541;5.939;8.009;0.08617;1;32.584;1;6.1715;1;0.065;1;6.02;1;0.854;1;6.36;1;0;7.05;0.95
18HU14030_014;HL_02;44.266;-63.3182;404026;1.53;20-sep-14;01:38:00;1.53;30.5709;17.607;5.4423;8.216;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU14030_014;HL_02;44.266;-63.3182;404027;1.6;20-sep-14;01:38:00;1.6;30.5707;17.6059;5.4616;8.214;0.23412;1;30.582;1;5.682;1;0;1;0;1;0.1;1;0.46;1;0;0.00;0.00
18HU14030_014;HL_02;44.266;-63.3182;404025;1.78;20-sep-14;01:38:00;1.784;30.5715;17.6067;5.4556;8.215;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU14030_014;HL_02;44.266;-63.3182;404024;10.24;20-sep-14;01:37:00;10.248;30.5841;17.6461;5.477;8.22;0.21461;1;NaN;9;NaN;9;0;1;0;1;0.105;1;0.43;1;0;0.00;0.00
18HU14030_014;HL_02;44.266;-63.3182;404023;19.85;20-sep-14;01:36:00;19.856;31.2246;16.9764;5.6272;8.208;0.4086;1;NaN;9;NaN;9;0;1;0;1;0.19;1;0.46;1;0;0.00;0.00
18HU14030_014;HL_02;44.266;-63.3182;404022;19.93;20-sep-14;01:35:00;19.931;31.2968;16.8825;5.6594;8.21;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU14030_014;HL_02;44.266;-63.3182;404021;30.11;20-sep-14;01:34:00;30.115;32.1092;9.7133;6.691;8.163;0.83135;1;NaN;9;NaN;9;0.035;1;0;1;0.337;1;1.04;1;0;0.00;0.00
18HU14030_014;HL_02;44.266;-63.3182;404020;41.26;20-sep-14;01:32:00;41.261;32.3743;4.8336;6.289;8.066;0.13982;1;32.378;1;6.52;1;0.135;1;4.68;1;0.736;1;4.54;1;0;6.36;1.03
18HU14030_014;HL_02;44.266;-63.3182;404019;41.32;20-sep-14;01:32:00;41.324;32.3785;4.8073;6.2801;8.066;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU14030_014;HL_02;44.266;-63.3182;404018;50.13;20-sep-14;01:30:00;50.136;32.5592;4.3495;6.0042;8.035;0.07804;1;NaN;9;NaN;9;0.03;1;6.56;1;0.865;1;6.78;1;0;7.58;0.97
18HU14030_014;HL_02;44.266;-63.3182;404017;59.89;20-sep-14;01:29:00;59.892;32.7045;4.5217;5.8116;8.022;0.06666;1;NaN;9;NaN;9;0.03;1;7.04;1;0.896;1;7.28;1;0;7.86;0.97
18HU14030_014;HL_02;44.266;-63.3182;404016;80.54;20-sep-14;01:27:00;80.549;32.8258;4.4029;5.6141;7.996;0.04227;1;NaN;9;NaN;9;0;1;8.3;1;0.975;1;8.86;1;0;8.51;0.94
18HU14030_014;HL_02;44.266;-63.3182;404015;80.6;20-sep-14;01:27:00;80.601;32.8268;4.4072;5.6207;7.997;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU14030_014;HL_02;44.266;-63.3182;404014;100.45;20-sep-14;01:25:00;100.454;33.4781;6.4138;4.8341;7.991;0.02601;1;NaN;9;NaN;9;0;1;9.84;1;1.03;1;9.91;1;0;9.55;0.99
18HU14030_014;HL_02;44.266;-63.3182;404013;148.04;20-sep-14;01:23:00;148.049;34.6887;9.7666;3.1423;7.958;0.01788;1;34.696;1;3.319;1;0.04;1;16.54;1;1.326;1;15.48;1;0;12.47;1.07
18HU14030_047;HL_03;43.8827;-62.8818;404039;2.29;20-sep-14;06:06:00;2.298;31.4441;18.0436;5.4141;8.21;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU14030_047;HL_03;43.8827;-62.8818;404040;2.3;20-sep-14;06:06:00;2.309;31.4442;18.038;5.4065;8.21;0.23966;1;31.461;1;5.672;1;0.04;1;0;1;0.112;1;0.75;1;0;0.00;0.00
18HU14030_047;HL_03;43.8827;-62.8818;404038;10.14;20-sep-14;06:05:00;10.142;31.443;18.0555;5.4346;8.215;0.24752;1;NaN;9;NaN;9;0.045;1;0;1;0.098;1;0.56;1;0;0.00;0.00
18HU14030_047;HL_03;43.8827;-62.8818;404037;20.3;20-sep-14;06:03:00;20.303;31.6435;15.1773;6.2758;8.22;0.51075;1;NaN;9;NaN;9;0.03;1;0;1;0.15;1;0.71;1;0;0.00;0.00
18HU14030_047;HL_03;43.8827;-62.8818;404036;30.77;20-sep-14;06:02:00;30.779;32.0843;7.3944;7.109;8.18;0.67091;1;NaN;9;NaN;9;0.045;1;0;1;0.351;1;1.23;1;0;0.00;0.00
18HU14030_047;HL_03;43.8827;-62.8818;404035;40.82;20-sep-14;06:01:00;40.821;32.7688;6.7347;6.5;8.131;0.38503;1;NaN;9;NaN;9;0.17;1;0.58;1;0.459;1;2.1;1;0;1.26;0.28
18HU14030_047;HL_03;43.8827;-62.8818;404034;49.79;20-sep-14;06:00:00;49.797;33.0643;6.7002;6.0814;8.099;0.18465;1;NaN;9;NaN;9;0.03;1;2.91;1;0.61;1;3.11;1;0;4.77;0.94
18HU14030_047;HL_03;43.8827;-62.8818;404033;60.08;20-sep-14;05:59:00;60.085;33.4176;6.8357;5.3606;8.054;0.05365;1;NaN;9;NaN;9;0;1;6.46;1;0.798;1;5.14;1;0;8.10;1.26
18HU14030_047;HL_03;43.8827;-62.8818;404032;79.54;20-sep-14;05:58:00;79.544;33.9488;8.1056;4.595;8.025;0.01463;1;NaN;9;NaN;9;0;1;11.04;1;0.97;1;7.9;1;0;11.38;1.40
18HU14030_047;HL_03;43.8827;-62.8818;404031;99.91;20-sep-14;05:57:00;99.914;34.4068;9.3064;3.9215;8.006;0.00975;1;NaN;9;NaN;9;0;1;14.76;1;1.14;1;10.66;1;0;12.95;1.38
18HU14030_047;HL_03;43.8827;-62.8818;404030;149.97;20-sep-14;05:55:00;149.976;35.066;10.7545;3.2245;7.998;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU14030_047;HL_03;43.8827;-62.8818;404029;199.94;20-sep-14;05:53:00;199.94;35.2072;10.8578;2.7906;7.969;NaN;9;NaN;9;NaN;9;0.04;1;20.94;1;1.414;1;14.93;1;0;14.81;1.40
18HU14030_047;HL_03;43.8827;-62.8818;404028;261.8;20-sep-14;05:51:00;261.8;35.2407;10.5833;2.2467;7.92;NaN;9;35.255;1;2.43;1;0.03;1;22.76;1;1.644;1;20.9;2;2048;13.84;1.09
18HU14030_138;HL_04;43.4803;-62.4493;404056;2;20-sep-14;19:01:00;2.008;31.6252;18.1588;5.3769;8.178;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU14030_138;HL_04;43.4803;-62.4493;404058;2.01;20-sep-14;19:01:00;2.013;31.6264;18.1601;5.3839;8.178;0.1886;1;31.654;1;5.633;1;0;1;0;1;0.07;1;0.44;1;0;0.00;0.00
18HU14030_138;HL_04;43.4803;-62.4493;404057;2.61;20-sep-14;19:01:00;2.612;31.6272;18.1606;5.3631;8.178;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU14030_138;HL_04;43.4803;-62.4493;404055;10.68;20-sep-14;19:00:00;10.686;31.6222;18.162;5.4225;8.175;0.22111;1;NaN;9;NaN;9;0.03;1;0;1;0.08;1;0.52;1;0;0.00;0.00
18HU14030_138;HL_04;43.4803;-62.4493;404053;21.37;20-sep-14;18:58:00;21.377;31.9588;18.4123;5.3836;8.186;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU14030_138;HL_04;43.4803;-62.4493;404054;21.51;20-sep-14;18:58:00;21.518;31.9581;18.3993;5.3764;8.18;0.24225;1;NaN;9;NaN;9;0.03;1;0;1;0.072;1;0.55;1;0;0.00;0.00
18HU14030_138;HL_04;43.4803;-62.4493;404052;30.65;20-sep-14;18:57:00;30.658;32.4058;14.1854;6.3886;8.189;0.57361;1;NaN;9;NaN;9;0.04;1;0;1;0.186;1;0.98;1;0;0.00;0.00
18HU14030_138;HL_04;43.4803;-62.4493;404050;40.9;20-sep-14;18:56:00;40.908;32.8189;7.919;6.7098;8.126;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU14030_138;HL_04;43.4803;-62.4493;404051;41.25;20-sep-14;18:56:00;41.258;32.8467;7.7145;6.7302;8.127;1.02095;1;NaN;9;NaN;9;0.04;1;0;1;0.375;1;1.75;1;0;0.00;0.00
18HU14030_138;HL_04;43.4803;-62.4493;404049;51.29;20-sep-14;18:55:00;51.295;32.9592;5.9988;6.0929;8.033;0.25144;1;NaN;9;NaN;9;0.06;1;2.49;1;0.643;1;3.47;1;0;3.87;0.72
18HU14030_138;HL_04;43.4803;-62.4493;404048;60.3;20-sep-14;18:53:00;60.309;33.1817;6.1628;5.812;8.005;0.11869;1;NaN;9;NaN;9;0.06;1;5.14;1;0.752;1;4.24;1;0;6.84;1.21
18HU14030_138;HL_04;43.4803;-62.4493;404047;62.56;20-sep-14;18:53:00;62.563;33.2629;6.3026;5.6759;8.007;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU14030_138;HL_04;43.4803;-62.4493;404046;79.13;20-sep-14;18:52:00;79.139;33.6197;7.2078;5.0496;7.978;0.03089;1;33.642;1;5.245;1;0.045;1;8.39;1;0.891;1;6.82;1;0;9.42;1.23
18HU14030_171;HL_05;43.183;-62.0982;404067;2.78;20-sep-14;22:24:00;2.785;32.7615;18.4999;5.4389;8.199;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU14030_171;HL_05;43.183;-62.0982;404068;3.03;20-sep-14;22:24:00;3.034;32.7618;18.5;5.4317;8.199;0.24225;1;32.798;1;5.637;1;0;1;0;1;0.096;1;0.62;1;0;0.00;0.00
18HU14030_171;HL_05;43.183;-62.0982;404066;10.16;20-sep-14;22:23:00;10.165;32.7653;18.5062;5.4294;8.199;0.23249;1;NaN;9;NaN;9;0.03;1;0;1;0.098;1;0.77;1;0;0.00;0.00
18HU14030_171;HL_05;43.183;-62.0982;404065;19.78;20-sep-14;22:22:00;19.787;32.9;18.6935;5.4153;8.204;0.26716;1;NaN;9;NaN;9;0.03;1;0;1;0.098;1;0.66;1;0;0.00;0.00
18HU14030_171;HL_05;43.183;-62.0982;404064;30.31;20-sep-14;22:21:00;30.311;33.207;17.561;5.6723;8.199;0.3811;1;NaN;9;NaN;9;0.03;1;0;1;0.138;2;0.9;1;2048;0.00;0.00
18HU14030_171;HL_05;43.183;-62.0982;404063;40.32;20-sep-14;22:20:00;40.325;33.0206;15.3094;6.076;8.194;0.41646;1;NaN;9;NaN;9;0.03;1;0;1;0.202;1;1.17;1;0;0.00;0.00
18HU14030_171;HL_05;43.183;-62.0982;404062;51.61;20-sep-14;22:19:00;51.611;33.3383;12.8735;6.0397;8.158;0.57754;1;NaN;9;NaN;9;0.105;1;0.45;1;0.284;1;1.6;1;0;1.58;0.28
18HU14030_171;HL_05;43.183;-62.0982;404061;60.49;20-sep-14;22:18:00;60.498;33.9172;12.2925;5.4373;8.11;0.16909;1;NaN;9;NaN;9;0.075;1;3.5;1;0.468;1;2.7;1;0;7.48;1.30
18HU14030_171;HL_05;43.183;-62.0982;404060;80.24;20-sep-14;22:16:00;80.249;33.9499;8.5334;5.0221;8.023;0.02114;1;NaN;9;NaN;9;0.06;1;8.55;1;0.823;1;5.59;1;0;10.39;1.53
18HU14030_171;HL_05;43.183;-62.0982;404059;96.08;20-sep-14;22:15:00;96.089;34.0049;8.7135;4.9308;8.021;0.01625;1;34.038;1;5.112;1;0.075;1;8.76;1;0.824;1;5.8;1;0;10.63;1.51
18HU14030_204;HL_06;42.834;-61.7323;404085;2.25;21-sep-14;04:55:00;2.254;33.9328;19.9707;5.2653;8.237;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
