CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
18HU98051_532;721;46.13267;-63.63083;209034;19.54;12-nov-98;15:48:00;27.85;7.5;306.54624;310.20836;5.37;4.49;14.425;0.02;1;0.42;1;0.09;1;1.6;1;134;4.67;0.26
18HU98051_533;731;45.917;-62.99983;209038;5.36;12-nov-98;18:13:00;27.59;8.89;272.51532;288.77156;2.14;2.14;5.289;0.04;1;0.59;1;0.39;1;2.51;1;6;1.51;0.24
18HU98051_533;731;45.917;-62.99983;209037;14.88;12-nov-98;18:13:00;27.59;8.89;269.0765;288.23564;2.3;2.16;5.349;0.035;1;0.515;1;0.345;1;2.465;1;6;1.49;0.21
18HU98051_534;741;46.16583;-61.8335;209041;5.16;12-nov-98;22:30:00;28.77;8.89;282.0279;291.13854;0.5;0.62;1.825;0.15;1;2.25;1;0.68;1;4.72;1;6;3.31;0.48
18HU98051_534;741;46.16583;-61.8335;209040;15.07;12-nov-98;22:30:00;28.77;8.89;278.49976;290.33466;0.44;0.56;1.822;0.14;1;2;1;0.63;1;5;1;6;3.17;0.40
18HU98051_534;741;46.16583;-61.8335;209039;25.09;12-nov-98;22:30:00;28.87;8.76;275.3289;291.13854;0.45;0.53;1.646;0.13;1;2.29;1;0.51;1;5.01;1;6;4.49;0.46
18HU98051_535;751;46.71617;-61.999;209045;4.96;13-nov-98;01:29:00;29.84;6.06;329.90342;313.9598;0.59;0.71;2.258;0.13;1;3.46;1;0.5;1;5.47;1;6;6.92;0.63
18HU98051_535;751;46.71617;-61.999;209044;15.27;13-nov-98;01:29:00;29.84;6.06;325.5714;314.31708;0.6;0.71;2.311;0.14;1;4.12;1;0.55;1;5.39;1;6;7.49;0.76
18HU98051_535;751;46.71617;-61.999;209043;25.09;13-nov-98;01:29:00;29.92;5.92;318.96172;306.05498;0.37;0.45;1.681;0.18;1;5.97;1;0.67;1;7.33;1;6;8.91;0.81
18HU98051_535;751;46.71617;-61.999;209042;49.88;13-nov-98;01:29:00;31.16;2.89;289.53078;276.75802;0.1;0.16;0.896;0.13;1;8.61;1;0.95;1;12.11;1;6;9.06;0.71
18HU98051_536;761;47.22817;-61.63133;209047;5.75;13-nov-98;04:20:00;30.45;6.28;318.96172;306.54624;0.94;1.03;3.099;0.115;1;2.46;1;0.505;1;5.765;1;6;4.87;0.43
18HU98051_536;761;47.22817;-61.63133;209046;16.06;13-nov-98;04:20:00;30.45;6.29;315.47824;305.20644;0.92;1.09;3.154;0.11;1;2.32;1;0.5;1;6.05;1;6;4.64;0.38
18HU98051_537;771;47.1435;-61.49483;209049;5.85;13-nov-98;05:03:00;30.57;6.15;318.96172;304.17926;0.83;0.92;2.936;0.16;1;2.69;1;0.7;1;6.03;1;6;3.84;0.45
18HU98051_537;771;47.1435;-61.49483;209048;15.57;13-nov-98;05:03:00;30.57;6.15;315.12096;303.50936;0.78;0.91;2.95;0.17;1;2.8;1;0.75;1;6.19;1;6;3.73;0.45
18HU98051_538;781;47.06283;-61.35667;209052;4.96;13-nov-98;05:45:00;30.46;5.79;318.33648;303.42004;0.5;0.71;2.338;0.16;1;3.29;1;0.71;1;6.15;1;6;4.63;0.53
18HU98051_538;781;47.06283;-61.35667;209051;14.48;13-nov-98;05:45:00;30.45;5.79;314.67436;302.75014;0.55;0.75;2.381;0.15;1;3.2;1;0.705;1;6.16;1;6;4.54;0.52
18HU98051_538;781;47.06283;-61.35667;209050;24.3;13-nov-98;05:45:00;30.48;5.64;297.83754;295.8725;0.5;0.65;2.134;0.17;1;4.19;1;0.81;1;7.36;1;6;5.17;0.57
18HU98051_539;791;46.9805;-61.21683;209056;6.15;13-nov-98;06:28:00;30.25;6.04;322.6685;307.75206;0.49;0.62;2.266;0.16;1;3.2;1;0.69;1;5.12;1;6;4.64;0.63
18HU98051_539;791;46.9805;-61.21683;209055;15.07;13-nov-98;06:28:00;30.25;6.05;319.40832;NaN;0.5;0.65;2.243;0.15;1;3.04;1;0.63;1;5.09;1;0;4.83;0.60
18HU98051_539;791;46.9805;-61.21683;209054;24.99;13-nov-98;06:28:00;30.28;6.07;315.03164;259.34062;0.57;0.72;2.265;0.16;1;3.09;1;0.69;1;5.09;1;6;4.48;0.61
18HU98051_539;791;46.9805;-61.21683;209053;49.68;13-nov-98;06:28:00;32.26;1.33;271.80076;252.46298;0.13;0.23;0.996;0.13;1;13.09;1;1.49;1;17.51;1;6;8.79;0.75
18HU98051_540;801;46.89867;-61.0785;209061;5.55;13-nov-98;07:11:00;29.76;6.59;317.62192;304.40256;0.47;0.57;2.051;0.17;1;2.95;1;0.67;1;5.54;1;6;4.40;0.53
18HU98051_540;801;46.89867;-61.0785;209060;15.17;13-nov-98;07:11:00;29.76;6.56;312.97728;262.77944;0.46;0.52;2.019;0.17;1;4.24;1;0.67;1;5.49;1;6;6.33;0.77
18HU98051_540;801;46.89867;-61.0785;209059;24.69;13-nov-98;07:11:00;30.13;6.1;309.0472;302.5715;0.3;0.38;1.605;0.15;1;4.86;1;0.69;1;5.18;1;6;7.04;0.94
18HU98051_540;801;46.89867;-61.0785;209058;49.08;13-nov-98;07:11:00;31.69;1.4;289.3968;226.2029;0.1;0.15;0.84;0.07;1;16.14;1;1.47;1;18.14;1;6;10.98;0.89
18HU98051_540;801;46.89867;-61.0785;209057;73.18;13-nov-98;07:11:00;32.62;1.7;254.562;258.89402;0.08;0.13;0.735;0.1;1;14.67;1;1.36;1;15.65;1;6;10.79;0.94
18HU98051_541;811;46.81717;-60.93717;209066;5.55;13-nov-98;07:54:00;29.34;7.16;314.49572;303.9113;0.48;0.55;2.097;0.15;1;2.45;1;0.6;1;5.51;1;6;4.08;0.44
18HU98051_541;811;46.81717;-60.93717;209065;15.17;13-nov-98;07:54:00;29.36;7.13;311.10156;303.64334;0.47;0.55;2.07;0.16;1;2.55;1;0.6;1;5.58;1;6;4.25;0.46
18HU98051_541;811;46.81717;-60.93717;209064;25.19;13-nov-98;07:54:00;29.46;6.99;307.52876;303.0181;0.48;0.54;1.829;0.16;1;3.04;1;0.64;1;5.70667;1;6;4.75;0.53
18HU98051_541;811;46.81717;-60.93717;209063;47.99;13-nov-98;07:54:00;31.26;2.01;283.54634;265.54836;0.09;0.13;0.812;0.05;1;9.29;1;1.28;1;15.75;1;6;7.26;0.59
18HU98051_541;811;46.81717;-60.93717;209062;97.76;13-nov-98;07:54:00;33.25;2.61;228.30192;232.99122;0.07;0.09;0.75;0.12;1;13.68;1;1.42;1;17.7;1;6;9.63;0.77
