CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
18OL16015_1508;621;47.66617;-59.86567;418597;399.74;10-jun-16;08:35:00;34.89;5.77;144.9217;NaN;NaN;0.065;NaN;9;0.03;1;23.1;1;1.76;1;31.29;1;0;13.13;0.74
18OL16015_1508;621;47.66617;-59.86567;418596;515.2;10-jun-16;08:35:00;34.92;5.72;151.53138;156.24301;NaN;0.027;NaN;9;0.03;1;22.67667;1;1.76667;1;33.445;1;6;12.84;0.68
18OL16015_1509;631;47.5835;-59.34083;418613;1.39;10-jun-16;11:40:00;31.32;7.41;311.59282;NaN;NaN;0.549;0.975;9;0.055;1;0.16;1;0.31;1;0.4;1;0;0.52;0.40
18OL16015_1509;631;47.5835;-59.34083;418612;4.86;10-jun-16;11:40:00;31.32;7.41;311.90544;321.03841;NaN;0.665;1.04;9;0.05;1;0.19;1;0.31;1;0.465;1;6;0.61;0.41
18OL16015_1509;631;47.5835;-59.34083;418611;15.07;10-jun-16;11:40:00;31.34;7.34;312.48602;NaN;NaN;0.721;1.065;9;0.065;1;0.195;1;0.305;1;0.455;1;0;0.64;0.43
18OL16015_1509;631;47.5835;-59.34083;418610;24.89;10-jun-16;11:40:00;31.4;7.24;312.30738;NaN;NaN;0.606;0.75;9;0.055;1;0.225;1;0.305;1;0.45;1;0;0.74;0.50
18OL16015_1509;631;47.5835;-59.34083;418609;49.68;10-jun-16;11:40:00;31.51;6.86;317.5326;325.81703;NaN;0.485;0.435;9;0.055;1;0.23;1;0.3;1;0.51;1;6;0.77;0.45
18OL16015_1509;631;47.5835;-59.34083;418608;100.63;10-jun-16;11:40:00;32.43;1.88;306.99284;NaN;NaN;0.118;0.08;9;0.155;1;6.48;1;0.85;1;5.465;1;0;7.62;1.19
18OL16015_1509;631;47.5835;-59.34083;418607;200.02;10-jun-16;11:40:00;34.41;6.45;171.00314;NaN;NaN;NaN;NaN;9;0.075;1;18.53;1;1.405;1;17.86;1;0;13.19;1.04
18OL16015_1509;631;47.5835;-59.34083;418606;244.39;10-jun-16;11:40:00;34.57;6.82;160.59736;165.39831;NaN;0.03;NaN;9;0.09;1;19.89667;1;1.46;1;19.17;1;6;13.63;1.04
18OL16015_1510;641;47.43267;-59.5445;418623;1.59;10-jun-16;13:42:00;30.71;6.24;323.29374;NaN;NaN;0.142;0.43;9;0.04667;1;0.06;1;0.26667;1;0.085;1;0;0.22;0.71
18OL16015_1510;641;47.43267;-59.5445;418622;4.96;10-jun-16;13:42:00;30.71;6.23;323.5617;332.2704;NaN;0.199;0.4;9;0.04;1;0.06;1;0.255;1;0.07;1;6;0.24;0.86
18OL16015_1510;641;47.43267;-59.5445;418621;15.37;10-jun-16;13:42:00;31.28;6.38;324.58888;NaN;NaN;0.46;0.43;9;0.05;1;0.07;1;0.305;1;0;1;0;0.23;NaN
18OL16015_1510;641;47.43267;-59.5445;418620;25.48;10-jun-16;13:42:00;31.58;1.45;377.95758;NaN;NaN;0.37;0.395;9;0.07;1;0.215;1;0.42;1;0.115;1;0;0.51;1.87
18OL16015_1510;641;47.43267;-59.5445;418619;50.17;10-jun-16;13:42:00;31.95;0.87;346.29364;350.15673;NaN;0.09;0.055;9;0.13;1;2.37;1;0.665;1;1.585;1;6;3.56;1.50
18OL16015_1510;641;47.43267;-59.5445;418618;100.23;10-jun-16;13:42:00;32.68;1.99;289.97738;NaN;NaN;0.086;0.05;9;0.09;1;8.78;1;0.94;1;7.29;1;0;9.34;1.20
18OL16015_1510;641;47.43267;-59.5445;418617;200.42;10-jun-16;13:42:00;34.27;6.23;186.58948;NaN;NaN;0.054;NaN;9;0.05;1;17.06;1;1.285;1;15.315;1;0;13.28;1.11
18OL16015_1510;641;47.43267;-59.5445;418616;300.25;10-jun-16;13:42:00;34.82;6.71;135.14116;NaN;NaN;0.058;NaN;9;0.065;1;23.41;1;1.655;1;24.35;1;0;14.15;0.96
18OL16015_1510;641;47.43267;-59.5445;418615;400.14;10-jun-16;13:42:00;34.91;5.79;146.88674;NaN;NaN;0.069;NaN;9;0.06;1;23.02;1;1.78;1;32.915;1;0;12.93;0.70
18OL16015_1510;641;47.43267;-59.5445;418614;460.51;10-jun-16;13:42:00;34.92;5.79;151.30808;156.19835;NaN;0.026;NaN;9;0.03;1;22.775;1;1.755;1;33.295;1;6;12.98;0.68
18OL16015_1511;651;47.26583;-59.783;418633;1.29;10-jun-16;16:12:00;30.47;6.43;321.73064;NaN;NaN;0.194;0.53;9;0.025;1;0.04;1;0.26;1;0.17;1;0;0.15;0.24
18OL16015_1511;651;47.26583;-59.783;418632;5.06;10-jun-16;16:12:00;30.51;6.34;322.08792;330.01507;NaN;0.237;0.575;9;0.015;1;0.02;1;0.255;1;0.16;1;6;0.08;0.13
18OL16015_1511;651;47.26583;-59.783;418631;15.07;10-jun-16;16:12:00;30.81;5.54;334.23544;NaN;NaN;0.588;0.705;9;0.03;1;0.05;1;0.27;1;0.115;1;0;0.19;0.43
18OL16015_1511;651;47.26583;-59.783;418630;24.59;10-jun-16;16:12:00;31.42;2.27;384.92454;NaN;NaN;0.217;0.22;9;0.04;1;0.105;1;0.355;1;0.12;1;0;0.30;0.88
18OL16015_1511;651;47.26583;-59.783;418629;49.88;10-jun-16;16:12:00;31.72;0.44;336.91504;340.17522;NaN;2.143;2.97;9;0.095;1;2.4;1;0.685;1;0.605;1;6;3.50;3.97
18OL16015_1511;651;47.26583;-59.783;418628;99.34;10-jun-16;16:12:00;32.5;1.56;295.24726;NaN;NaN;0.279;0.355;9;0.2;1;8.635;1;0.945;1;7.02;1;0;9.14;1.23
18OL16015_1511;651;47.26583;-59.783;418627;199.92;10-jun-16;16:12:00;34.37;6.06;142.77802;NaN;NaN;0.078;NaN;9;0.055;1;20.87;1;1.56;1;23.07;1;0;13.38;0.90
18OL16015_1511;651;47.26583;-59.783;418626;300.06;10-jun-16;16:12:00;34.78;6.43;127.90624;NaN;NaN;0.07;NaN;9;0.045;1;23.655;1;1.715;1;27.325;1;0;13.79;0.87
18OL16015_1511;651;47.26583;-59.783;418625;400.05;10-jun-16;16:12:00;34.9;5.74;147.42266;NaN;NaN;0.073;NaN;9;0.06;1;23.085;1;1.74;1;31.745;1;0;13.27;0.73
18OL16015_1511;651;47.26583;-59.783;418624;452.79;10-jun-16;16:12:00;34.9;5.7;145.99354;150.63818;NaN;0.021;NaN;9;0.03667;1;23;1;1.77333;1;34.9;2;2054;12.97;0.66
18OL16015_1512;661;47.109;-60.00833;418642;1.59;10-jun-16;18:36:00;30.7;6.32;326.018;NaN;NaN;0.233;0.515;9;0.02;1;0.03667;1;0.27667;1;0.13;1;0;0.13;0.28
18OL16015_1512;661;47.109;-60.00833;418641;5.06;10-jun-16;18:36:00;30.71;6.3;324.94616;334.32476;NaN;0.298;0.61;9;0.015;1;0.05;1;0.275;1;0.12;1;6;0.18;0.42
18OL16015_1512;661;47.109;-60.00833;418640;15.07;10-jun-16;18:36:00;31.15;5.75;333.74418;NaN;NaN;0.731;0.54;9;0.02;1;0.045;1;0.29;1;0.06;1;0;0.16;0.75
18OL16015_1512;661;47.109;-60.00833;418639;25.48;10-jun-16;18:36:00;31.16;5.22;338.16552;NaN;NaN;0.827;0.675;9;0.04;1;0.07;1;0.32;1;0.09;1;0;0.22;0.78
18OL16015_1512;661;47.109;-60.00833;418638;49.28;10-jun-16;18:36:00;31.57;1.35;361.65668;365.11783;NaN;0.152;0.105;9;0.05;1;0.75;1;0.505;1;0.32;1;6;1.49;2.34
18OL16015_1512;661;47.109;-60.00833;418637;100.24;10-jun-16;18:36:00;32.3;1.38;319.0957;NaN;NaN;0.077;0.05;9;0.185;1;5.61;1;0.81;1;4.78;1;0;6.93;1.17
18OL16015_1512;661;47.109;-60.00833;418636;201.12;10-jun-16;18:36:00;34.38;6.19;154.7469;NaN;NaN;0.077;NaN;9;0.135;1;20.035;1;1.525;1;21.545;1;0;13.14;0.93
18OL16015_1512;661;47.109;-60.00833;418635;299.57;10-jun-16;18:36:00;34.73;6.42;124.19946;NaN;NaN;0.017;NaN;9;0.02;1;23.38;2;1.725;1;28.32;1;2048;13.55;0.83
18OL16015_1512;661;47.109;-60.00833;418634;317.29;10-jun-16;18:36:00;34.75;6.15;119.6888;123.81985;NaN;0.025;NaN;9;0.04;1;23.795;2;1.8;1;32.265;1;2054;13.22;0.74
18OL16015_1513;671;47.01617;-60.13167;418649;1.59;10-jun-16;20:25:00;29.93;6.91;325.7947;NaN;NaN;0.353;0.485;9;0.03;1;0.03667;1;0.24333;1;0.395;1;0;0.15;0.09
18OL16015_1513;671;47.01617;-60.13167;418648;5.26;10-jun-16;20:25:00;30.3;6.03;334.41408;334.36942;NaN;0.618;0.6;9;0.03;1;0.04;1;0.24667;1;0.52;1;6;0.16;0.08
18OL16015_1513;671;47.01617;-60.13167;418647;15.07;10-jun-16;20:25:00;30.72;4.4;349.64314;NaN;NaN;0.883;1;9;0.05667;1;0.13;1;0.32333;1;0.38;1;0;0.40;0.34
18OL16015_1513;671;47.01617;-60.13167;418646;24.79;10-jun-16;20:25:00;31.1;2.82;357.7266;NaN;NaN;0.288;0.195;9;0.06;1;0.355;1;0.395;1;0.39;1;0;0.90;0.91
18OL16015_1513;671;47.01617;-60.13167;418645;50.17;10-jun-16;20:25:00;31.8;1.5;334.68204;338.09853;NaN;0.108;0.05;9;0.13;1;3.015;1;0.665;1;2.94;1;6;4.53;1.03
18OL16015_1513;671;47.01617;-60.13167;418644;100.14;10-jun-16;20:25:00;33.07;2.93;251.79308;NaN;NaN;0.036;0.05;9;0.22;1;11.94;1;1.12;1;12.055;1;0;10.66;0.99
18OL16015_1513;671;47.01617;-60.13167;418643;157.22;10-jun-16;20:25:00;33.82;4.58;183.7759;188.2419;NaN;0.071;NaN;9;0.19;1;17.495;1;1.44;1;20.35;1;6;12.15;0.86
18OL16015_1514;681;46.9585;-60.21617;418655;2.08;10-jun-16;21:36:00;30.25;6.77;328.0277;NaN;NaN;0.538;0.695;9;0.04333;1;0.05333;1;0.24;1;0.4;1;0;0.22;0.13
18OL16015_1514;681;46.9585;-60.21617;418654;5.55;10-jun-16;21:36:00;30.25;6.72;328.42964;331.26555;NaN;0.494;0.72;9;0.04;1;0.04;1;0.215;1;0.35;1;6;0.19;0.11
18OL16015_1514;681;46.9585;-60.21617;418653;14.48;10-jun-16;21:36:00;30.68;4.76;345.8917;NaN;NaN;0.624;0.7;9;0.045;1;0.205;1;0.29;1;0.435;1;0;0.71;0.47
18OL16015_1514;681;46.9585;-60.21617;418652;25.39;10-jun-16;21:36:00;31.05;4.57;349.77712;NaN;NaN;0.497;0.445;9;0.04;1;0.115;1;0.31;1;0.1;1;0;0.37;1.15
18OL16015_1514;681;46.9585;-60.21617;418651;50.57;10-jun-16;21:36:00;31.66;1.21;354.24312;352.74701;NaN;0.069;0.07;9;0.095;1;1.665;1;0.565;1;1.145;1;6;2.95;1.45
18OL16015_1514;681;46.9585;-60.21617;418650;69.01;10-jun-16;21:36:00;32.48;1.87;297.07832;298.35113;NaN;0.068;NaN;9;0.22;1;7.285;1;0.9;1;7.195;1;6;8.09;1.01
18OL16015_1515;691;46.7415;-60.99983;418661;0.99;11-jun-16;02:10:00;29.7;8.12;320.61414;NaN;NaN;0.59;0.87;9;0.02;1;0.04;1;0.22;1;0.95;1;0;0.18;0.04
18OL16015_1515;691;46.7415;-60.99983;418660;4.36;11-jun-16;02:10:00;29.65;8.27;319.49764;323.22675;NaN;0.581;0.88;9;0.02;1;0.03;1;0.21667;1;0.94;1;6;0.14;0.03
18OL16015_1515;691;46.7415;-60.99983;418659;14.18;11-jun-16;02:10:00;29.82;7.82;322.80248;NaN;NaN;0.625;0.925;9;0.02;1;0.04333;1;0.24;1;0.94;1;0;0.18;0.05
18OL16015_1515;691;46.7415;-60.99983;418658;24.2;11-jun-16;02:10:00;29.89;7.74;324.63354;334.0568;NaN;0.663;1.07;9;0.01667;1;0.05667;1;0.24;1;0.92;1;6;0.24;0.06
18OL16015_1515;691;46.7415;-60.99983;418657;49.98;11-jun-16;02:10:00;30.83;1.77;367.5518;366.70326;NaN;0.218;0.255;9;0.05;1;0.69;1;0.445;1;1.46;1;6;1.55;0.47
18OL16015_1515;691;46.7415;-60.99983;418656;55.43;11-jun-16;02:10:00;30.84;1.6;368.98092;367.44015;NaN;0.191;0.235;9;0.065;1;0.72;1;0.43;1;1.48;1;6;1.67;0.49
18OL16015_1516;701;46.83283;-61.24967;418666;1.59;11-jun-16;03:43:00;29.58;8.26;314.22776;NaN;NaN;0.525;0.705;9;0.03;1;0.04333;1;0.20667;1;0.795;1;0;0.21;0.05
18OL16015_1516;701;46.83283;-61.24967;418665;5.16;11-jun-16;03:43:00;29.58;8.25;314.09378;324.27626;NaN;0.494;0.745;9;0.02333;1;0.04333;1;0.21;1;0.79;1;6;0.21;0.05
18OL16015_1516;701;46.83283;-61.24967;418664;15.57;11-jun-16;03:43:00;30.31;5.42;351.56352;NaN;NaN;1.16;1.085;9;0.03;1;0.04667;1;0.25;1;0.825;1;0;0.19;0.06
18OL16015_1516;701;46.83283;-61.24967;418663;25.19;11-jun-16;03:43:00;30.77;2.5;390.68568;NaN;NaN;0.76;1.035;9;0.02667;1;0.04667;1;0.3;1;0;1;0;0.16;NaN
18OL16015_1516;701;46.83283;-61.24967;418662;49.98;11-jun-16;03:43:00;31.18;-0.67;347.4548;360.67416;NaN;3.023;3.85;9;0.06;1;1.68333;1;0.61667;1;0.085;1;6;2.73;19.80
18OL16015_1517;711;46.916;-61.49883;418671;1.19;11-jun-16;05:12:00;30.79;7.65;324.32092;NaN;NaN;0.252;0.45;9;0.02667;1;0.05;1;0.20667;1;0.03;1;0;0.24;1.67
18OL16015_1517;711;46.916;-61.49883;418670;5.36;11-jun-16;05:12:00;30.79;7.59;324.94616;330.46167;NaN;0.264;0.46;9;0.02667;1;0.04667;1;0.21667;1;0.05;1;6;0.22;0.93
18OL16015_1517;711;46.916;-61.49883;418669;15.07;11-jun-16;05:12:00;30.92;6.3;346.5616;NaN;NaN;0.276;0.69;9;0.02;1;0.04667;1;0.21333;1;0.025;1;0;0.22;1.87
18OL16015_1517;711;46.916;-61.49883;418668;25.39;11-jun-16;05:12:00;31.06;0.44;366.70326;NaN;NaN;1.456;2.225;9;0.05667;1;1.15333;1;0.55333;1;0.93;1;0;2.08;1.24
18OL16015_1517;711;46.916;-61.49883;418667;48.69;11-jun-16;05:12:00;31.12;-0.35;350.22372;353.30526;NaN;1.434;2.675;9;0.07;1;1.9;1;0.73333;1;2.91;1;6;2.59;0.65
18OL16015_1518;721;46.9995;-61.75083;418676;1.19;11-jun-16;06:44:00;30.96;6.89;324.2316;NaN;NaN;0.258;0.33;9;0.03667;1;0.04667;1;0.3;1;0.03;1;0;0.16;1.56
18OL16015_1518;721;46.9995;-61.75083;418675;5.06;11-jun-16;06:44:00;30.96;6.88;324.09762;329.61313;NaN;0.274;0.325;9;0.03;1;0.04667;1;0.29333;1;0.265;1;6;0.16;0.18
18OL16015_1518;721;46.9995;-61.75083;418674;14.97;11-jun-16;06:44:00;30.98;6.09;331.95778;NaN;NaN;0.33;0.435;9;0.03333;1;0.05333;1;0.28667;1;0.035;1;0;0.19;1.52
18OL16015_1518;721;46.9995;-61.75083;418673;25.09;11-jun-16;06:44:00;31.05;3.08;364.4256;NaN;NaN;1.744;2.06;9;0.04;1;0.07667;1;0.35667;1;0.045;1;0;0.21;1.70
18OL16015_1518;721;46.9995;-61.75083;418672;37.78;11-jun-16;06:44:00;31.07;2.06;367.5518;370.32072;NaN;2.825;3.815;9;0.03333;1;0.25667;1;0.41;1;0.195;1;6;0.63;1.32
18OL16015_1519;731;47.16667;-62.2505;418681;0.99;11-jun-16;09:07:00;29.05;6.92;334.7267;NaN;NaN;0.274;0.555;9;0.03667;1;0.06667;1;0.19667;1;0.105;1;0;0.34;0.63
18OL16015_1519;731;47.16667;-62.2505;418680;4.76;11-jun-16;09:07:00;30.85;6.85;331.46652;337.58494;NaN;0.309;0.55;9;0.03333;1;0.06333;1;0.19333;1;0.08;1;6;0.33;0.79
18OL16015_1519;731;47.16667;-62.2505;418679;14.87;11-jun-16;09:07:00;30.92;6.58;334.68204;NaN;NaN;0.323;0.54;9;0.03;1;0.08333;1;0.21;1;0.075;1;0;0.40;1.11
18OL16015_1519;731;47.16667;-62.2505;418678;24.29;11-jun-16;09:07:00;31.07;1.34;355.09166;NaN;NaN;0.908;1.135;9;0.07;1;2.48333;1;0.66333;1;0.87;1;0;3.74;2.85
18OL16015_1519;731;47.16667;-62.2505;418677;34.9;11-jun-16;09:07:00;31.12;0.42;354.77904;357.36932;NaN;0.822;1.35;9;0.08;1;3.25667;1;0.80333;1;1.515;1;6;4.05;2.15
18OL16015_1520;741;47.3325;-62.75;418686;1.29;11-jun-16;11:25:00;30.57;6.93;335.6199;NaN;NaN;0.202;0.54;9;0.04;1;0.095;1;0.18;1;0.24;1;0;0.53;0.40
18OL16015_1520;741;47.3325;-62.75;418685;5.16;11-jun-16;11:25:00;30.58;6.79;336.82572;340.26454;NaN;0.325;0.605;9;0.03333;1;0.07333;1;0.18333;1;0.26;1;6;0.40;0.28
18OL16015_1520;741;47.3325;-62.75;418684;15.17;11-jun-16;11:25:00;30.58;6.58;339.05872;NaN;NaN;0.41;0.625;9;0.05333;1;0.09333;1;0.18667;1;0.265;1;0;0.50;0.35
18OL16015_1520;741;47.3325;-62.75;418683;24.99;11-jun-16;11:25:00;30.85;1.31;409.66618;NaN;NaN;0.304;0.52;9;0.04333;1;0.24;1;0.28667;1;0.115;1;0;0.84;2.09
18OL16015_1520;741;47.3325;-62.75;418682;48.98;11-jun-16;11:25:00;31.19;-0.69;335.03932;333.29758;NaN;0.255;0.32;9;0.1;1;4.92333;1;1.1;1;3.8;1;6;4.48;1.30
18OL16015_1521;751;47.49983;-63.24983;418692;1.19;11-jun-16;13:50:00;29.72;7.96;330.97526;NaN;NaN;0.315;1.23;9;0.04;1;0.07;1;0.10333;1;0.55;1;0;0.68;0.13
18OL16015_1521;751;47.49983;-63.24983;418691;5.16;11-jun-16;13:50:00;29.71;7.79;331.77914;337.91989;NaN;0.431;1.58;9;0.045;1;0.09;1;0.105;1;0.505;1;6;0.86;0.18
18OL16015_1521;751;47.49983;-63.24983;418690;15.07;11-jun-16;13:50:00;30.07;5.82;342.05094;NaN;NaN;0.541;1.48;9;0.07;1;0.345;1;0.205;1;0.555;1;0;1.68;0.62
18OL16015_1521;751;47.49983;-63.24983;418689;24.89;11-jun-16;13:50:00;30.59;6.16;336.91504;NaN;NaN;0.563;0.87;9;0.045;1;0.17;1;0.215;1;0.25;1;0;0.79;0.68
18OL16015_1521;751;47.49983;-63.24983;418688;49.97;11-jun-16;13:50:00;30.95;-0.55;375.67992;NaN;NaN;0.196;0.12;9;0.1;1;3.41;1;0.805;1;2.585;1;0;4.24;1.32
18OL16015_1521;751;47.49983;-63.24983;418687;74.26;11-jun-16;13:50:00;31.61;-0.33;320.92676;320.14521;NaN;0.193;0.635;9;0.155;1;6.395;1;1.135;1;10.29;1;6;5.63;0.62
18OL16015_1522;761;47.667;-63.74933;418698;1.39;11-jun-16;16:12:00;29.67;8.17;325.70538;NaN;NaN;0.225;1.035;9;0.045;1;0.515;1;0.2;1;1.155;1;0;2.57;0.45
18OL16015_1522;761;47.667;-63.74933;418697;5.16;11-jun-16;16:12:00;29.68;7.64;328.251;332.9403;NaN;0.286;1.375;9;0.045;1;0.49;1;0.195;1;1.1;1;6;2.51;0.45
18OL16015_1522;761;47.667;-63.74933;418696;14.97;11-jun-16;16:12:00;29.82;6.09;337.6296;NaN;NaN;0.699;1.355;9;0.06;1;0.52;1;0.2;1;1.115;1;0;2.60;0.47
18OL16015_1522;761;47.667;-63.74933;418695;25.19;11-jun-16;16:12:00;30.57;0.51;357.54796;NaN;NaN;0.129;0.195;9;0.095;1;4.19;1;0.86;1;3.665;1;0;4.87;1.14
18OL16015_1522;761;47.667;-63.74933;418694;50.57;11-jun-16;16:12:00;31.45;-0.16;334.01214;333.67719;NaN;0.071;0.115;9;0.13;1;7.855;1;1.09;1;9.37;1;6;7.21;0.84
18OL16015_1522;761;47.667;-63.74933;418693;62.56;11-jun-16;16:12:00;32.03;0.29;288.2803;288.61525;NaN;0.169;0.255;9;0.18;1;9.365;1;1.24;1;14.99;1;6;7.55;0.62
18OL16015_1523;771;47.78283;-64.03267;418704;1.19;11-jun-16;17:49:00;29.06;9.05;318.69376;NaN;NaN;0.404;1.07;9;0.075;1;0.185;1;0.09;1;0.95;1;0;2.06;0.19
18OL16015_1523;771;47.78283;-64.03267;418703;5.16;11-jun-16;17:49:00;29.06;9.2;317.62192;324.76752;NaN;0.428;1.035;9;0.06;1;0.185;1;0.09;1;0.915;1;6;2.06;0.20
18OL16015_1523;771;47.78283;-64.03267;418702;15.17;11-jun-16;17:49:00;29.89;4.1;351.60818;NaN;NaN;0.751;1.06;9;0.07;1;1.72;1;0.36;1;1.56;1;0;4.78;1.10
18OL16015_1523;771;47.78283;-64.03267;418701;25.09;11-jun-16;17:49:00;30.68;0.71;357.9499;NaN;NaN;0.197;0.15;9;0.1;1;3.975;1;0.76;1;3.735;1;0;5.23;1.06
18OL16015_1523;771;47.78283;-64.03267;418700;50.17;11-jun-16;17:49:00;31.57;-0.13;327.17916;319.60929;NaN;0.076;0.105;9;0.155;1;8.08;1;1.185;1;10.465;1;6;6.82;0.77
18OL16015_1523;771;47.78283;-64.03267;418699;77.33;11-jun-16;17:49:00;32.22;0.58;265.59302;267.22311;NaN;0.116;0.165;9;0.23;1;10.225;1;1.35;1;17.695;1;6;7.57;0.58
18OL16015_1524;781;47.833;-64.25067;418709;1.39;11-jun-16;20:48:00;29.15;9.04;318.29182;NaN;1.415;1.048;NaN;1;0.04333;1;0.04667;1;0.08667;1;0.89;1;0;0.54;0.05
18OL16015_1524;781;47.833;-64.25067;418708;5.16;11-jun-16;20:48:00;29.15;8.1;324.2316;330.05973;1.88;1.447;NaN;1;0.06;1;0.06333;1;0.08667;1;0.925;1;6;0.73;0.07
18OL16015_1524;781;47.833;-64.25067;418707;15.17;11-jun-16;20:48:00;29.42;6.39;331.1539;NaN;2.725;1.757;NaN;1;0.075;1;0.505;1;0.17;1;1.165;1;0;2.97;0.43
18OL16015_1524;781;47.833;-64.25067;418706;25.28;11-jun-16;20:48:00;30.34;2.16;339.59464;NaN;0.405;0.228;NaN;1;0.125;1;3.86;1;0.695;1;5.445;1;0;5.55;0.71
18OL16015_1524;781;47.833;-64.25067;418705;36.59;11-jun-16;20:48:00;30.61;1.36;334.86068;337.22766;0.34;0.191;NaN;1;0.155;1;4.93;1;0.82;1;6.595;1;6;6.01;0.75
18OL16015_1525;861;47.93417;-65.249;418723;2.28;15-jun-16;02:58:00;26.16;9.53;305.20644;306.65789;NaN;1.296;1.915;9;0.05;1;0.45667;1;0.16667;1;6.79;1;6;2.74;0.07
18OL16015_1525;861;47.93417;-65.249;418722;24.89;15-jun-16;02:58:00;28.06;5.88;329.68012;329.68012;NaN;0.394;0.58;9;0.055;1;1.36333;1;0.32667;1;3.805;1;6;4.17;0.36
18OL16015_1525;861;47.93417;-65.249;418721;68.21;15-jun-16;02:58:00;31.52;-0.11;262.95808;260.8144;NaN;0.169;NaN;9;0.21;1;11.73667;1;1.48667;1;23.495;1;6;7.89;0.50
18OL16015_1526;881;47.50167;-64.66767;418725;2.38;15-jun-16;11:20:00;28.91;6.98;319.05104;317.93454;NaN;1.174;2.605;9;0.08;1;1.37667;1;0.31;1;3.455;1;6;4.44;0.40
18OL16015_1526;881;47.50167;-64.66767;418724;19.83;15-jun-16;11:20:00;28.98;7.25;315.9695;316.70639;NaN;0.971;1.835;9;0.055;1;1.11333;1;0.28333;1;3.085;1;6;3.93;0.36
18OL16015_1527;901;46.83267;-64.66583;418727;2.28;15-jun-16;16:31:00;28.03;10.08;290.60262;294.59969;NaN;1.389;2.72;9;0.035;1;0.10667;1;0.13667;1;3.295;1;6;0.78;0.03
18OL16015_1527;901;46.83267;-64.66583;418726;20.03;15-jun-16;16:31:00;28.1;9.94;286.98516;292.36669;NaN;0.807;1.385;9;0.04;1;0.15;1;0.14333;1;3.595;1;6;1.05;0.04
18OL16015_1528;921;47.168;-64.24967;418730;1.98;15-jun-16;20:36:00;28.48;9.87;300.69578;304.02295;NaN;1.44;2.155;9;0.04;1;0.08;1;0.05667;1;1.445;1;6;1.41;0.06
18OL16015_1528;921;47.168;-64.24967;418729;25.19;15-jun-16;20:36:00;30.01;2.08;319.49764;324.99082;NaN;0.365;0.7;9;0.095;1;2.96667;1;0.66;1;4.865;1;6;4.49;0.61
18OL16015_1528;921;47.168;-64.24967;418728;38.57;15-jun-16;20:36:00;30.45;-0.13;283.99294;286.9405;NaN;0.254;NaN;9;0.13;1;3.77;1;0.96333;1;8.19;1;6;3.91;0.46
18OL16015_1529;941;47.49967;-63.75167;418733;2.58;16-jun-16;01:42:00;29.56;6.64;325.25878;327.75974;NaN;1.354;NaN;9;0.06;1;0.92333;1;0.22333;1;1.565;1;6;4.13;0.59
