CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;terrain;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PRES;PSAL_BS;Q_PSAL;OXYM_01;Q_OXYM;TEMP_XX;Q_TEMP_RT;CHL_XX;Q_CHL;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(dbar);(PSU);((none));(mmol/m**3);((none));(celsius);((none));(mg/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
18TL04524_002;STN27;47.5467;-52.5867;258045;5;17-apr-04;21:48:00;5.33;31.945;1;314.4;4;2.04;1;4.23;1;0.84;1;0.5;1;1.66;1;6;1.68;0.51
18TL04524_002;STN27;47.5467;-52.5867;258044;11;17-apr-04;21:48:00;10.61;32.115;1;336.3;4;1.62;1;3.81;1;0.98;1;0.49;1;1.79;1;6;2.00;0.55
18TL04524_002;STN27;47.5467;-52.5867;258043;20;17-apr-04;21:48:00;19.9;32.243;1;344.3;4;0.93;1;4.01;1;0.6;1;0.47;1;1.7;1;6;1.28;0.35
18TL04524_002;STN27;47.5467;-52.5867;258042;29;17-apr-04;21:48:00;29.46;32.393;1;347.5;4;-0.36;1;3.33;1;3.61;1;0.71;1;2.5;1;6;5.08;1.44
18TL04524_002;STN27;47.5467;-52.5867;258041;40;17-apr-04;21:48:00;39.87;32.45;1;348.3;4;-0.55;1;1.37;1;2.23;1;0.64;1;1.85;1;6;3.48;1.21
18TL04524_002;STN27;47.5467;-52.5867;258040;50;17-apr-04;21:48:00;50.26;32.49;1;351.5;4;-0.62;1;1.42;1;4.46;1;0.86;1;3.7;1;6;5.19;1.21
18TL04524_002;STN27;47.5467;-52.5867;258039;75;17-apr-04;21:48:00;75.51;32.582;1;344.8;4;-1.11;1;2.02;1;5.75;1;0.86;1;3.5;1;6;6.69;1.64
18TL04524_002;STN27;47.5467;-52.5867;258038;98;17-apr-04;21:48:00;98.82;32.631;1;352.4;4;-1.11;1;13.92;1;6.49;1;0.84;1;4.8;1;6;7.73;1.35
18TL04524_002;STN27;47.5467;-52.5867;258037;150;17-apr-04;21:48:00;150.96;32.768;1;356.4;4;-0.69;1;NaN;9;6.8;1;0.86;1;5.15;1;6;7.91;1.32
18TL04524_002;STN27;47.5467;-52.5867;258036;171;17-apr-04;21:48:00;172.8;32.896;1;355;4;-0.21;1;NaN;9;8.09;1;1.15;1;10.22;1;6;7.03;0.79
18TL04524_113;SEGB-01;46.5833;-52.9333;258051;5;18-apr-04;05:34:00;4.67;32.365;1;344.8;4;0.76;1;7.04;1;1.24;1;0.4;1;1.96;1;6;3.10;0.63
18TL04524_113;SEGB-01;46.5833;-52.9333;258050;10;18-apr-04;05:34:00;9.58;32.371;1;344.8;4;0.74;1;7.25;1;1.11;1;0.3;1;1.51;1;6;3.70;0.74
18TL04524_113;SEGB-01;46.5833;-52.9333;258049;20;18-apr-04;05:34:00;19.92;32.378;1;346.6;4;0.72;1;6.86;1;0.72;1;0.26;1;1.22;1;6;2.77;0.59
18TL04524_113;SEGB-01;46.5833;-52.9333;258048;30;18-apr-04;05:34:00;30.25;32.615;1;358.2;4;-0.03;1;1.78;1;4.25;1;0.49;1;2.96;1;6;8.67;1.44
18TL04524_113;SEGB-01;46.5833;-52.9333;258047;38;18-apr-04;05:34:00;38.67;32.64;1;360;4;-0.1;1;1.38;1;4.5;1;0.5;1;3.15;1;6;9.00;1.43
18TL04524_113;SEGB-01;46.5833;-52.9333;258046;46;18-apr-04;05:34:00;46.61;32.653;1;360;4;-0.12;1;1.24;1;4.64;1;0.86;1;3.33;1;6;5.40;1.39
18TL04524_225;SEGB-02;46.5;-52.85;258052;165;18-apr-04;07:19:00;166.7;32.779;1;343.4;4;-0.26;1;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18TL04524_264;SEGB-03;46.35;-52.7333;258062;4;18-apr-04;08:45:00;4.48;32.24;1;297.4;4;1.53;1;2.97;1;0.6;1;0.26;1;1.61;1;6;2.31;0.37
18TL04524_264;SEGB-03;46.35;-52.7333;258061;9;18-apr-04;08:45:00;8.8;32.237;1;299.2;4;1.55;1;3.21;1;0.48;1;0.26;1;1.29;1;6;1.85;0.37
18TL04524_264;SEGB-03;46.35;-52.7333;258060;18;18-apr-04;08:45:00;18.19;32.495;1;319.3;4;1.05;1;5.79;1;0.58;1;0.26;1;1.39;1;6;2.23;0.42
18TL04524_264;SEGB-03;46.35;-52.7333;258059;28;18-apr-04;08:45:00;28.52;32.754;1;335.4;4;0.9;1;1.86;1;3.08;1;0.36;1;1.86;1;6;8.56;1.66
18TL04524_264;SEGB-03;46.35;-52.7333;258058;38;18-apr-04;08:45:00;38.48;32.753;1;335.8;4;0.57;1;1.6;1;3.8;1;0.34;1;2.07;1;6;11.18;1.84
18TL04524_264;SEGB-03;46.35;-52.7333;258057;49;18-apr-04;08:45:00;49.49;32.78;1;340.8;4;0.52;1;0.89;1;4.69;1;0.5;1;3.67;1;6;9.38;1.28
18TL04524_264;SEGB-03;46.35;-52.7333;258056;74;18-apr-04;08:45:00;74.58;32.828;1;342.5;4;0.02;1;0.57;1;5.82;1;0.71;1;5.23;1;6;8.20;1.11
18TL04524_264;SEGB-03;46.35;-52.7333;258055;100;18-apr-04;08:45:00;100.64;32.986;1;360;4;0.11;1;0.27;1;7.41;1;0.55;1;6.74;1;6;13.47;1.10
18TL04524_264;SEGB-03;46.35;-52.7333;258054;152;18-apr-04;08:45:00;153.46;33.244;1;356.4;4;0.47;1;NaN;9;10.93;1;0.98;1;12.28;1;6;11.15;0.89
18TL04524_264;SEGB-03;46.35;-52.7333;258053;162;18-apr-04;08:45:00;163.25;33.288;1;357.3;4;0.52;1;NaN;9;10.32;1;0.8;1;12.36;1;6;12.90;0.83
18TL04524_284;SEGB-04;46.2083;-52.6083;258063;122;18-apr-04;11:01:00;122.57;33.234;1;307.7;4;0.45;1;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18TL04524_304;SEGB-05;46.07;-52.5;258071;5;18-apr-04;12:12:00;5.4;32.488;1;321.5;4;1.79;1;5.38;1;0.82;1;0.31;1;1.44;1;6;2.65;0.57
18TL04524_304;SEGB-05;46.07;-52.5;258070;10;18-apr-04;12:12:00;10.34;32.486;1;321.1;4;1.79;1;5.74;1;0.31;1;0.23;1;1.34;1;6;1.35;0.23
18TL04524_304;SEGB-05;46.07;-52.5;258069;20;18-apr-04;12:12:00;19.79;32.574;1;333.2;4;1.91;1;5.36;1;1.95;1;0.46;1;2.75;1;6;4.24;0.71
18TL04524_304;SEGB-05;46.07;-52.5;258068;30;18-apr-04;12:12:00;30;32.648;1;337.2;4;1.78;1;3.4;1;3.68;1;0.66;1;4.95;1;6;5.58;0.74
18TL04524_304;SEGB-05;46.07;-52.5;258067;40;18-apr-04;12:12:00;40.04;32.671;1;340.8;4;1.44;1;2.4;1;4.22;1;0.64;1;4.8;1;6;6.59;0.88
18TL04524_304;SEGB-05;46.07;-52.5;258066;49;18-apr-04;12:12:00;48.93;32.683;1;348.8;4;1.09;1;1.64;1;5.89;1;0.71;1;5.53;1;6;8.30;1.07
18TL04524_304;SEGB-05;46.07;-52.5;258065;73;18-apr-04;12:12:00;73.64;32.868;1;357.7;4;0.4;1;0.73;1;7.72;1;0.86;1;8.36;1;6;8.98;0.92
18TL04524_304;SEGB-05;46.07;-52.5;258064;84;18-apr-04;12:12:00;85.07;32.872;1;358.6;4;0.39;1;0.31;1;7.94;1;0.83;1;9.22;2;2054;9.57;0.86
18TL04524_315;SEGB-06;45.7883;-52.2667;258072;73;18-apr-04;14:38:00;73.48;32.806;1;321.5;4;0.72;1;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18TL04524_326;SEGB-07;45.4583;-52;258079;4;19-apr-04;14:13:00;3.7;32.545;1;322.4;4;2.58;1;3.8;1;3.27;1;0.61;1;3.94;1;6;5.36;0.83
18TL04524_326;SEGB-07;45.4583;-52;258078;10;19-apr-04;14:13:00;10.37;32.546;1;333.6;4;2.52;1;3.85;1;3.49;1;0.59;1;3.78;1;6;5.92;0.92
18TL04524_326;SEGB-07;45.4583;-52;258077;20;19-apr-04;14:13:00;20.28;32.544;1;336.7;4;2.48;1;3.42;1;2.92;1;0.48;1;3.61;1;6;6.08;0.81
18TL04524_326;SEGB-07;45.4583;-52;258076;30;19-apr-04;14:13:00;29.95;32.542;1;339.9;4;2.44;1;3.15;1;2.76;1;0.54;1;3.97;1;6;5.11;0.70
18TL04524_326;SEGB-07;45.4583;-52;258075;39;19-apr-04;14:13:00;39.13;32.537;1;342.1;4;2.28;1;0.8;1;3.78;1;0.88;1;5.28;1;6;4.30;0.72
18TL04524_326;SEGB-07;45.4583;-52;258074;48;19-apr-04;14:13:00;48.38;32.544;1;344.3;4;1.87;1;1.34;1;5.05;1;0.71;1;5.53;1;6;7.11;0.91
18TL04524_326;SEGB-07;45.4583;-52;258073;74;19-apr-04;14:13:00;74.39;32.774;1;344.8;4;1.18;1;0.31;1;7.46;1;0.84;1;5.95;1;6;8.88;1.25
18TL04524_339;SEGB-08;45.095;-51.7;258080;67;19-apr-04;16:59:00;67.09;32.683;1;330.5;4;1.4;1;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18TL04524_003;SEGB-09;44.725;-51.395;258087;5;19-apr-04;19:20:00;4.94;32.375;1;325.1;4;3.75;1;4.39;1;0.93;1;0.39;1;2.06;1;6;2.38;0.45
18TL04524_003;SEGB-09;44.725;-51.395;258086;10;19-apr-04;19:20:00;9.99;32.376;1;323.8;4;3.65;1;4.3;1;1.76;1;0.48;1;2.67;1;6;3.67;0.66
