CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;DOXY;CHL_01;Q_CHL;PSAL_BS;Q_PSAL;OXY_02;Q_OXY;NO2_01;Q_NO2;NO2_01;Q_NO2;NOx_01;Q_NOX;NOx_01;Q_NOX;PO4_01;Q_PO4;PO4_01;Q_PO4;Si_01;Q_Si;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mg/m**3);((none));(PSU);((none));(ml/l);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
18HU13008_124;HL_16;39.7659;-59.5297;392811;79.21;24-may-13;14:45:00;36.8091;21.8032;3.3007;0.253;1;NaN;9;NaN;9;NaN;9;0.1;1;NaN;9;5.3;1;NaN;9;0.2375;1;NaN;9;1.805;1;0;22.32;2.94
18HU13008_124;HL_16;39.7659;-59.5297;392810;105.03;24-may-13;14:45:00;36.6158;20.6671;3.5094;0.1628;1;NaN;9;NaN;9;NaN;9;0.08;1;NaN;9;5.605;1;NaN;9;0.2795;1;NaN;9;2.095;1;0;20.05;2.68
18HU13008_125;HL_15;40.1481;-59.8488;392844;2.65;24-may-13;17:32:00;36.1979;22.3748;4.8004;0.1785;1;NaN;9;4.974;1;NaN;9;0.17;1;NaN;9;0;1;NaN;9;0.046;1;NaN;9;0.67;1;0;0.00;0.00
18HU13008_125;HL_15;40.1481;-59.8488;392843;49.04;24-may-13;17:32:00;36.6826;20.9637;4.2782;0.2597;1;36.685;1;4.433;1;NaN;9;0.275;1;NaN;9;2.135;1;NaN;9;0.1115;1;NaN;9;1.14;1;0;19.15;1.87
18HU13008_125;HL_15;40.1481;-59.8488;392842;99.94;24-may-13;17:32:00;36.5495;18.5507;4.8348;0.021;1;36.5492;1;5.003;1;NaN;9;0.18;1;NaN;9;1.86;1;NaN;9;0.0955;1;NaN;9;1.12;1;0;19.48;1.66
18HU13008_125;HL_15;40.1481;-59.8488;392841;193.94;24-may-13;17:32:00;36.461;17.5163;4.2631;NaN;9;36.46;1;4.414;1;NaN;9;0.17;1;NaN;9;5.065;1;NaN;9;0.3435;1;NaN;9;2.025;1;0;14.75;2.50
18HU13008_125;HL_15;40.1481;-59.8488;392840;329.56;24-may-13;17:32:00;35.8705;14.2758;4.4685;NaN;9;35.9149;1;4.812;1;NaN;9;0.17;1;NaN;9;9.11;1;NaN;9;0.59;1;NaN;9;4.03;1;0;15.44;2.26
18HU13008_125;HL_15;40.1481;-59.8488;392839;515.08;24-may-13;17:32:00;35.2521;9.8394;3.1211;NaN;9;35.2521;1;3.193;1;NaN;9;0.17;1;NaN;9;22.74;1;NaN;9;1.538;1;NaN;9;13.425;1;0;14.79;1.69
18HU13008_125;HL_15;40.1481;-59.8488;392838;730.47;24-may-13;17:32:00;35.06;6.2787;4.5104;NaN;9;35.0598;1;4.669;1;NaN;9;0.17;1;NaN;9;20.1;1;NaN;9;1.404;1;NaN;9;13.52;1;0;14.32;1.49
18HU13008_125;HL_15;40.1481;-59.8488;392837;959.15;24-may-13;17:32:00;35.012;4.9362;5.4038;NaN;9;35.012;1;5.6;1;NaN;9;0;1;NaN;9;17.6;1;NaN;9;1.2535;1;NaN;9;11.9;1;0;14.04;1.48
18HU13008_125;HL_15;40.1481;-59.8488;392836;1198.73;24-may-13;17:32:00;34.9884;4.4419;5.6426;NaN;9;34.9887;1;5.861;1;NaN;9;0.17;1;NaN;9;17.205;1;NaN;9;1.256;1;NaN;9;11.925;1;0;13.70;1.44
18HU13008_125;HL_15;40.1481;-59.8488;392835;1448.66;24-may-13;17:32:00;34.9736;4.1076;5.7537;NaN;9;34.9734;1;5.913;1;NaN;9;0;1;NaN;9;17.025;1;NaN;9;1.281;1;NaN;9;12.34;1;0;13.29;1.38
18HU13008_125;HL_15;40.1481;-59.8488;392834;1718.29;24-may-13;17:32:00;34.9624;3.836;5.8064;NaN;9;34.9639;1;6.06;1;NaN;9;0.17;1;NaN;9;17.075;1;NaN;9;1.206;1;NaN;9;13.215;1;0;14.16;1.29
18HU13008_125;HL_15;40.1481;-59.8488;392833;2000.11;24-may-13;17:32:00;34.9516;3.578;5.8622;NaN;9;34.9509;1;6.137;1;NaN;9;0.17;1;NaN;9;17.1;1;NaN;9;1.229;1;NaN;9;14.395;1;0;13.91;1.19
18HU13008_125;HL_15;40.1481;-59.8488;392832;2279.97;24-may-13;17:32:00;34.9488;3.3887;5.8449;NaN;9;34.9484;1;6.113;1;NaN;9;0;1;NaN;9;17.095;1;NaN;9;1.224;1;NaN;9;16.075;1;0;13.97;1.06
18HU13008_125;HL_15;40.1481;-59.8488;392831;2570.89;24-may-13;17:32:00;34.9442;3.1955;5.844;NaN;9;34.9438;1;6.102;1;NaN;9;0;1;NaN;9;17.165;1;NaN;9;1.2215;1;NaN;9;18.105;1;0;14.05;0.95
18HU13008_125;HL_15;40.1481;-59.8488;392830;2882.52;24-may-13;17:32:00;34.936;2.9934;5.8426;NaN;9;34.9365;1;6.131;1;NaN;9;0.17;1;NaN;9;17.3;1;NaN;9;1.26;1;NaN;9;19.735;1;0;13.73;0.88
18HU13008_125;HL_15;40.1481;-59.8488;392829;3180.87;24-may-13;17:32:00;34.925;2.7744;5.8627;NaN;9;34.9246;1;6.168;1;NaN;9;0.17;1;NaN;9;17.455;1;NaN;9;1.2405;1;NaN;9;21.59;1;0;14.07;0.81
18HU13008_125;HL_15;40.1481;-59.8488;392828;3470.92;24-may-13;17:32:00;34.9139;2.5804;5.887;NaN;9;34.9131;1;6.164;1;NaN;9;0.17;1;NaN;9;17.385;1;NaN;9;1.2495;1;NaN;9;23.695;1;0;13.91;0.73
18HU13008_125;HL_15;40.1481;-59.8488;392827;3752;24-may-13;17:32:00;34.9016;2.4006;5.932;NaN;9;34.9018;1;6.189;1;NaN;9;0.17;1;NaN;9;17.16;1;NaN;9;1.2805;1;NaN;9;25.355;1;0;13.40;0.68
18HU13008_125;HL_15;40.1481;-59.8488;392826;4001.8;24-may-13;17:32:00;34.8942;2.3126;5.8622;NaN;9;34.8932;1;6.141;1;NaN;9;0.17;1;NaN;9;17.765;1;NaN;9;1.2955;1;NaN;9;29.075;1;0;13.71;0.61
18HU13008_125;HL_15;40.1481;-59.8488;392825;4247.68;24-may-13;17:32:00;34.8899;2.2738;5.8849;NaN;9;34.889;1;6.15267;1;NaN;9;0.17;1;NaN;9;17.875;1;NaN;9;1.304;1;NaN;9;29.675;1;0;13.71;0.60
18HU13008_125;HL_15;40.1481;-59.8488;392824;4499.49;24-may-13;17:32:00;34.8855;2.258;5.8506;NaN;9;34.8857;1;6.126;1;NaN;9;0.17;1;NaN;9;18.08;1;NaN;9;1.3295;1;NaN;9;32.13;1;0;13.60;0.56
18HU13008_125;HL_15;40.1481;-59.8488;392823;4729.19;24-may-13;17:32:00;34.8829;2.2555;5.8464;NaN;9;34.8831;1;6.094;1;NaN;9;0.17;1;NaN;9;18.535;1;NaN;9;1.339;1;NaN;9;33.615;1;0;13.84;0.55
18HU13008_125;HL_15;40.1481;-59.8488;392822;4929.49;24-may-13;17:32:00;34.8794;2.2513;5.8016;NaN;9;34.8797;1;6.045;1;NaN;9;0.17;1;NaN;9;18.835;1;NaN;9;1.374;1;NaN;9;36.24;1;0;13.71;0.52
18HU13008_125;HL_15;40.1481;-59.8488;392821;5161.64;24-may-13;17:32:00;34.87;2.2131;5.7124;NaN;9;34.8693;1;5.902;1;NaN;9;0.19;1;NaN;9;20.505;1;NaN;9;1.4695;1;NaN;9;43.31;1;4;13.95;0.47
18HU13008_129;HL_14;40.598;-60.1363;392868;2.87;25-may-13;00:52:00;34.3131;13.7731;6.074;1.4154;1;34.3115;1;6.398;1;0;1;NaN;9;0;1;NaN;9;0;1;NaN;9;0.53;1;NaN;9;0;NaN;0.00
18HU13008_129;HL_14;40.598;-60.1363;392867;50.26;25-may-13;00:52:00;35.3161;14.7998;5.4277;0.3677;1;35.3141;1;5.749;1;0.09;1;NaN;9;0.59;1;NaN;9;NaN;9;NaN;9;0.495;1;NaN;9;0;NaN;1.19
18HU13008_129;HL_14;40.598;-60.1363;392866;99.05;25-may-13;00:52:00;35.4675;13.3023;5.071;0.049;1;35.4667;1;5.401;1;0.395;1;NaN;9;6.48;1;NaN;9;0.375;1;NaN;9;2.53;1;NaN;9;0;17.28;2.56
18HU13008_129;HL_14;40.598;-60.1363;392865;196.43;25-may-13;00:52:00;35.7978;13.7072;3.5249;NaN;9;35.7961;1;3.684;1;0;1;NaN;9;14.49;1;NaN;9;0.861;1;NaN;9;6.425;1;NaN;9;0;16.83;2.26
18HU13008_129;HL_14;40.598;-60.1363;392864;329;25-may-13;00:52:00;35.4471;11.345;3.1722;NaN;9;35.4459;1;3.321;1;0;1;NaN;9;19.695;1;NaN;9;1.2505;1;NaN;9;10.705;1;NaN;9;0;15.75;1.84
18HU13008_129;HL_14;40.598;-60.1363;392863;514.18;25-may-13;00:52:00;35.0938;7.3744;3.9115;NaN;9;35.0936;1;4.043;1;0;1;NaN;9;21.985;1;NaN;9;1.414;1;NaN;9;13.75;1;NaN;9;0;15.55;1.60
18HU13008_129;HL_14;40.598;-60.1363;392862;730.58;25-may-13;00:52:00;35.0292;5.3738;5.0731;NaN;9;35.0286;1;5.288;1;0;1;NaN;9;18.815;1;NaN;9;1.245;1;NaN;9;12.295;1;NaN;9;0;15.11;1.53
18HU13008_129;HL_14;40.598;-60.1363;392861;961.35;25-may-13;00:52:00;34.9983;4.6708;5.4655;NaN;9;34.9981;1;5.767;1;0;1;NaN;9;17.46;1;NaN;9;1.17;1;NaN;9;11.83;1;NaN;9;0;14.92;1.48
18HU13008_129;HL_14;40.598;-60.1363;392860;1201.12;25-may-13;00:52:00;34.9761;4.2656;5.6158;NaN;9;34.9771;1;6;1;0;1;NaN;9;18.12;1;NaN;9;1.1595;1;NaN;9;11.53;1;NaN;9;0;15.63;1.57
18HU13008_129;HL_14;40.598;-60.1363;392859;1454.38;25-may-13;00:52:00;34.9649;3.9375;5.726;NaN;9;34.9666;1;6.077;1;0;1;NaN;9;17.855;1;NaN;9;1.167;1;NaN;9;12.805;1;NaN;9;0;15.30;1.39
18HU13008_129;HL_14;40.598;-60.1363;392858;1718.89;25-may-13;00:52:00;34.9521;3.6179;5.8068;NaN;9;34.9542;1;6.11967;1;0;1;NaN;9;18.105;1;NaN;9;1.1585;1;NaN;9;14.065;1;NaN;9;0;15.63;1.29
18HU13008_129;HL_14;40.598;-60.1363;392857;2000.3;25-may-13;00:52:00;34.9494;3.4685;5.7681;NaN;9;34.9485;1;6.158;1;0;1;NaN;9;18.195;1;NaN;9;1.1615;1;NaN;9;15.245;1;NaN;9;0;15.67;1.19
18HU13008_129;HL_14;40.598;-60.1363;392856;2281.01;25-may-13;00:52:00;34.9467;3.3494;5.7906;NaN;9;34.9467;1;6.149;1;0;1;NaN;9;17.925;1;NaN;9;1.175;1;NaN;9;16.365;1;NaN;9;0;15.26;1.10
18HU13008_129;HL_14;40.598;-60.1363;392855;2572.61;25-may-13;00:52:00;34.9454;3.2489;5.7594;NaN;9;34.9445;1;6.138;1;0;1;NaN;9;18.225;1;NaN;9;1.175;1;NaN;9;17.805;1;NaN;9;0;15.51;1.02
18HU13008_129;HL_14;40.598;-60.1363;392854;2880.28;25-may-13;00:52:00;34.9404;3.098;5.7742;NaN;9;34.9388;1;6.14;1;0;1;NaN;9;18.525;1;NaN;9;1.1825;1;NaN;9;19.005;1;NaN;9;0;15.67;0.97
18HU13008_129;HL_14;40.598;-60.1363;392853;3181.96;25-may-13;00:52:00;34.9243;2.761;5.8244;NaN;9;34.92383;1;6.18;1;0;1;NaN;9;18.43;1;NaN;9;1.191;1;NaN;9;21.58;1;NaN;9;0;15.47;0.85
18HU13008_129;HL_14;40.598;-60.1363;392852;3471.36;25-may-13;00:52:00;34.9112;2.5367;5.8509;NaN;9;34.9112;1;6.218;1;0.06;1;NaN;9;17.96;1;NaN;9;1.2085;1;NaN;9;23.685;1;NaN;9;0;14.86;0.76
18HU13008_129;HL_14;40.598;-60.1363;392851;3751.05;25-may-13;00:52:00;34.9012;2.3926;5.8503;NaN;9;34.9012;1;6.214;1;0.06;1;NaN;9;18.53;1;NaN;9;1.2305;1;NaN;9;25.9;1;NaN;9;0;15.06;0.72
18HU13008_129;HL_14;40.598;-60.1363;392850;4001.2;25-may-13;00:52:00;34.8943;2.3115;5.8122;NaN;9;34.8939;1;6.193;1;0;1;NaN;9;18.885;1;NaN;9;1.265;1;NaN;9;28.455;1;NaN;9;0;14.93;0.66
18HU13008_129;HL_14;40.598;-60.1363;392849;4249.62;25-may-13;00:52:00;34.8898;2.2751;5.8355;NaN;9;34.8893;1;6.14967;1;0;1;NaN;9;19.285;1;NaN;9;1.2755;1;NaN;9;30.365;1;NaN;9;0;15.12;0.64
18HU13008_129;HL_14;40.598;-60.1363;392848;4497.33;25-may-13;00:52:00;34.8856;2.2613;5.7968;NaN;9;34.8852;1;6.133;1;0;1;NaN;9;19.46;1;NaN;9;1.3185;1;NaN;9;33.04;1;NaN;9;0;14.76;0.59
18HU13008_129;HL_14;40.598;-60.1363;392847;4731.46;25-may-13;00:52:00;34.8825;2.2596;5.7619;NaN;9;34.8828;1;5.996;1;0;1;NaN;9;19.72;1;NaN;9;1.3355;1;NaN;9;34.64;1;NaN;9;0;14.77;0.57
18HU13008_129;HL_14;40.598;-60.1363;392846;4930.5;25-may-13;00:52:00;34.8796;2.2597;5.7467;NaN;9;34.8799;1;6.043;1;NaN;9;NaN;9;19.81;1;NaN;9;1.358;1;NaN;9;36.55;1;NaN;9;0;14.59;0.54
18HU13008_129;HL_14;40.598;-60.1363;392845;5050.72;25-may-13;00:52:00;34.8763;2.2442;5.7386;NaN;9;34.8765;1;6.001;1;0.065;1;NaN;9;20.12;1;NaN;9;1.384;1;NaN;9;39.04;1;NaN;9;4;14.54;0.52
18HU13008_132;HL_13;41.021;-60.4183;392892;2.13;25-may-13;08:05:00;35.2741;15.4568;5.6869;0.0893;1;35.5658;7;4.965;1;0.07;1;NaN;9;8.745;1;NaN;9;0.607;1;NaN;9;3.335;1;NaN;9;256;14.41;2.62
18HU13008_132;HL_13;41.021;-60.4183;392891;49.28;25-may-13;08:05:00;35.5489;13.4997;4.8402;0.0228;1;35.7634;7;4.984;1;0.05;1;NaN;9;8.495;1;NaN;9;0.6055;1;NaN;9;3.705;1;NaN;9;256;14.03;2.29
18HU13008_132;HL_13;41.021;-60.4183;392890;100.38;25-may-13;08:05:00;35.7644;13.8138;4.9644;0.0193;1;35.7636;1;5.12933;1;0.06;1;NaN;9;9.28;1;NaN;9;0.628;1;NaN;9;4.225;1;NaN;9;0;14.78;2.20
18HU13008_132;HL_13;41.021;-60.4183;392889;194.16;25-may-13;08:05:00;35.7012;13.2883;4.7752;NaN;9;35.699;1;4.263;1;0.045;1;NaN;9;11.335;1;NaN;9;0.734;1;NaN;9;5.05;1;NaN;9;0;15.44;2.24
18HU13008_132;HL_13;41.021;-60.4183;392888;330.55;25-may-13;08:05:00;35.3114;10.3289;3.0557;NaN;9;35.3132;1;3.074;1;0.04;1;NaN;9;23.69;1;NaN;9;1.532;1;NaN;9;12.81;1;NaN;9;0;15.46;1.85
18HU13008_132;HL_13;41.021;-60.4183;392887;514.82;25-may-13;08:05:00;35.0786;6.7746;4.2271;NaN;9;35.0782;1;NaN;9;0.035;1;NaN;9;19.82;1;NaN;9;1.4195;1;NaN;9;13.63;1;NaN;9;0;13.96;1.45
18HU13008_132;HL_13;41.021;-60.4183;392886;731.39;25-may-13;08:05:00;35.0212;5.1783;5.222;NaN;9;35.0211;1;5.423;1;0.035;1;NaN;9;18.255;1;NaN;9;1.2775;1;NaN;9;11.795;1;NaN;9;0;14.29;1.55
18HU13008_132;HL_13;41.021;-60.4183;392885;958.95;25-may-13;08:05:00;34.9948;4.5848;5.5921;NaN;9;34.9934;1;5.818;1;0.035;1;NaN;9;18.445;1;NaN;9;1.2475;1;NaN;9;11.9;1;NaN;9;0;14.79;1.55
18HU13008_132;HL_13;41.021;-60.4183;392884;1199.9;25-may-13;08:05:00;34.978;4.2351;5.7189;NaN;9;34.9778;1;NaN;9;0.03;1;NaN;9;18.15;1;NaN;9;1.2195;1;NaN;9;12.455;1;NaN;9;0;14.88;1.46
18HU13008_132;HL_13;41.021;-60.4183;392883;1448.25;25-may-13;08:05:00;34.968;3.9734;5.7977;NaN;9;34.967;1;6.049;1;0.04;1;NaN;9;18.125;1;NaN;9;1.2335;1;NaN;9;12.835;1;NaN;9;0;14.69;1.41
18HU13008_132;HL_13;41.021;-60.4183;392882;1718.26;25-may-13;08:05:00;34.9583;3.7187;5.8322;NaN;9;34.9594;1;6.05867;1;0.03;1;NaN;9;18.15;1;NaN;9;1.2315;1;NaN;9;13.9;1;NaN;9;0;14.74;1.31
18HU13008_132;HL_13;41.021;-60.4183;392881;2002.28;25-may-13;08:05:00;34.9509;3.4903;5.8598;NaN;9;34.9503;1;6.013;1;0.035;1;NaN;9;17.94;1;NaN;9;1.222;1;NaN;9;14.925;1;NaN;9;0;14.68;1.20
18HU13008_132;HL_13;41.021;-60.4183;392880;2278.41;25-may-13;08:05:00;34.9478;3.303;5.8542;NaN;9;34.9474;1;6.131;1;0.03;1;NaN;9;18.07;1;NaN;9;1.2355;1;NaN;9;17.105;1;NaN;9;0;14.63;1.06
18HU13008_132;HL_13;41.021;-60.4183;392879;2570.76;25-may-13;08:05:00;34.9408;3.071;5.8385;NaN;9;34.9407;1;6.126;1;0.035;1;NaN;9;18.265;1;NaN;9;1.2615;1;NaN;9;19.525;1;NaN;9;0;14.48;0.94
18HU13008_132;HL_13;41.021;-60.4183;392878;2878.55;25-may-13;08:05:00;34.9265;2.8012;5.911;NaN;9;34.9255;1;6.194;1;0.04;1;NaN;9;17.875;1;NaN;9;1.236;1;NaN;9;20.165;1;NaN;9;0;14.46;0.89
18HU13008_132;HL_13;41.021;-60.4183;392877;3180.91;25-may-13;08:05:00;34.9147;2.5714;5.9035;NaN;9;34.91433;1;6.212;1;0.03;1;NaN;9;18.11;1;NaN;9;1.253;1;NaN;9;24.41;1;NaN;9;0;14.45;0.74
18HU13008_132;HL_13;41.021;-60.4183;392876;3468.74;25-may-13;08:05:00;34.9043;2.4074;5.9234;NaN;9;34.9033;1;6.21;1;0.03;1;NaN;9;18.27;1;NaN;9;1.264;1;NaN;9;25.53;1;NaN;9;0;14.45;0.72
18HU13008_132;HL_13;41.021;-60.4183;392875;3722.25;25-may-13;08:05:00;34.8965;2.31;5.9063;NaN;9;34.8957;1;6.194;1;0.035;1;NaN;9;18.535;1;NaN;9;1.274;1;NaN;9;27.765;1;NaN;9;0;14.55;0.67
18HU13008_132;HL_13;41.021;-60.4183;392874;3952.09;25-may-13;08:05:00;34.8914;2.2631;5.8846;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU13008_132;HL_13;41.021;-60.4183;392873;4161.62;25-may-13;08:05:00;34.8881;2.2446;5.8544;NaN;9;34.8884;1;6.08733;1;0.04;1;NaN;9;19.25;1;NaN;9;1.339;1;NaN;9;31.225;1;NaN;9;0;14.38;0.62
18HU13008_132;HL_13;41.021;-60.4183;392872;4389.74;25-may-13;08:05:00;34.8862;2.2419;5.875;NaN;9;34.8855;1;6.134;1;0.06;1;NaN;9;19.465;1;NaN;9;1.348;1;NaN;9;32.045;1;NaN;9;0;14.44;0.61
18HU13008_132;HL_13;41.021;-60.4183;392871;4620.37;25-may-13;08:05:00;34.8829;2.2405;5.8203;NaN;9;34.8825;1;6.076;1;0.03;1;NaN;9;19.56;1;NaN;9;1.3775;1;NaN;9;34.26;1;NaN;9;0;14.20;0.57
18HU13008_132;HL_13;41.021;-60.4183;392870;4802.04;25-may-13;08:05:00;34.8794;2.2382;5.7669;NaN;9;34.8792;1;6.032;1;0.035;1;NaN;9;19.85;1;NaN;9;1.4075;1;NaN;9;38.805;1;NaN;9;0;14.10;0.51
18HU13008_132;HL_13;41.021;-60.4183;392869;4933.4;25-may-13;08:05:00;34.8776;2.2346;5.8204;NaN;9;35.2808;7;5.928;1;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;256;NaN;NaN
18HU13008_136;HL_12;41.4134;-60.6682;392916;3.15;25-may-13;14:59:00;35.7405;15.8864;5.6374;0.894;1;35.308;7;5.875;1;0;1;NaN;9;0;1;NaN;9;NaN;9;NaN;9;0;1;NaN;9;256;NaN;NaN
18HU13008_136;HL_12;41.4134;-60.6682;392915;47.92;25-may-13;14:59:00;35.0683;12.1548;5.3312;0.119;1;35.0681;1;5.555;1;0;1;NaN;9;7.17;1;NaN;9;NaN;9;NaN;9;0;1;NaN;9;0;NaN;NaN
18HU13008_136;HL_12;41.4134;-60.6682;392914;99.09;25-may-13;14:59:00;36.2301;12.3078;4.8746;0.0105;1;35.5346;7;5.051;1;0;1;NaN;9;10.545;1;NaN;9;NaN;9;NaN;9;2.735;1;NaN;9;256;NaN;3.86
18HU13008_136;HL_12;41.4134;-60.6682;392913;195.52;25-may-13;14:59:00;35.6545;12.953;4.4003;NaN;9;35.6489;1;4.601;1;0;1;NaN;9;13.38;1;NaN;9;NaN;9;NaN;9;6.395;1;NaN;9;0;NaN;2.09
18HU13008_136;HL_12;41.4134;-60.6682;392912;332.11;25-may-13;14:59:00;35.2098;9.3014;3.1884;NaN;9;35.2093;1;3.301;1;0;1;NaN;9;24.22;1;NaN;9;NaN;9;NaN;9;22.35;1;NaN;9;0;NaN;1.08
18HU13008_136;HL_12;41.4134;-60.6682;392911;512.92;25-may-13;14:59:00;35.0167;6.2685;4.4487;NaN;9;35.0185;1;4.541;1;0;1;NaN;9;21.34;1;NaN;9;NaN;9;NaN;9;30.42;1;NaN;9;0;NaN;0.70
18HU13008_136;HL_12;41.4134;-60.6682;392910;730.91;25-may-13;14:59:00;35.0216;5.2016;5.2044;NaN;9;35.0203;1;5.403;1;0;1;NaN;9;18.485;1;NaN;9;NaN;9;NaN;9;32.71;1;NaN;9;0;NaN;0.57
18HU13008_136;HL_12;41.4134;-60.6682;392909;960.64;25-may-13;14:59:00;34.8468;4.6545;5.6476;NaN;9;34.9806;1;5.894;1;0;1;NaN;9;17.89;1;NaN;9;NaN;9;NaN;9;42.02;1;NaN;9;0;NaN;0.43
18HU13008_136;HL_12;41.4134;-60.6682;392908;1201.05;25-may-13;14:59:00;35.1887;4.1044;5.7045;NaN;9;34.9829;7;5.929;1;0;1;NaN;9;18.19;1;NaN;9;NaN;9;NaN;9;38.925;1;NaN;9;256;NaN;0.47
18HU13008_136;HL_12;41.4134;-60.6682;392907;1453.28;25-may-13;14:59:00;34.9868;4.0192;4.5222;NaN;9;34.9708;1;6.028;7;0;1;NaN;9;16.765;1;NaN;9;NaN;9;NaN;9;24.11;1;NaN;9;256;NaN;0.70
18HU13008_136;HL_12;41.4134;-60.6682;392906;1719.78;25-may-13;14:59:00;34.8389;3.9101;5.8032;NaN;9;34.9601;1;6.08667;1;0;1;NaN;9;14.97;1;NaN;9;NaN;9;NaN;9;23.63;1;NaN;9;0;NaN;0.63
18HU13008_136;HL_12;41.4134;-60.6682;392905;1998.91;25-may-13;14:59:00;34.661;3.7896;5.8293;NaN;9;34.9507;7;6.134;1;0;1;NaN;9;17.22;1;NaN;9;NaN;9;NaN;9;20.35;1;NaN;9;256;NaN;0.85
18HU13008_136;HL_12;41.4134;-60.6682;392904;2281.87;25-may-13;14:59:00;34.9451;3.2019;5.8328;NaN;9;34.9446;1;6.1;1;0;1;NaN;9;17.975;1;NaN;9;NaN;9;NaN;9;21.565;1;NaN;9;0;NaN;0.83
18HU13008_136;HL_12;41.4134;-60.6682;392903;2569.49;25-may-13;14:59:00;34.9263;2.9178;5.9548;NaN;9;34.9257;1;6.238;1;0;1;NaN;9;17.41;1;NaN;9;NaN;9;NaN;9;17.525;1;NaN;9;0;NaN;0.99
18HU13008_136;HL_12;41.4134;-60.6682;392902;2878.27;25-may-13;14:59:00;34.9247;2.732;5.8797;NaN;9;34.9238;1;6.194;1;0;1;NaN;9;14.65;1;NaN;9;NaN;9;NaN;9;14.74;1;NaN;9;0;NaN;0.99
18HU13008_136;HL_12;41.4134;-60.6682;392901;3178.25;25-may-13;14:59:00;34.9104;2.4892;5.9129;NaN;9;34.9101;1;6.209;1;0;1;NaN;9;16.77;1;NaN;9;1.2145;1;NaN;9;21.805;1;NaN;9;0;13.81;0.77
18HU13008_136;HL_12;41.4134;-60.6682;392900;3467.5;25-may-13;14:59:00;34.9001;2.3416;5.912;NaN;9;34.8994;1;6.22;1;0;1;NaN;9;18.325;1;NaN;9;1.2785;1;NaN;9;25.425;1;NaN;9;0;14.33;0.72
18HU13008_136;HL_12;41.4134;-60.6682;392899;3747.77;25-may-13;14:59:00;34.8927;2.251;5.914;NaN;9;34.8919;1;6.201;1;0.04;1;NaN;9;15.45;1;NaN;9;1.1635;1;NaN;9;23.335;1;NaN;9;0;13.28;0.66
18HU13008_136;HL_12;41.4134;-60.6682;392898;3949.64;25-may-13;14:59:00;34.8887;2.2268;5.8586;NaN;9;34.888;1;6.151;1;0.04;1;NaN;9;18.98;1;NaN;9;1.329;1;NaN;9;30.38;1;NaN;9;0;14.28;0.62
18HU13008_136;HL_12;41.4134;-60.6682;392897;4150.78;25-may-13;14:59:00;34.8855;2.2146;5.8305;NaN;9;34.8821;1;6.116;1;0.03;1;NaN;9;16.615;1;NaN;9;1.2585;1;NaN;9;27.765;1;NaN;9;0;13.20;0.60
18HU13008_136;HL_12;41.4134;-60.6682;392896;4348.81;25-may-13;14:59:00;34.8832;2.2129;5.8105;NaN;9;34.8825;1;6.118;1;0.035;1;NaN;9;18.665;1;NaN;9;1.3295;1;NaN;9;31.81;1;NaN;9;0;14.04;0.59
18HU13008_136;HL_12;41.4134;-60.6682;392895;4499.5;25-may-13;14:59:00;34.8805;2.2076;5.7897;NaN;9;34.8804;1;6.066;1;0.03;1;NaN;9;19.26;1;NaN;9;1.397;1;NaN;9;34.36;1;NaN;9;0;13.79;0.56
18HU13008_136;HL_12;41.4134;-60.6682;392894;4646.86;25-may-13;14:59:00;34.878;2.2013;5.803;NaN;9;34.8755;1;6.044;1;0.03;1;NaN;9;20.045;1;NaN;9;1.405;1;NaN;9;36.995;1;NaN;9;0;14.27;0.54
18HU13008_136;HL_12;41.4134;-60.6682;392893;4709.74;25-may-13;14:59:00;34.8762;2.1952;5.7674;NaN;9;34.8762;1;5.975;1;0.04;1;NaN;9;19.39;1;NaN;9;1.3985;1;NaN;9;36.96;1;NaN;9;0;13.86;0.52
18HU13008_139;HL_11;41.7779;-60.9066;392940;3.56;25-may-13;20:57:00;35.7047;16.4589;5.4984;0.4823;1;35.7039;1;5.724;1;0.05;1;NaN;9;9.58;2;NaN;9;0.648;1;NaN;9;3.71;1;NaN;9;2048;14.78;2.58
18HU13008_139;HL_11;41.7779;-60.9066;392939;49.08;25-may-13;20:57:00;35.7238;14.9733;5.0936;0.28;1;35.7246;1;5.299;1;0.42;1;NaN;9;4.27;1;NaN;9;0.3615;1;NaN;9;1.57;1;NaN;9;0;11.81;2.72
