CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TEMP_XX;DOXY;CHL_01;Q_CHL;PSAL_BS;Q_PSAL;OXY_02;Q_OXY;NO2_01;Q_NO2;NO2_01;Q_NO2;NOx_01;Q_NOX;NOx_01;Q_NOX;PO4_01;Q_PO4;PO4_01;Q_PO4;Si_01;Q_Si;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mg/m**3);((none));(PSU);((none));(ml/l);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
18HU13008_139;HL_11;41.7779;-60.9066;392938;99.4;25-may-13;20:57:00;35.7623;13.9213;4.8377;0.0315;1;35.7578;1;5.057;1;0.05;1;NaN;9;9.23;1;NaN;9;0.654;1;NaN;9;3.74;1;NaN;9;0;14.11;2.47
18HU13008_139;HL_11;41.7779;-60.9066;392937;193.47;25-may-13;20:57:00;35.7091;13.3759;4.6499;NaN;9;35.7074;1;NaN;9;0.04;1;NaN;9;11.31;1;NaN;9;0.774;1;NaN;9;5.74;1;NaN;9;0;14.61;1.97
18HU13008_139;HL_11;41.7779;-60.9066;392936;330.9;25-may-13;20:57:00;35.2485;9.8014;3.0019;NaN;9;35.2485;1;3.086;1;0.045;1;NaN;9;24.63;2;NaN;9;1.6235;1;NaN;9;13.925;1;NaN;9;2048;15.17;1.77
18HU13008_139;HL_11;41.7779;-60.9066;392935;519.65;25-may-13;20:57:00;35.0756;6.5973;4.2836;NaN;9;35.0747;1;4.39;1;0.035;1;NaN;9;20.525;1;NaN;9;1.4265;1;NaN;9;13.28;1;NaN;9;0;14.39;1.55
18HU13008_139;HL_11;41.7779;-60.9066;392934;731.79;25-may-13;20:57:00;35.018;5.0984;5.2498;NaN;9;35.0179;1;5.43233;1;0.045;1;NaN;9;18.945;1;NaN;9;1.308;1;NaN;9;12.25;1;NaN;9;0;14.48;1.55
18HU13008_139;HL_11;41.7779;-60.9066;392933;953.07;25-may-13;20:57:00;34.993;4.5518;5.5779;NaN;9;34.9928;1;5.79;1;0.05;1;NaN;9;18.02;1;NaN;9;1.245;1;NaN;9;11.75;1;NaN;9;0;14.47;1.53
18HU13008_139;HL_11;41.7779;-60.9066;392932;1201.9;25-may-13;20:57:00;34.9778;4.1976;5.7054;NaN;9;34.9777;1;5.953;1;0.04;1;NaN;9;17.885;1;NaN;9;1.231;1;NaN;9;12.16;1;NaN;9;0;14.53;1.47
18HU13008_139;HL_11;41.7779;-60.9066;392931;1449.21;25-may-13;20:57:00;34.9678;3.9655;5.783;NaN;9;34.9674;1;6.034;1;0.04;1;NaN;9;17.905;1;NaN;9;1.2375;1;NaN;9;12.77;1;NaN;9;0;14.47;1.40
18HU13008_139;HL_11;41.7779;-60.9066;392930;1716.83;25-may-13;20:57:00;34.959;3.7118;5.8445;NaN;9;34.9584;1;6.021;1;0.045;1;NaN;9;17.58;1;NaN;9;1.227;1;NaN;9;13.5;1;NaN;9;0;14.33;1.30
18HU13008_139;HL_11;41.7779;-60.9066;392929;2001.07;25-may-13;20:57:00;34.95;3.4788;5.8676;NaN;9;34.9497;1;6.092;1;0.045;1;NaN;9;17.635;1;NaN;9;1.2305;1;NaN;9;14.735;1;NaN;9;0;14.33;1.20
18HU13008_139;HL_11;41.7779;-60.9066;392928;2275.38;25-may-13;20:57:00;34.9477;3.2939;5.8366;NaN;9;34.9472;1;6.118;1;0.05;1;NaN;9;17.545;1;NaN;9;1.2445;1;NaN;9;16.47;1;NaN;9;0;14.10;1.07
18HU13008_139;HL_11;41.7779;-60.9066;392927;2569.76;25-may-13;20:57:00;34.9392;3.0841;5.8667;NaN;9;34.9387;1;6.134;1;0.05;1;NaN;9;17.675;1;NaN;9;1.266;1;NaN;9;18.4;1;NaN;9;0;13.96;0.96
18HU13008_139;HL_11;41.7779;-60.9066;392926;2880.33;25-may-13;20:57:00;34.9281;2.8359;5.8947;NaN;9;34.9273;1;6.188;1;0.04;1;NaN;9;17.785;1;NaN;9;1.243;1;NaN;9;19.685;1;NaN;9;0;14.31;0.90
18HU13008_139;HL_11;41.7779;-60.9066;392925;3181.18;25-may-13;20:57:00;34.9134;2.6063;5.9973;NaN;9;34.91333;1;6.28433;1;0.05;1;NaN;9;17.03;1;NaN;9;1.2195;1;NaN;9;18.75;1;NaN;9;0;13.96;0.91
18HU13008_139;HL_11;41.7779;-60.9066;392924;3472.81;25-may-13;20:57:00;34.9047;2.4355;6.0126;NaN;9;34.9032;1;6.286;1;0.04;1;NaN;9;17.205;1;NaN;9;1.2155;1;NaN;9;20.89;1;NaN;9;0;14.15;0.82
18HU13008_139;HL_11;41.7779;-60.9066;392923;3749.09;25-may-13;20:57:00;34.897;2.3147;6.0145;NaN;9;34.896;1;6.303;1;0.035;1;NaN;9;16.04;7;NaN;9;1.1915;1;NaN;9;21.045;1;NaN;9;512;13.46;0.76
18HU13008_139;HL_11;41.7779;-60.9066;392922;3749.46;25-may-13;20:57:00;34.8972;2.3146;6.0319;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU13008_139;HL_11;41.7779;-60.9066;392921;3749.6;25-may-13;20:57:00;34.8972;2.3145;6.0247;NaN;9;NaN;9;NaN;9;0.05;1;NaN;9;17.49;7;NaN;9;1.1995;1;NaN;9;11.625;1;NaN;9;512;14.58;1.50
18HU13008_139;HL_11;41.7779;-60.9066;392920;4000.37;25-may-13;20:57:00;34.8932;2.2643;6.0095;NaN;9;34.8926;1;6.313;1;0.045;1;NaN;9;16.305;1;NaN;9;1.185;1;NaN;9;22.3;1;NaN;9;0;13.76;0.73
18HU13008_139;HL_11;41.7779;-60.9066;392919;4198.12;25-may-13;20:57:00;34.8903;2.2411;5.9947;NaN;9;34.8894;1;6.27;1;0.05;1;NaN;9;17.265;1;NaN;9;1.2625;1;NaN;9;25.17;1;NaN;9;0;13.68;0.69
18HU13008_139;HL_11;41.7779;-60.9066;392918;4376.82;25-may-13;20:57:00;34.8842;2.2118;5.88;NaN;9;34.8845;1;6.148;1;0.065;1;NaN;9;18.795;1;NaN;9;1.333;1;NaN;9;29.975;2;NaN;9;2048;14.10;0.63
18HU13008_139;HL_11;41.7779;-60.9066;392917;4498.93;25-may-13;20:57:00;34.8786;2.1913;5.798;NaN;9;34.8786;1;6.008;1;0;1;NaN;9;19.92;1;NaN;9;NaN;9;NaN;9;32.485;2;NaN;9;2048;NaN;0.61
18HU13008_144;HL_10;42.0311;-61.0647;392964;4.55;26-may-13;05:59:00;35.9019;16.6512;5.4142;0.4587;1;35.8919;1;5.192;1;0.185;1;NaN;9;0.745;1;NaN;9;0.132;1;NaN;9;0.78;1;NaN;9;0;5.64;0.96
18HU13008_144;HL_10;42.0311;-61.0647;392963;9.95;26-may-13;05:59:00;35.902;16.4925;5.4088;0.4554;1;35.8923;1;5.595;1;0.21;1;NaN;9;1;1;NaN;9;0.134;1;NaN;9;0.795;1;NaN;9;0;7.46;1.26
18HU13008_144;HL_10;42.0311;-61.0647;392962;48.82;26-may-13;05:59:00;35.8371;14.8966;4.924;0.172;1;35.8329;1;5.097;1;0.125;1;NaN;9;6.48;1;NaN;9;0.455;1;NaN;9;2.105;1;NaN;9;0;14.24;3.08
18HU13008_144;HL_10;42.0311;-61.0647;392961;101.6;26-may-13;05:59:00;35.7815;13.8887;4.7352;0.0245;1;35.7718;1;4.893;1;0.05;1;NaN;9;10.21;1;NaN;9;0.688;1;NaN;9;4.29;1;NaN;9;0;14.84;2.38
18HU13008_144;HL_10;42.0311;-61.0647;392960;196.35;26-may-13;05:59:00;35.713;13.1842;4.1423;NaN;9;35.7035;1;4.297;1;0.04;1;NaN;9;13.825;1;NaN;9;0.9245;1;NaN;9;6.34;1;NaN;9;0;14.95;2.18
18HU13008_144;HL_10;42.0311;-61.0647;392959;330.87;26-may-13;05:59:00;35.2807;10.0595;3.0219;NaN;9;35.2767;1;3.09;1;0.04;1;NaN;9;23.895;1;NaN;9;1.5825;1;NaN;9;13.545;1;NaN;9;0;15.10;1.76
18HU13008_144;HL_10;42.0311;-61.0647;392958;500.84;26-may-13;05:59:00;35.0303;6.7332;4.182;NaN;9;35.0175;1;4.302;1;0.03;1;NaN;9;20.005;1;NaN;9;1.4195;1;NaN;9;13.46;1;NaN;9;0;14.09;1.49
18HU13008_144;HL_10;42.0311;-61.0647;392957;649.36;26-may-13;05:59:00;35.0159;5.4677;5.0328;NaN;9;35.01;1;5.195;1;0.03;1;NaN;9;18.385;1;NaN;9;1.2735;1;NaN;9;11.87;1;NaN;9;0;14.44;1.55
18HU13008_144;HL_10;42.0311;-61.0647;392956;850.27;26-may-13;05:59:00;35.0016;4.7839;5.5263;NaN;9;34.9961;1;5.71;1;0.03;1;NaN;9;17.74;1;NaN;9;1.224;1;NaN;9;11.505;1;NaN;9;0;14.49;1.54
18HU13008_144;HL_10;42.0311;-61.0647;392955;1049.89;26-may-13;05:59:00;34.9695;4.3329;5.7981;NaN;9;34.964;1;6.018;1;0.03;1;NaN;9;17.47;1;NaN;9;1.2065;1;NaN;9;11.505;1;NaN;9;0;14.48;1.52
18HU13008_144;HL_10;42.0311;-61.0647;392954;1270.42;26-may-13;05:59:00;34.9833;4.214;5.7386;NaN;9;34.9789;1;5.94967;1;0;1;NaN;9;17.77;1;NaN;9;1.237;1;NaN;9;12.52;1;NaN;9;0;14.37;1.42
18HU13008_144;HL_10;42.0311;-61.0647;392953;1511.93;26-may-13;05:59:00;34.9738;3.9793;5.7947;NaN;9;34.9687;1;6.027;1;0.03;1;NaN;9;15.96;1;NaN;9;1.1665;1;NaN;9;11.78;1;NaN;9;0;13.68;1.35
18HU13008_144;HL_10;42.0311;-61.0647;392952;1760.64;26-may-13;05:59:00;34.964;3.7566;5.8559;NaN;9;34.9581;1;5.958;1;0;1;NaN;9;17.985;1;NaN;9;1.274;1;NaN;9;13.685;1;NaN;9;0;14.12;1.31
18HU13008_144;HL_10;42.0311;-61.0647;392951;2022.81;26-may-13;05:59:00;34.9547;3.5142;5.893;NaN;9;34.9494;1;5.244;1;0;1;NaN;9;15.87;1;NaN;9;1.1835;1;NaN;9;13.455;1;NaN;9;0;13.41;1.18
18HU13008_144;HL_10;42.0311;-61.0647;392950;2278.43;26-may-13;05:59:00;34.9435;3.2981;5.9289;NaN;9;34.9382;1;6.196;1;0.03;1;NaN;9;17.25;1;NaN;9;1.209;1;NaN;9;15.855;1;NaN;9;0;14.27;1.09
18HU13008_144;HL_10;42.0311;-61.0647;392949;2530.91;26-may-13;05:59:00;34.9438;3.1344;5.885;NaN;9;34.9386;1;5.893;1;0.03;1;NaN;9;17.785;1;NaN;9;1.241;1;NaN;9;18.03;1;NaN;9;0;14.33;0.99
18HU13008_144;HL_10;42.0311;-61.0647;392948;2770.69;26-may-13;05:59:00;34.9343;2.9237;5.9499;NaN;9;34.9284;1;6.064;1;0.03;1;NaN;9;15.7;1;NaN;9;1.161;1;NaN;9;16.72;1;NaN;9;0;13.52;0.94
18HU13008_144;HL_10;42.0311;-61.0647;392947;2996.6;26-may-13;05:59:00;34.9244;2.7189;5.9997;NaN;9;34.9187;1;6.236;1;0.04;1;NaN;9;17.605;1;NaN;9;1.227;1;NaN;9;19.215;1;NaN;9;0;14.35;0.92
18HU13008_144;HL_10;42.0311;-61.0647;392946;3222.41;26-may-13;05:59:00;34.9163;2.5497;6.0052;NaN;9;34.9111;1;6.281;1;0.03;1;NaN;9;16.675;1;NaN;9;1.199;1;NaN;9;19.64;1;NaN;9;0;13.91;0.85
18HU13008_144;HL_10;42.0311;-61.0647;392945;3421.3;26-may-13;05:59:00;34.9092;2.4172;6.0013;NaN;9;34.9046;1;6.10733;1;0.03;1;NaN;9;16.41;1;NaN;9;1.211;1;NaN;9;20.63;1;NaN;9;0;13.55;0.80
18HU13008_144;HL_10;42.0311;-61.0647;392944;3621.15;26-may-13;05:59:00;34.9032;2.3039;6.0432;NaN;9;34.8975;1;6.228;1;0.03;1;NaN;9;17.225;1;NaN;9;1.2355;1;NaN;9;23.085;1;NaN;9;0;13.94;0.75
18HU13008_144;HL_10;42.0311;-61.0647;392943;3822.45;26-may-13;05:59:00;34.8997;2.2536;6.0565;NaN;9;34.8941;1;6.279;1;0.03;1;NaN;9;15.51;1;NaN;9;1.1785;1;NaN;9;20.925;1;NaN;9;0;13.16;0.74
18HU13008_144;HL_10;42.0311;-61.0647;392942;3997.89;26-may-13;05:59:00;34.8977;2.2386;6.0672;NaN;9;34.8928;1;6.116;1;0.035;1;NaN;9;16.37;1;NaN;9;1.19;1;NaN;9;22.775;1;NaN;9;0;13.76;0.72
18HU13008_144;HL_10;42.0311;-61.0647;392941;4141.19;26-may-13;05:59:00;34.8938;2.2135;5.9971;NaN;9;34.8879;1;6.22;1;0.03;1;NaN;9;17.965;1;NaN;9;1.2585;1;NaN;9;26.755;1;NaN;9;0;14.27;0.67
18HU13008_146;HL_09;42.2004;-61.1656;392988;2.63;26-may-13;11:05:00;35.266;15.1137;5.1152;1.4899;1;35.2747;1;6.003;1;0.05;1;NaN;9;0;1;NaN;9;0.1355;1;NaN;9;1.215;1;NaN;9;0;0.00;0.00
18HU13008_146;HL_09;42.2004;-61.1656;392987;9.92;26-may-13;11:05:00;35.2374;14.9843;4.5688;1.4452;1;35.2611;1;6.009;7;0.05;1;NaN;9;0;1;NaN;9;0.1415;1;NaN;9;0.845;1;NaN;9;256;0.00;0.00
18HU13008_146;HL_09;42.2004;-61.1656;392986;49.85;26-may-13;11:05:00;36.027;16.0408;4.393;0.3103;1;36.019;1;5.421;7;0.36;1;NaN;9;2.3;1;NaN;9;0.216;1;NaN;9;1.125;1;NaN;9;256;10.65;2.04
18HU13008_146;HL_09;42.2004;-61.1656;392985;121.06;26-may-13;11:05:00;35.7729;13.8509;4.0619;NaN;9;35.7639;1;4.918;1;0.05;1;NaN;9;9.835;1;NaN;9;0.693;1;NaN;9;4.45;1;NaN;9;0;14.19;2.21
18HU13008_146;HL_09;42.2004;-61.1656;392984;228.78;26-may-13;11:05:00;35.7505;13.3446;3.3082;NaN;9;35.742;1;4.878;7;0.035;1;NaN;9;11.225;1;NaN;9;0.7925;1;NaN;9;5.095;1;NaN;9;256;14.16;2.20
18HU13008_146;HL_09;42.2004;-61.1656;392983;340.22;26-may-13;11:05:00;35.2843;10.1602;2.4669;NaN;9;35.2792;1;3.132;1;0.04;1;NaN;9;18.55;1;NaN;9;1.4055;1;NaN;9;10.455;1;NaN;9;0;13.20;1.77
18HU13008_146;HL_09;42.2004;-61.1656;392982;511.56;26-may-13;11:05:00;35.088;7.2056;3.6736;NaN;9;35.0833;1;4.313;1;0.035;1;NaN;9;20.83;1;NaN;9;1.4735;1;NaN;9;13.2;1;NaN;9;0;14.14;1.58
18HU13008_146;HL_09;42.2004;-61.1656;392981;680.77;26-may-13;11:05:00;35.0196;5.4594;4.6382;NaN;9;35.0132;1;5.189;1;0.03;1;NaN;9;16.795;1;NaN;9;1.2385;1;NaN;9;10.92;1;NaN;9;0;13.56;1.54
18HU13008_146;HL_09;42.2004;-61.1656;392980;868.22;26-may-13;11:05:00;35.0145;4.8552;4.8272;NaN;9;35.0094;1;5.636;1;0.03;1;NaN;9;16.425;1;NaN;9;1.2075;1;NaN;9;10.895;1;NaN;9;0;13.60;1.51
18HU13008_146;HL_09;42.2004;-61.1656;392979;1068.52;26-may-13;11:05:00;34.9961;4.4709;5.6417;NaN;9;34.9904;1;5.858;1;0.03;1;NaN;9;17.915;1;NaN;9;1.2345;1;NaN;9;11.98;1;NaN;9;0;14.51;1.50
18HU13008_146;HL_09;42.2004;-61.1656;392978;1299.51;26-may-13;11:05:00;34.9816;4.1783;5.7477;NaN;9;34.977;1;5.96267;1;0.03;1;NaN;9;18.025;1;NaN;9;1.2285;1;NaN;9;12.03;1;NaN;9;0;14.67;1.50
18HU13008_146;HL_09;42.2004;-61.1656;392977;1563.88;26-may-13;11:05:00;34.9718;3.9272;5.8037;NaN;9;34.9665;1;6.048;1;0.03;1;NaN;9;16.25;1;NaN;9;1.142;1;NaN;9;11.82;1;NaN;9;0;14.23;1.37
18HU13008_146;HL_09;42.2004;-61.1656;392976;1808.64;26-may-13;11:05:00;34.956;3.6648;5.8845;NaN;9;34.9506;1;6.133;1;0.04;1;NaN;9;16.265;1;NaN;9;1.167;1;NaN;9;12.475;1;NaN;9;0;13.94;1.30
18HU13008_146;HL_09;42.2004;-61.1656;392975;2069.64;26-may-13;11:05:00;34.9515;3.4543;5.8972;NaN;9;34.9457;1;6.149;1;0;1;NaN;9;17.57;1;NaN;9;1.243;1;NaN;9;14.755;1;NaN;9;0;14.14;1.19
18HU13008_146;HL_09;42.2004;-61.1656;392974;2329.06;26-may-13;11:05:00;34.9472;3.2477;5.8965;NaN;9;34.9414;1;6.172;1;0.025;1;NaN;9;15.07;1;NaN;9;1.12;1;NaN;9;14.18;1;NaN;9;0;13.46;1.06
18HU13008_146;HL_09;42.2004;-61.1656;392973;2570.27;26-may-13;11:05:00;34.9427;3.0878;5.8846;NaN;9;34.93693;1;6.196;1;0.03;1;NaN;9;17.57;1;NaN;9;1.223;1;NaN;9;17.855;1;NaN;9;0;14.37;0.98
18HU13008_146;HL_09;42.2004;-61.1656;392972;2790.43;26-may-13;11:05:00;34.9375;2.9232;5.8942;NaN;9;34.9317;1;6.16;1;0.035;1;NaN;9;16.86;1;NaN;9;1.207;1;NaN;9;18.495;1;NaN;9;0;13.97;0.91
18HU13008_146;HL_09;42.2004;-61.1656;392971;2997.61;26-may-13;11:05:00;34.9279;2.7602;5.9497;NaN;9;34.9215;1;6.233;1;0.03;1;NaN;9;15.135;1;NaN;9;1.14;1;NaN;9;17.465;1;NaN;9;0;13.28;0.87
18HU13008_146;HL_09;42.2004;-61.1656;392970;3211.83;26-may-13;11:05:00;34.9168;2.5776;6.0629;NaN;9;34.9107;1;6.34;1;0.03;1;NaN;9;15.815;1;NaN;9;1.1535;1;NaN;9;17.725;1;NaN;9;0;13.71;0.89
18HU13008_146;HL_09;42.2004;-61.1656;392969;3401.77;26-may-13;11:05:00;34.9109;2.4446;6.0548;NaN;9;34.9048;1;6.31767;1;0.035;1;NaN;9;15.485;1;NaN;9;1.145;1;NaN;9;18.95;1;NaN;9;0;13.52;0.82
18HU13008_146;HL_09;42.2004;-61.1656;392968;3560.15;26-may-13;11:05:00;34.9058;2.3534;6.0781;NaN;9;34.9;1;6.348;1;0.04;1;NaN;9;16.25;1;NaN;9;1.1775;1;NaN;9;20.195;1;NaN;9;0;13.80;0.80
18HU13008_146;HL_09;42.2004;-61.1656;392967;3698.42;26-may-13;11:05:00;34.9032;2.3021;6.1028;NaN;9;34.8971;1;6.353;1;0.03;1;NaN;9;16.295;1;NaN;9;1.188;1;NaN;9;20.455;1;NaN;9;0;13.72;0.80
18HU13008_146;HL_09;42.2004;-61.1656;392966;3840.09;26-may-13;11:05:00;34.9012;2.2777;6.0958;NaN;9;34.8959;1;6.358;1;0.04;1;NaN;9;16.435;1;NaN;9;1.193;1;NaN;9;21.39;1;NaN;9;0;13.78;0.77
18HU13008_146;HL_09;42.2004;-61.1656;392965;3945.14;26-may-13;11:05:00;34.9003;2.2703;6.1093;NaN;9;34.8947;1;6.325;1;0.035;1;NaN;9;16.6;1;NaN;9;1.19;1;NaN;9;22.5;1;NaN;9;0;13.95;0.74
18HU13008_148;HL_08;42.3646;-61.3541;393012;2.96;26-may-13;15:56:00;35.1464;14.928;5.7494;NaN;9;35.1392;1;5.951;1;0.055;1;NaN;9;0.1;1;NaN;9;0.2465;1;NaN;9;0.64;1;NaN;9;0;0.41;0.16
18HU13008_148;HL_08;42.3646;-61.3541;393011;7.64;26-may-13;15:56:00;35.1461;14.9356;5.7456;NaN;9;35.1388;1;5.948;1;0.04;1;NaN;9;NaN;9;NaN;9;1.217;1;NaN;9;13.77;2;NaN;9;2048;NaN;NaN
18HU13008_148;HL_08;42.3646;-61.3541;393010;51.19;26-may-13;15:56:00;35.4876;13.7233;5.2252;NaN;9;35.4829;1;5.416;1;0.195;1;NaN;9;5.41;1;NaN;9;0.484;1;NaN;9;5.81;1;NaN;9;0;11.18;0.93
18HU13008_148;HL_08;42.3646;-61.3541;393009;110.2;26-may-13;15:56:00;35.7272;13.6931;5.0001;NaN;9;35.7181;1;5.182;1;0.06;1;NaN;9;8.795;1;NaN;9;0.621;1;NaN;9;3.635;1;NaN;9;0;14.16;2.42
18HU13008_148;HL_08;42.3646;-61.3541;393008;211.08;26-may-13;15:56:00;35.6607;13.303;5.0909;NaN;9;35.6526;1;5.304;1;0.04;1;NaN;9;8.35;1;NaN;9;0.621;1;NaN;9;3.625;1;NaN;9;0;13.45;2.30
18HU13008_148;HL_08;42.3646;-61.3541;393007;332.55;26-may-13;15:56:00;35.47;11.5898;3.3105;NaN;9;35.4687;1;3.42;1;0.055;1;NaN;9;19.24;1;NaN;9;1.105;1;NaN;9;9.94;1;NaN;9;0;17.41;1.94
18HU13008_148;HL_08;42.3646;-61.3541;393006;482.72;26-may-13;15:56:00;35.1145;7.6467;3.7668;NaN;9;35.1098;1;3.862;1;0.045;1;NaN;9;22.92;1;NaN;9;1.3045;1;NaN;9;14.305;1;NaN;9;0;17.57;1.60
18HU13008_148;HL_08;42.3646;-61.3541;393005;661.33;26-may-13;15:56:00;34.9726;5.3942;5.0505;NaN;9;34.9667;1;5.223;1;0.035;1;NaN;9;18.645;1;NaN;9;1.1145;1;NaN;9;12.35;1;NaN;9;0;16.73;1.51
18HU13008_148;HL_08;42.3646;-61.3541;393004;842.72;26-may-13;15:56:00;35.0212;5.019;5.332;NaN;9;35.0171;1;5.518;1;0.035;1;NaN;9;16.955;1;NaN;9;1.0545;1;NaN;9;10.99;1;NaN;9;0;16.08;1.54
18HU13008_148;HL_08;42.3646;-61.3541;393003;1030.24;26-may-13;15:56:00;34.9947;4.5602;5.6303;NaN;9;34.9894;1;5.838;1;0.04;1;NaN;9;16.595;1;NaN;9;1.041;1;NaN;9;11.06;1;NaN;9;0;15.94;1.50
18HU13008_148;HL_08;42.3646;-61.3541;393002;1231.89;26-may-13;15:56:00;34.9853;4.2964;5.7124;NaN;9;34.9811;1;5.92433;1;0.035;1;NaN;9;16.235;1;NaN;9;1.022;1;NaN;9;11.185;1;NaN;9;0;15.89;1.45
18HU13008_148;HL_08;42.3646;-61.3541;393001;1436.97;26-may-13;15:56:00;34.9756;4.0585;5.7827;NaN;9;34.9699;1;6.004;1;0.035;1;NaN;9;16.005;1;NaN;9;1.02;1;NaN;9;11.66;1;NaN;9;0;15.69;1.37
18HU13008_148;HL_08;42.3646;-61.3541;393000;1663.43;26-may-13;15:56:00;34.965;3.847;5.8447;NaN;9;34.9604;1;6.064;1;0.04;1;NaN;9;14.93;1;NaN;9;0.991;1;NaN;9;11.35;1;NaN;9;0;15.07;1.32
18HU13008_148;HL_08;42.3646;-61.3541;392999;1878.52;26-may-13;15:56:00;34.9558;3.6448;5.8739;NaN;9;34.9518;1;6.114;1;0.03;1;NaN;9;17.335;1;NaN;9;1.058;1;NaN;9;13.81;1;NaN;9;0;16.38;1.26
18HU13008_148;HL_08;42.3646;-61.3541;392998;2098.75;26-may-13;15:56:00;34.9502;3.4992;5.9044;NaN;9;34.9453;1;6.157;1;0.035;1;NaN;9;16.145;1;NaN;9;1.03;1;NaN;9;13.87;1;NaN;9;0;15.67;1.16
18HU13008_148;HL_08;42.3646;-61.3541;392997;2307.19;26-may-13;15:56:00;34.945;3.3308;5.9274;NaN;9;34.94087;1;6.105;1;0.03;1;NaN;9;15.835;1;NaN;9;1.0215;1;NaN;9;14.57;1;NaN;9;0;15.50;1.09
18HU13008_148;HL_08;42.3646;-61.3541;392995;2499.6;26-may-13;15:56:00;34.9371;3.1589;5.9653;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU13008_148;HL_08;42.3646;-61.3541;392996;2501.46;26-may-13;15:56:00;34.9371;3.158;5.97;NaN;9;34.9317;1;6.214;1;0.03;1;NaN;9;14.445;1;NaN;9;0.991;1;NaN;9;14.08;1;NaN;9;0;14.58;1.03
18HU13008_148;HL_08;42.3646;-61.3541;392994;2502.22;26-may-13;15:56:00;34.9369;3.1566;5.9644;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU13008_148;HL_08;42.3646;-61.3541;392993;2750.25;26-may-13;15:56:00;34.9285;2.8987;6.0198;NaN;9;34.9227;1;6.27533;1;0.03;1;NaN;9;15.69;1;NaN;9;1.0025;1;NaN;9;15.8;1;NaN;9;0;15.65;0.99
18HU13008_148;HL_08;42.3646;-61.3541;392992;2980.09;26-may-13;15:56:00;34.9228;2.7147;6.0194;NaN;9;34.9172;1;6.297;1;0.035;1;NaN;9;15.825;1;NaN;9;1.0275;1;NaN;9;16.965;1;NaN;9;0;15.40;0.93
18HU13008_148;HL_08;42.3646;-61.3541;392991;3162.47;26-may-13;15:56:00;34.9159;2.5684;6.0644;NaN;9;34.9105;1;6.329;1;0.04;1;NaN;9;15.905;1;NaN;9;1.0365;1;NaN;9;17.525;1;NaN;9;0;15.34;0.91
18HU13008_148;HL_08;42.3646;-61.3541;392990;3336.07;26-may-13;15:56:00;34.9093;2.4028;6.0879;NaN;9;34.9034;1;6.333;1;0.04;1;NaN;9;16.13;1;NaN;9;1.1745;1;NaN;9;18.98;1;NaN;9;0;13.73;0.85
18HU13008_148;HL_08;42.3646;-61.3541;392989;3467.39;26-may-13;15:56:00;34.904;2.2909;6.1363;NaN;9;34.8979;1;6.369;1;0.035;1;NaN;9;15.635;1;NaN;9;1.1505;1;NaN;9;19.115;1;NaN;9;0;13.59;0.82
18HU13008_152;HL_07;42.4891;-61.4112;393036;4.64;27-may-13;01:07:00;34.8948;14.7945;5.6794;0.1821;1;NaN;9;5.969;1;0.04;1;NaN;9;0;1;NaN;9;0.2385;1;NaN;9;0.81;1;NaN;9;0;0.00;0.00
18HU13008_152;HL_07;42.4891;-61.4112;393035;10.97;27-may-13;01:07:00;34.894;14.7654;5.6548;0.1923;1;34.8845;1;5.956;1;0.04;1;NaN;9;0;1;NaN;9;0.235;1;NaN;9;0.735;1;NaN;9;0;0.00;0.00
18HU13008_152;HL_07;42.4891;-61.4112;393034;18.44;27-may-13;01:07:00;35.0628;14.8872;5.6677;0.3811;1;NaN;9;5.967;1;0.05;1;NaN;9;0.08;1;NaN;9;0.235;1;NaN;9;0.89;1;NaN;9;0;0.34;0.09
18HU13008_152;HL_07;42.4891;-61.4112;393033;29.99;27-may-13;01:07:00;35.2572;14.6767;5.6321;0.745;1;NaN;9;5.945;1;0.08;1;NaN;9;0.13;1;NaN;9;0.253;1;NaN;9;0.865;1;NaN;9;0;0.51;0.15
18HU13008_152;HL_07;42.4891;-61.4112;393032;38.99;27-may-13;01:07:00;35.187;13.9528;5.4241;0.3913;1;NaN;9;5.702;1;0.44;1;NaN;9;2.54;1;NaN;9;0.3965;1;NaN;9;1.23;1;NaN;9;0;6.41;2.07
