CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
18TL04021_703;571;47.50867;-64.25283;275808;24.89;17-jun-04;00:38:00;29.31;4.16;336.87038;NaN;0.84;1.777;NaN;9;0.115;1;NaN;9;2.52;1;NaN;9;0.615;1;NaN;9;3.905;1;0;4.10;0.65
18TL04021_703;571;47.50867;-64.25283;275807;50.17;17-jun-04;00:38:00;30.82;0.78;317.80056;317.7559;0.69;1.316;NaN;9;0.19;1;NaN;9;6.385;1;NaN;9;1.045;1;NaN;9;10.105;1;6;6.11;0.63
18TL04021_704;591;47.16783;-63.7495;275816;1.29;17-jun-04;05:23:00;29;10.05;316.8627;315.2996;1.095;3.882;NaN;9;0.045;1;NaN;9;0.015;1;NaN;9;0.15;1;NaN;9;1.05;1;6;0.10;0.01
18TL04021_704;591;47.16783;-63.7495;275815;4.76;17-jun-04;05:23:00;29;10.04;316.95202;NaN;1.105;3.871;NaN;9;0.045;1;NaN;9;0.025;1;NaN;9;0.145;1;NaN;9;0.865;1;0;0.17;0.03
18TL04021_704;591;47.16783;-63.7495;275814;14.78;17-jun-04;05:23:00;29.58;7.31;323.3384;NaN;0.795;3.3;NaN;9;0.03;1;NaN;9;0.195;1;NaN;9;0.3;1;NaN;9;0.855;1;0;0.65;0.23
18TL04021_704;591;47.16783;-63.7495;275813;24.99;17-jun-04;05:23:00;30.38;3.25;337.8529;NaN;1.52;2.004;NaN;9;0.105;1;NaN;9;1.325;1;NaN;9;0.515;1;NaN;9;1.925;1;0;2.57;0.69
18TL04021_704;591;47.16783;-63.7495;275812;50.07;17-jun-04;05:23:00;30.97;-0.93;297.39094;281.8046;0.375;0.59;NaN;9;0.135;1;NaN;9;5.895;1;NaN;9;1.18;1;NaN;9;10.385;1;6;5.00;0.57
18TL04021_705;611;46.50367;-63.25367;275820;0.99;17-jun-04;10:40:00;29.4;10.77;304.04528;301.9016;1.325;2.395;NaN;9;0.06;1;NaN;9;0.025;1;NaN;9;0.19;1;NaN;9;2.245;1;6;0.13;0.01
18TL04021_705;611;46.50367;-63.25367;275819;4.96;17-jun-04;10:40:00;29.4;10.73;303.2414;NaN;1.135;3.394;NaN;9;0.06;1;NaN;9;0.04;1;NaN;9;0.22;1;NaN;9;2.155;1;0;0.18;0.02
18TL04021_705;611;46.50367;-63.25367;275818;15.07;17-jun-04;10:40:00;29.41;10.43;301.72296;NaN;1.395;4.379;NaN;9;0.035;1;NaN;9;0.01;1;NaN;9;0.195;1;NaN;9;2.385;1;0;0.05;0.00
18TL04021_705;611;46.50367;-63.25367;275817;20.83;17-jun-04;10:40:00;29.44;10.3;298.01618;295.8725;1.405;4.204;NaN;9;0.055;1;NaN;9;0.06;1;NaN;9;0.255;1;NaN;9;2.195;1;6;0.24;0.03
18TL04021_706;631;47.17067;-63.25217;275826;1.79;17-jun-04;14:57:00;29.75;9.93;313.60252;312.1734;0.665;0.635;NaN;9;0.06;1;NaN;9;0.05;1;NaN;9;0.27;1;NaN;9;0.77333;1;6;0.19;0.06
18TL04021_706;631;47.17067;-63.25217;275825;4.86;17-jun-04;14:57:00;29.81;9.86;313.5132;NaN;0.625;0.799;NaN;9;0.08333;1;NaN;9;0.14;1;NaN;9;0.3;1;NaN;9;1.03;1;0;0.47;0.14
18TL04021_706;631;47.17067;-63.25217;275824;15.27;17-jun-04;14:57:00;30.1;8.89;316.32678;NaN;0.955;3.65;NaN;9;0.04;1;NaN;9;0.12;1;NaN;9;0.28;1;NaN;9;1.155;1;0;0.43;0.10
18TL04021_706;631;47.17067;-63.25217;275823;24.69;17-jun-04;14:57:00;30.48;2.91;341.38104;NaN;0.565;2.523;NaN;9;0.165;1;NaN;9;0.86;1;NaN;9;0.5;1;NaN;9;1.14;1;0;1.72;0.75
18TL04021_706;631;47.17067;-63.25217;275822;50.17;17-jun-04;14:57:00;31.13;-1.12;299.31132;NaN;0.17;0.539;NaN;9;0.175;1;NaN;9;8.17;1;NaN;9;1.21;1;NaN;9;7.765;1;0;6.75;1.05
18TL04021_706;631;47.17067;-63.25217;275821;61.18;17-jun-04;14:57:00;31.15;-1.21;286.09196;296.989;0.24;0.614;NaN;9;0.175;1;NaN;9;8.69;1;NaN;9;1.275;1;NaN;9;9.05333;1;6;6.82;0.96
18TL04021_707;651;47.16783;-62.74683;275832;1.59;17-jun-04;19:54:00;30.1;8.76;322.84714;322.4452;0.52;0.85;NaN;9;0.07;1;NaN;9;0.095;1;NaN;9;0.265;1;NaN;9;1;1;6;0.36;0.10
18TL04021_707;651;47.16783;-62.74683;275831;4.86;17-jun-04;19:54:00;30.1;8.7;323.38306;NaN;0.545;1.017;NaN;9;0.105;1;NaN;9;0.255;1;NaN;9;0.345;1;NaN;9;0.71333;1;0;0.74;0.36
18TL04021_707;651;47.16783;-62.74683;275830;14.87;17-jun-04;19:54:00;30.45;6.84;342.63152;NaN;0.715;2.413;NaN;9;0.08;1;NaN;9;0.08;1;NaN;9;0.27;1;NaN;9;0.60333;1;0;0.30;0.13
18TL04021_707;651;47.16783;-62.74683;275829;24.99;17-jun-04;19:54:00;30.72;1.96;352.76934;NaN;0.475;1.494;NaN;9;0.06;1;NaN;9;0.925;1;NaN;9;0.495;1;NaN;9;1.585;1;0;1.87;0.58
18TL04021_707;651;47.16783;-62.74683;275828;50.07;17-jun-04;19:54:00;31.52;-1.04;260.3678;NaN;0.36;0.519;NaN;9;0.095;1;NaN;9;6.64;1;NaN;9;1.375;1;NaN;9;7.97;1;0;4.83;0.83
18TL04021_707;651;47.16783;-62.74683;275827;60.38;17-jun-04;19:54:00;31.71;-1.24;257.77752;268.1833;0.34;0.545;NaN;9;0.105;1;NaN;9;6.875;1;NaN;9;1.39;1;NaN;9;12.04;1;6;4.95;0.57
18TL04021_708;671;46.504;-62.74917;275836;0.89;18-jun-04;00:12:00;29.36;10.74;317.57726;316.8627;1.23;3.701;NaN;9;0.03;1;NaN;9;0.01;1;NaN;9;0.185;1;NaN;9;1.385;1;6;0.05;0.01
18TL04021_708;671;46.504;-62.74917;275835;5.06;18-jun-04;00:12:00;29.35;11.05;317.39862;NaN;1.075;3.704;NaN;9;0.11;1;NaN;9;0.105;1;NaN;9;0.17;1;NaN;9;1.335;1;0;0.62;0.08
18TL04021_708;671;46.504;-62.74917;275834;14.97;18-jun-04;00:12:00;29.37;10;318.91706;NaN;1.285;4.916;NaN;9;0.085;1;NaN;9;0.05;1;NaN;9;0.17;1;NaN;9;1.3;1;0;0.29;0.04
18TL04021_708;671;46.504;-62.74917;275833;25.59;18-jun-04;00:12:00;29.69;7.87;320.34618;319.9889;0.915;4.586;NaN;9;0.05;1;NaN;9;0.09;1;NaN;9;0.205;1;NaN;9;0.83;1;6;0.44;0.11
18TL04021_709;691;46.832;-62.25033;275842;1.79;18-jun-04;04:29:00;30.52;9.72;316.05882;317.3093;0.36;1.423;NaN;9;0.03;1;NaN;9;0.03;1;NaN;9;0.3;1;NaN;9;1.055;1;6;0.10;0.03
18TL04021_709;691;46.832;-62.25033;275841;5.85;18-jun-04;04:29:00;30.52;9.69;316.95202;NaN;0.33;1.452;NaN;9;0.025;1;NaN;9;0.015;1;NaN;9;0.3;1;NaN;9;0.995;1;0;0.05;0.02
18TL04021_709;691;46.832;-62.25033;275840;15.17;18-jun-04;04:29:00;30.63;7.33;327.93838;NaN;0.59;2.664;NaN;9;0.025;1;NaN;9;0;1;NaN;9;0.33;1;NaN;9;0.66;1;0;0.00;0.00
18TL04021_709;691;46.832;-62.25033;275839;24.89;18-jun-04;04:29:00;30.79;4.94;342.05094;NaN;0.555;2.65;NaN;9;0.04;1;NaN;9;0.185;1;NaN;9;0.41;1;NaN;9;0.815;1;0;0.45;0.23
18TL04021_709;691;46.832;-62.25033;275838;50.27;18-jun-04;04:29:00;31.34;-1.06;291.71912;NaN;0.175;0.575;NaN;9;0.12;1;NaN;9;6.675;1;NaN;9;1.195;1;NaN;9;8.42;1;0;5.59;0.79
18TL04021_709;691;46.832;-62.25033;275837;57.11;18-jun-04;04:29:00;31.37;-1.12;286.13662;299.222;0.21;0.525;NaN;9;0.13;1;NaN;9;6.545;1;NaN;9;1.17;1;NaN;9;8.995;1;6;5.59;0.73
18TL04021_710;711;46.83767;-61.74067;275848;0.89;18-jun-04;09:37:00;30.63;9.38;312.1734;316.1928;0.585;1.431;NaN;9;0.06;1;NaN;9;0.02;1;NaN;9;0.375;1;NaN;9;1.065;1;6;0.05;0.02
18TL04021_710;711;46.83767;-61.74067;275847;4.66;18-jun-04;09:37:00;30.66;9.25;309.53846;NaN;0.51;2.039;NaN;9;0.045;1;NaN;9;0.02;1;NaN;9;0.33;1;NaN;9;1.345;1;0;0.06;0.01
18TL04021_710;711;46.83767;-61.74067;275846;15.37;18-jun-04;09:37:00;30.87;4.34;344.86452;NaN;0.885;4.344;NaN;9;0.055;1;NaN;9;0.235;1;NaN;9;0.43;1;NaN;9;1.355;1;0;0.55;0.17
18TL04021_710;711;46.83767;-61.74067;275845;25.49;18-jun-04;09:37:00;30.86;0.64;330.79662;NaN;0.31;1.258;NaN;9;0.145;1;NaN;9;3.22;1;NaN;9;0.795;1;NaN;9;4.42;1;0;4.05;0.73
18TL04021_710;711;46.83767;-61.74067;275844;50.37;18-jun-04;09:37:00;31.34;-0.65;310.74428;NaN;0.15;0.615;NaN;9;0.175;1;NaN;9;5.695;1;NaN;9;1.06;1;NaN;9;7.165;1;0;5.37;0.79
18TL04021_710;711;46.83767;-61.74067;275843;60.49;18-jun-04;09:37:00;31.36;-0.68;305.4744;298.7754;0.16;0.541;NaN;9;0.165;1;NaN;9;5.78;1;NaN;9;1.04;1;NaN;9;7.71;1;6;5.56;0.75
18TL04021_711;731;46.17183;-62.24867;275852;2.08;18-jun-04;14:42:00;29.95;11.35;310.6103;306.5909;0.455;0.644;NaN;9;0.05;1;NaN;9;0.025;1;NaN;9;0.22;1;NaN;9;1.83;1;6;0.11;0.01
18TL04021_711;731;46.17183;-62.24867;275851;4.86;18-jun-04;14:42:00;30;10.61;311.14622;NaN;0.505;0.963;NaN;9;0.055;1;NaN;9;0.025;1;NaN;9;0.23;1;NaN;9;1.495;1;0;0.11;0.02
18TL04021_711;731;46.17183;-62.24867;275850;14.88;18-jun-04;14:42:00;30.04;8.64;311.68214;NaN;0.95;3.997;NaN;9;0.065;1;NaN;9;0.11;1;NaN;9;0.275;1;NaN;9;1.4;1;0;0.40;0.08
18TL04021_711;731;46.17183;-62.24867;275849;20.43;18-jun-04;14:42:00;30.15;7.27;310.25302;309.4938;0.525;2.02;NaN;9;0.06;1;NaN;9;0.195;1;NaN;9;0.33;1;NaN;9;2.37;1;6;0.59;0.08
18TL04021_712;761;45.8345;-61.77083;275857;1.19;18-jun-04;22:04:00;29.29;11.89;298.59676;300.3385;0.43;1.019;NaN;9;0.065;1;NaN;9;0.035;1;NaN;9;0.17;1;NaN;9;1.36;1;6;0.21;0.03
18TL04021_712;761;45.8345;-61.77083;275856;4.96;18-jun-04;22:04:00;29.29;11.76;299.84724;NaN;0.38;1.015;NaN;9;0.035;1;NaN;9;0.015;1;NaN;9;0.175;1;NaN;9;0.95667;1;0;0.09;0.02
18TL04021_712;761;45.8345;-61.77083;275855;14.98;18-jun-04;22:04:00;29.32;7.9;316.77338;NaN;0.63;1.711;NaN;9;0.03;1;NaN;9;0.04333;1;NaN;9;0.2;1;NaN;9;0.965;1;0;0.22;0.04
18TL04021_712;761;45.8345;-61.77083;275854;24.79;18-jun-04;22:04:00;29.61;5.37;321.37336;NaN;0.615;1.553;NaN;9;0.105;1;NaN;9;0.31;1;NaN;9;0.4;1;NaN;9;1.55;1;0;0.77;0.20
18TL04021_712;761;45.8345;-61.77083;275853;30.15;18-jun-04;22:04:00;29.94;3.81;309.40448;313.0666;0.47;0.994;NaN;9;0.115;1;NaN;9;1;1;NaN;9;0.485;1;NaN;9;2.965;1;6;2.06;0.34
18TL04021_713;771;46.50683;-61.24733;275863;1.98;19-jun-04;02:13:00;29.75;11.31;310.43166;309.7171;0.49;1.991;NaN;9;0.15;1;NaN;9;0.135;1;NaN;9;0.185;1;NaN;9;0.975;1;6;0.73;0.14
18TL04021_713;771;46.50683;-61.24733;275862;4.96;19-jun-04;02:13:00;29.83;10.9;311.01224;NaN;0.435;1.972;NaN;9;0.12;1;NaN;9;0.23;1;NaN;9;0.14;1;NaN;9;0.79667;1;0;1.64;0.29
18TL04021_713;771;46.50683;-61.24733;275861;14.97;19-jun-04;02:13:00;30.06;9.31;313.9598;NaN;0.46;2.258;NaN;9;0.07;1;NaN;9;0.05333;1;NaN;9;0.21333;1;NaN;9;0.835;1;0;0.25;0.06
18TL04021_713;771;46.50683;-61.24733;275860;24.99;19-jun-04;02:13:00;30;6.71;319.36366;NaN;0.53;2.083;NaN;9;0.11;1;NaN;9;0.21;1;NaN;9;0.24667;1;NaN;9;1.27;1;0;0.85;0.17
18TL04021_713;771;46.50683;-61.24733;275859;49.78;19-jun-04;02:13:00;31;-0.2;300.07054;NaN;0.17;0.683;NaN;9;0.285;1;NaN;9;5.455;1;NaN;9;0.965;1;NaN;9;7.015;1;0;5.65;0.78
18TL04021_713;771;46.50683;-61.24733;275858;55.33;19-jun-04;02:13:00;31.01;-0.21;298.06084;308.6006;0.195;0.666;NaN;9;0.195;1;NaN;9;4.365;1;NaN;9;0.825;1;NaN;9;5.615;1;6;5.29;0.78
18TL04021_714;791;47.1735;-61.24783;275868;1.98;19-jun-04;07:21:00;31.04;8.88;323.20442;323.785;0.33;1.67;NaN;9;0.035;1;NaN;9;0.03;1;NaN;9;0.33;1;NaN;9;0.315;1;6;0.09;0.10
18TL04021_714;791;47.1735;-61.24783;275867;5.26;19-jun-04;07:21:00;31.07;8.15;322.40054;NaN;0.315;1.356;NaN;9;0.09;1;NaN;9;0.085;1;NaN;9;0.39;1;NaN;9;0.62;1;0;0.22;0.14
18TL04021_714;791;47.1735;-61.24783;275866;14.87;19-jun-04;07:21:00;31.19;5.9;330.2607;NaN;0.76;2.061;NaN;9;0.065;1;NaN;9;0.1;1;NaN;9;0.435;1;NaN;9;0.795;1;0;0.23;0.13
18TL04021_714;791;47.1735;-61.24783;275865;24.89;19-jun-04;07:21:00;31.47;4.23;339.28202;NaN;1.005;2.758;NaN;9;0.075;1;NaN;9;0.61;1;NaN;9;0.52;1;NaN;9;1.27;1;0;1.17;0.48
18TL04021_714;791;47.1735;-61.24783;275864;45.12;19-jun-04;07:21:00;31.73;1.07;322.80248;331.3772;0.45;1.248;NaN;9;0.175;1;NaN;9;2.985;1;NaN;9;0.8;1;NaN;9;6.37;1;6;3.73;0.47
18TL04021_715;811;47.498;-60.743;275873;1.29;19-jun-04;11:51:00;31.11;7.67;322.98112;324.9015;0.35;0.527;NaN;9;0.04;1;NaN;9;0.03;1;NaN;9;0.4;1;NaN;9;0.59667;1;6;0.07;0.05
18TL04021_715;811;47.498;-60.743;275872;5.55;19-jun-04;11:51:00;31.11;7.53;323.20442;NaN;0.39;0.769;NaN;9;0.04;1;NaN;9;0.03;1;NaN;9;0.425;1;NaN;9;0.45;1;0;0.07;0.07
18TL04021_715;811;47.498;-60.743;275871;15.47;19-jun-04;11:51:00;31.33;6.12;330.97526;NaN;NaN;0.976;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18TL04021_715;811;47.498;-60.743;275870;25.09;19-jun-04;11:51:00;31.51;4.51;339.6393;NaN;0.715;2.468;NaN;9;0.07;1;NaN;9;0.205;1;NaN;9;0.475;1;NaN;9;0.71333;1;0;0.43;0.29
18TL04021_715;811;47.498;-60.743;275869;50.07;19-jun-04;11:51:00;31.83;1.57;340.44318;349.2412;0.425;1.793;NaN;9;0.08;1;NaN;9;1.535;1;NaN;9;0.66;1;NaN;9;2.49;1;6;2.33;0.62
18TL04021_716;831;47.7975;-61.222;275877;2.28;19-jun-04;16:29:00;30.6;7.46;281.22402;336.7364;0.51;1.369;NaN;9;0.035;1;NaN;9;0.065;1;NaN;9;0.35;1;NaN;9;0.73;1;6;0.19;0.09
18TL04021_716;831;47.7975;-61.222;275876;4.66;19-jun-04;16:29:00;30.66;7.2;305.96566;NaN;0.435;1.505;NaN;9;0.055;1;NaN;9;0.09;1;NaN;9;0.365;1;NaN;9;0.925;1;0;0.25;0.10
18TL04021_716;831;47.7975;-61.222;275875;15.27;19-jun-04;16:29:00;30.71;6.69;311.9501;NaN;0.425;1.964;NaN;9;0.07;1;NaN;9;0.25;1;NaN;9;0.385;1;NaN;9;1.06667;1;0;0.65;0.23
18TL04021_716;831;47.7975;-61.222;275874;24.89;19-jun-04;16:29:00;30.95;5.09;319.319;332.0471;0.465;1.82;NaN;9;0.095;1;NaN;9;0.67;1;NaN;9;0.54;1;NaN;9;1.385;1;6;1.24;0.48
18TL04021_717;891;47.83317;-61.75133;275894;1.98;20-jun-04;06:47:00;29.82;8.45;324.49956;323.5617;NaN;1.717;NaN;9;0.035;1;NaN;9;0.035;1;NaN;9;0.235;1;NaN;9;0.615;1;6;0.15;0.06
18TL04021_717;891;47.83317;-61.75133;275893;5.06;20-jun-04;06:47:00;30.17;7.61;328.78692;NaN;0.54;1.735;NaN;9;0.055;1;NaN;9;0.065;1;NaN;9;0.29;1;NaN;9;0.585;1;0;0.22;0.11
18TL04021_717;891;47.83317;-61.75133;275892;14.97;20-jun-04;06:47:00;30.55;6.24;343.70336;NaN;0.555;2.152;NaN;9;0.1;1;NaN;9;0.38;1;NaN;9;0.375;1;NaN;9;0.79;1;0;1.01;0.48
18TL04021_717;891;47.83317;-61.75133;275891;24.99;20-jun-04;06:47:00;30.81;4.92;347.41014;NaN;0.765;2.541;NaN;9;0.085;1;NaN;9;0.625;1;NaN;9;0.485;1;NaN;9;0.9;1;0;1.29;0.69
18TL04021_717;891;47.83317;-61.75133;275890;50.47;20-jun-04;06:47:00;31.57;-0.4;NaN;309.4938;0.665;0.864;NaN;9;0.165;1;NaN;9;7.105;1;NaN;9;1.2;1;NaN;9;10.145;1;6;5.92;0.70
18TL04021_718;911;47.497;-62.25067;275899;0.69;20-jun-04;10:39:00;29.94;8.83;320.30152;319.319;0.715;2.146;NaN;9;0.03;1;NaN;9;0;1;NaN;9;0.29;1;NaN;9;0.41;1;6;0.00;0.00
18TL04021_718;911;47.497;-62.25067;275898;4.76;20-jun-04;10:39:00;29.94;8.75;320.2122;NaN;0.68;2.113;NaN;9;0.03;1;NaN;9;0.015;1;NaN;9;0.25;1;NaN;9;0.48;1;0;0.06;0.03
18TL04021_718;911;47.497;-62.25067;275897;15.07;20-jun-04;10:39:00;30.55;5.9;336.87038;NaN;0.63;2.519;NaN;9;0.03;1;NaN;9;0.05;1;NaN;9;0.38;1;NaN;9;0.605;1;0;0.13;0.08
18TL04021_718;911;47.497;-62.25067;275896;24.59;20-jun-04;10:39:00;31.02;4.22;342.67618;NaN;0.735;2.185;NaN;9;0.04;1;NaN;9;0.145;1;NaN;9;0.44;1;NaN;9;0.95;1;0;0.33;0.15
18TL04021_718;911;47.497;-62.25067;275895;50.27;20-jun-04;10:39:00;31.52;-0.91;283.591;292.9696;0.385;0.636;NaN;9;0.125;1;NaN;9;7.35;1;NaN;9;1.275;1;NaN;9;9.36;1;6;5.76;0.79
18TL04021_719;971;47.8335;-62.74967;275917;1.39;20-jun-04;23:09:00;29.44;9.28;315.43358;318.2025;0.97;3.667;NaN;9;0.045;1;NaN;9;0.04;1;NaN;9;0.175;1;NaN;9;0.76;1;6;0.23;0.05
18TL04021_719;971;47.8335;-62.74967;275916;5.26;20-jun-04;23:09:00;29.5;8.96;315.47824;NaN;0.915;3.628;NaN;9;0.09333;1;NaN;9;0.11667;1;NaN;9;0.18667;1;NaN;9;0.565;1;0;0.63;0.21
18TL04021_719;971;47.8335;-62.74967;275915;15.27;20-jun-04;23:09:00;30.15;5.98;330.75196;NaN;0.57;2.502;NaN;9;0.10667;1;NaN;9;0.17333;1;NaN;9;0.29333;1;NaN;9;0.465;1;0;0.59;0.37
18TL04021_719;971;47.8335;-62.74967;275914;25.19;20-jun-04;23:09:00;30.27;1.99;344.73054;NaN;0.665;1.741;NaN;9;0.185;1;NaN;9;3.5;1;NaN;9;0.655;1;NaN;9;4.02333;1;0;5.34;0.87
18TL04021_719;971;47.8335;-62.74967;275913;50.57;20-jun-04;23:09:00;31.19;-1.25;303.15208;NaN;0.385;0.424;NaN;9;0.27;1;NaN;9;7.595;1;NaN;9;1.11;1;NaN;9;6.92;1;0;6.84;1.10
18TL04021_719;971;47.8335;-62.74967;275912;65.73;20-jun-04;23:09:00;31.45;-1.05;279.39296;292.0764;NaN;0.473;NaN;9;0.13;1;NaN;9;6.285;1;NaN;9;1.085;1;NaN;9;9.64;1;6;5.79;0.65
18TL04021_685;1071;47.93083;-65.24717;275945;0.79;21-jun-04;23:57:00;27.81;9.47;321.68598;322.6685;1.23;3.25;NaN;9;0.05;1;NaN;9;0.245;1;NaN;9;0.13;1;NaN;9;1.625;1;6;1.88;0.15
18TL04021_685;1071;47.93083;-65.24717;275944;4.96;21-jun-04;23:57:00;27.81;9.47;321.73064;NaN;1.255;3.228;NaN;9;0.055;1;NaN;9;0.25;1;NaN;9;0.13;1;NaN;9;1.665;1;0;1.92;0.15
18TL04021_685;1071;47.93083;-65.24717;275943;15.27;21-jun-04;23:57:00;28.54;5.75;334.99466;NaN;0.69;1.277;NaN;9;0.11;1;NaN;9;1.46;1;NaN;9;0.335;1;NaN;9;2.295;1;0;4.36;0.64
18TL04021_685;1071;47.93083;-65.24717;275942;24.89;21-jun-04;23:57:00;29.37;3.3;326.41994;NaN;0.57;1.169;NaN;9;0.22;1;NaN;9;3.335;1;NaN;9;0.72;1;NaN;9;5.345;1;0;4.63;0.62
18TL04021_685;1071;47.93083;-65.24717;275941;49.67;21-jun-04;23:57:00;30.75;-0.09;298.3288;NaN;0.405;0.582;NaN;9;0.32;1;NaN;9;8.53;1;NaN;9;1.29;1;NaN;9;14.685;1;0;6.61;0.58
18TL04021_685;1071;47.93083;-65.24717;275940;69.8;21-jun-04;23:57:00;31.5;-0.65;273.67648;283.8143;NaN;0.636;NaN;9;0.19;1;NaN;9;10.82;1;NaN;9;1.45;1;NaN;9;22.165;1;6;7.46;0.49
