CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
18TL04021_689;391;47.1015;-59.99083;275737;1.49;15-jun-04;09:24:00;31.66;5.26;307.75206;334.0568;0.445;1.568;0.05;1;NaN;9;0.455;1;NaN;9;0.465;1;NaN;9;0.99;1;NaN;9;6;0.98;0.46
18TL04021_689;391;47.1015;-59.99083;275736;5.06;15-jun-04;09:24:00;31.66;5.31;311.41418;NaN;0.445;1.548;0.03;1;NaN;9;0.41;1;NaN;9;0.475;1;NaN;9;0.87;1;NaN;9;0;0.86;0.47
18TL04021_689;391;47.1015;-59.99083;275735;14.68;15-jun-04;09:24:00;31.65;4.88;317.13066;NaN;0.365;1.571;0.085;1;NaN;9;6.955;2;NaN;9;0.9;1;NaN;9;5.735;1;NaN;9;2048;7.73;1.21
18TL04021_689;391;47.1015;-59.99083;275734;24.99;15-jun-04;09:24:00;31.82;3.35;331.10924;NaN;0.37;1.723;0.04;1;NaN;9;0.415;1;NaN;9;0.48;1;NaN;9;0.58;1;NaN;9;0;0.86;0.72
18TL04021_689;391;47.1015;-59.99083;275733;49.58;15-jun-04;09:24:00;32.22;0.81;324.81218;NaN;0.345;1.02;0.085;1;NaN;9;2.65;1;NaN;9;0.705;1;NaN;9;2.02;1;NaN;9;0;3.76;1.31
18TL04021_689;391;47.1015;-59.99083;275732;100.73;15-jun-04;09:24:00;32.63;0.63;295.91716;NaN;0.135;0.383;0.14;1;NaN;9;6.41;1;NaN;9;0.925;1;NaN;9;5.44;1;NaN;9;0;6.93;1.18
18TL04021_689;391;47.1015;-59.99083;275731;200.03;15-jun-04;09:24:00;34.13;4.85;161.31192;NaN;NaN;0.305;0.045;1;NaN;9;17.13;1;NaN;9;1.475;1;NaN;9;19.86;1;NaN;9;0;11.61;0.86
18TL04021_689;391;47.1015;-59.99083;275730;300.36;15-jun-04;09:24:00;34.72;5.71;141.66152;NaN;NaN;0.292;0.06;1;NaN;9;22.42;1;NaN;9;1.66;1;NaN;9;25.785;1;NaN;9;0;13.51;0.87
18TL04021_689;391;47.1015;-59.99083;275729;324.42;15-jun-04;09:24:00;34.8;5.51;147.46732;156.0867;NaN;0.291;0.03;1;NaN;9;22.475;1;NaN;9;1.67;1;NaN;9;28.875;1;NaN;9;6;13.46;0.78
18TL04021_690;401;47.02283;-60.115;275744;0.89;15-jun-04;11:26:00;30.24;6.04;295.4259;NaN;NaN;1.51;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18TL04021_690;401;47.02283;-60.115;275743;4.66;15-jun-04;11:26:00;30.25;6.03;302.7948;NaN;0.715;1.951;0.05;1;NaN;9;0.555;1;NaN;9;0.345;1;NaN;9;1.59;1;NaN;9;0;1.61;0.35
18TL04021_690;401;47.02283;-60.115;275742;14.38;15-jun-04;11:26:00;31.31;5.34;315.79086;NaN;0.68;3.068;0.03;1;NaN;9;0.175;1;NaN;9;0.41;1;NaN;9;1.115;1;NaN;9;0;0.43;0.16
18TL04021_690;401;47.02283;-60.115;275741;25.29;15-jun-04;11:26:00;31.62;5.2;318.82774;NaN;0.635;2.643;0.05;1;NaN;9;0.295;1;NaN;9;0.42;1;NaN;9;0.875;1;NaN;9;0;0.70;0.34
18TL04021_690;401;47.02283;-60.115;275740;51.17;15-jun-04;11:26:00;31.74;3.4;321.59666;NaN;0.34;1.489;0.055;1;NaN;9;0.925;1;NaN;9;0.565;1;NaN;9;1.565;1;NaN;9;0;1.64;0.59
18TL04021_690;401;47.02283;-60.115;275739;100.63;15-jun-04;11:26:00;32.38;0.78;295.11328;NaN;0.465;0.938;0.13;1;NaN;9;4.46;1;NaN;9;0.855;1;NaN;9;3.03;1;NaN;9;0;5.22;1.47
18TL04021_690;401;47.02283;-60.115;275738;175.16;15-jun-04;11:26:00;33.93;4.26;171.62838;183.3293;NaN;0.326;0.105;1;NaN;9;15.985;1;NaN;9;1.445;1;NaN;9;20.905;1;NaN;9;6;11.06;0.76
18TL04021_691;411;46.95867;-60.2165;275750;1.59;15-jun-04;12:45:00;30.1;6.83;282.11722;323.785;1.48;2.393;0.05;1;NaN;9;0.335;1;NaN;9;0.26;1;NaN;9;1.215;1;NaN;9;6;1.29;0.28
18TL04021_691;411;46.95867;-60.2165;275749;4.66;15-jun-04;12:45:00;30.1;6.81;292.21038;NaN;1.41;2.933;0.06;1;NaN;9;0.365;1;NaN;9;0.305;1;NaN;9;1.265;1;NaN;9;0;1.20;0.29
18TL04021_691;411;46.95867;-60.2165;275748;14.97;15-jun-04;12:45:00;30.16;6.34;301.94626;NaN;0.735;2.224;0.07;1;NaN;9;0.425;1;NaN;9;0.295;1;NaN;9;1.305;1;NaN;9;0;1.44;0.33
18TL04021_691;411;46.95867;-60.2165;275747;25.19;15-jun-04;12:45:00;30.39;5.54;310.25302;NaN;0.345;1.694;0.065;1;NaN;9;0.55;1;NaN;9;0.365;1;NaN;9;1.375;1;NaN;9;0;1.51;0.40
18TL04021_691;411;46.95867;-60.2165;275746;50.27;15-jun-04;12:45:00;31.09;1.38;311.19088;NaN;0.205;1.058;0.08;1;NaN;9;1.925;1;NaN;9;0.6;1;NaN;9;2.26;1;NaN;9;0;3.21;0.85
18TL04021_691;411;46.95867;-60.2165;275745;75.75;15-jun-04;12:45:00;31.63;0.19;291.54048;313.7365;0.115;0.521;0.13;1;NaN;9;4.035;1;NaN;9;0.815;1;NaN;9;8.02;1;NaN;9;6;4.95;0.50
18TL04021_692;421;46.74717;-60.99867;275756;1.39;15-jun-04;17:08:00;30.47;8.36;298.7754;317.086;0.48;0.731;0.02;1;NaN;9;0.135;1;NaN;9;0.295;1;NaN;9;1.145;1;NaN;9;6;0.46;0.12
18TL04021_692;421;46.74717;-60.99867;275755;4.86;15-jun-04;17:08:00;30.47;8.35;301.76762;NaN;0.535;0.771;0.025;1;NaN;9;0.115;1;NaN;9;0.28;1;NaN;9;0.995;1;NaN;9;0;0.41;0.12
18TL04021_692;421;46.74717;-60.99867;275754;14.88;15-jun-04;17:08:00;30.44;8.05;229.50774;NaN;0.575;2.435;0.02;1;NaN;9;0.185;1;NaN;9;0.33;1;NaN;9;1.46;1;NaN;9;0;0.56;0.13
18TL04021_692;421;46.74717;-60.99867;275753;24.79;15-jun-04;17:08:00;30.34;7.42;293.4162;NaN;0.535;2.218;0.035;1;NaN;9;0.335;1;NaN;9;0.33;1;NaN;9;1.46;1;NaN;9;0;1.02;0.23
18TL04021_692;421;46.74717;-60.99867;275752;49.88;15-jun-04;17:08:00;30.93;0.05;299.57928;NaN;0.16;0.78;0.185;1;NaN;9;4.68;1;NaN;9;0.855;1;NaN;9;6.09;1;NaN;9;0;5.47;0.77
18TL04021_692;421;46.74717;-60.99867;275751;61.97;15-jun-04;17:08:00;31.72;0.05;288.36962;312.3967;0.125;0.421;0.19;1;NaN;9;5.725;1;NaN;9;0.975;1;NaN;9;8.64;1;NaN;9;6;5.87;0.66
18TL04021_693;431;46.83167;-61.25117;275762;2.18;15-jun-04;19:10:00;30.87;7.19;289.03952;324.6782;0.885;1.343;0.04;1;NaN;9;0.31;1;NaN;9;0.37;1;NaN;9;1.425;1;NaN;9;6;0.84;0.22
18TL04021_693;431;46.83167;-61.25117;275761;5.06;15-jun-04;19:10:00;30.87;7.17;291.67446;NaN;1.015;1.694;0.03;1;NaN;9;0.225;1;NaN;9;0.35;1;NaN;9;1.23;1;NaN;9;0;0.64;0.18
18TL04021_693;431;46.83167;-61.25117;275760;14.88;15-jun-04;19:10:00;30.87;7.04;303.37538;NaN;0.495;1.84;0.04;1;NaN;9;0.355;1;NaN;9;0.375;1;NaN;9;1.375;1;NaN;9;0;0.95;0.26
18TL04021_693;431;46.83167;-61.25117;275759;24.59;15-jun-04;19:10:00;31;1.74;316.1928;NaN;0.485;2.507;0.075;1;NaN;9;1.57;1;NaN;9;0.55;1;NaN;9;2.65;1;NaN;9;0;2.85;0.59
18TL04021_693;431;46.83167;-61.25117;275758;50.08;15-jun-04;19:10:00;31.74;0.1;282.51916;310.387;0.175;0.517;0.18;1;NaN;9;5.14;1;NaN;9;0.955;1;NaN;9;8.72;1;NaN;9;6;5.38;0.59
18TL04021_694;441;46.90267;-61.4995;275767;1.59;15-jun-04;20:39:00;30.97;7.05;268.4066;327.1345;1.3;2.554;0.035;1;NaN;9;0.47;1;NaN;9;0.37;1;NaN;9;2.005;1;NaN;9;6;1.27;0.23
18TL04021_694;441;46.90267;-61.4995;275766;5.16;15-jun-04;20:39:00;30.98;7.02;294.04144;NaN;1.105;2.843;0.03;1;NaN;9;0.245;1;NaN;9;0.37;1;NaN;9;1.705;1;NaN;9;0;0.66;0.14
18TL04021_694;441;46.90267;-61.4995;275765;14.88;15-jun-04;20:39:00;30.97;6.97;304.93848;NaN;1.135;3.175;0.03;1;NaN;9;0.275;1;NaN;9;0.395;1;NaN;9;2.21;1;NaN;9;0;0.70;0.12
18TL04021_694;441;46.90267;-61.4995;275764;25.49;15-jun-04;20:39:00;31.2;1.27;299.84724;NaN;0.265;1.376;0.085;1;NaN;9;1.845;1;NaN;9;0.63;1;NaN;9;2.855;1;NaN;9;0;2.93;0.65
18TL04021_694;441;46.90267;-61.4995;275763;50.17;15-jun-04;20:39:00;31.63;0.08;282.42984;310.1637;0.23;0.674;0.195;1;NaN;9;4.32;1;NaN;9;0.915;1;NaN;9;8.675;1;NaN;9;6;4.72;0.50
18TL04021_695;451;47.0005;-61.75017;275772;1.19;15-jun-04;22:08:00;31.06;7.47;263.53866;324.9015;0.845;3.882;0.025;1;NaN;9;0.375;1;NaN;9;0.38;1;NaN;9;2.34;1;NaN;9;6;0.99;0.16
18TL04021_695;451;47.0005;-61.75017;275771;5.06;15-jun-04;22:08:00;31.06;7.48;290.24534;NaN;0.75;3.582;0.045;1;NaN;9;0.2;1;NaN;9;0.34;1;NaN;9;1.92;1;NaN;9;0;0.59;0.10
18TL04021_695;451;47.0005;-61.75017;275770;15.17;15-jun-04;22:08:00;31.13;6.56;303.9113;NaN;0.815;3.776;0.025;1;NaN;9;0.155;1;NaN;9;0.38;1;NaN;9;2.13;1;NaN;9;0;0.41;0.07
18TL04021_695;451;47.0005;-61.75017;275769;25.39;15-jun-04;22:08:00;31.27;3.48;275.68618;NaN;0.81;3.113;0.055;1;NaN;9;0.975;1;NaN;9;0.995;1;NaN;9;4.79;1;NaN;9;0;0.98;0.20
18TL04021_695;451;47.0005;-61.75017;275768;35.3;15-jun-04;22:08:00;31.3;3.6;276.57938;303.688;0.605;2.36;0.05;1;NaN;9;0.945;1;NaN;9;1.245;1;NaN;9;4.815;1;NaN;9;6;0.76;0.20
18TL04021_696;461;47.1695;-62.24967;275777;1.09;16-jun-04;00:36:00;30.96;7.72;310.65496;327.3578;0.615;2.682;0.025;1;NaN;9;0.13;1;NaN;9;0.255;1;NaN;9;1.515;1;NaN;9;6;0.51;0.09
18TL04021_696;461;47.1695;-62.24967;275776;4.56;16-jun-04;00:36:00;30.99;7.69;310.65496;NaN;0.595;2.382;0.015;1;NaN;9;0.09;1;NaN;9;0.36;1;NaN;9;1.15;1;NaN;9;0;0.25;0.08
18TL04021_696;461;47.1695;-62.24967;275775;15.17;16-jun-04;00:36:00;31.04;5.77;318.06852;NaN;0.825;3.743;0.035;1;NaN;9;0.35;1;NaN;9;0.405;1;NaN;9;1.845;1;NaN;9;0;0.86;0.19
18TL04021_696;461;47.1695;-62.24967;275774;25.09;16-jun-04;00:36:00;31.17;2.97;302.88412;NaN;0.535;2.436;0.06;1;NaN;9;1.46;1;NaN;9;0.48;1;NaN;9;3.67;1;NaN;9;0;3.04;0.40
18TL04021_696;461;47.1695;-62.24967;275773;35.4;16-jun-04;00:36:00;31.17;2.93;299.31132;320.8821;0.605;2.414;0.065;1;NaN;9;1.52;1;NaN;9;0.55;1;NaN;9;4.875;1;NaN;9;6;2.76;0.31
18TL04021_697;471;47.3285;-62.74817;275782;1.39;16-jun-04;02:48:00;30.2;8.29;301.2317;317.3093;0.62;2.627;0.025;1;NaN;9;0.155;1;NaN;9;0.31;1;NaN;9;1.195;1;NaN;9;6;0.50;0.13
18TL04021_697;471;47.3285;-62.74817;275781;4.96;16-jun-04;02:48:00;30.19;8.29;300.74044;NaN;0.73;2.725;0.02;1;NaN;9;0.23;1;NaN;9;0.305;1;NaN;9;1.11;1;NaN;9;0;0.75;0.21
18TL04021_697;471;47.3285;-62.74817;275780;14.87;16-jun-04;02:48:00;30.46;6.63;309.58312;NaN;0.545;2.614;0.03;1;NaN;9;0.18;1;NaN;9;0.35;1;NaN;9;1.465;1;NaN;9;0;0.51;0.12
18TL04021_697;471;47.3285;-62.74817;275779;24.69;16-jun-04;02:48:00;30.85;2.49;327.22382;NaN;0.49;1.876;0.055;1;NaN;9;1.195;1;NaN;9;0.535;1;NaN;9;1.835;1;NaN;9;0;2.23;0.65
18TL04021_697;471;47.3285;-62.74817;275778;49.87;16-jun-04;02:48:00;31.53;-0.91;265.727;283.8143;0.285;0.56;0.09;1;NaN;9;7.54;1;NaN;9;1.25;1;NaN;9;10.57;1;NaN;9;6;6.03;0.71
18TL04021_698;481;47.50317;-63.2505;275788;1.39;16-jun-04;05:25:00;29.22;9.05;301.09772;314.853;0.6;2.671;0.03;1;NaN;9;0.26;1;NaN;9;0.295;1;NaN;9;0.845;1;NaN;9;6;0.88;0.31
18TL04021_698;481;47.50317;-63.2505;275787;4.76;16-jun-04;05:25:00;29.23;9.04;305.921;NaN;0.505;2.638;0.035;1;NaN;9;0.17;1;NaN;9;0.265;1;NaN;9;1.275;1;NaN;9;0;0.64;0.13
18TL04021_698;481;47.50317;-63.2505;275786;14.97;16-jun-04;05:25:00;29.79;6.71;332.62768;NaN;0.67;3.339;0.035;1;NaN;9;0.28;1;NaN;9;0.365;1;NaN;9;1.035;1;NaN;9;0;0.77;0.27
18TL04021_698;481;47.50317;-63.2505;275785;24.49;16-jun-04;05:25:00;30.23;2.9;333.65486;NaN;1.44;1.711;0.095;1;NaN;9;2.68;1;NaN;9;0.615;1;NaN;9;4.08;1;NaN;9;0;4.36;0.66
18TL04021_698;481;47.50317;-63.2505;275784;49.48;16-jun-04;05:25:00;31.2;-0.99;272.24736;NaN;0.21;0.478;0.095;1;NaN;9;7.34;1;NaN;9;1.085;1;NaN;9;7.86;1;NaN;9;0;6.76;0.93
18TL04021_698;481;47.50317;-63.2505;275783;70.2;16-jun-04;05:25:00;31.3;-1.04;259.34062;277.7852;0.43;0.59;0.085;1;NaN;9;8.25;1;NaN;9;1.3;1;NaN;9;10.18;1;NaN;9;6;6.35;0.81
18TL04021_699;491;47.65833;-63.74917;275793;2.08;16-jun-04;07:45:00;28.32;9.12;324.14228;324.0083;0.825;2.892;0.02;1;NaN;9;0.11;1;NaN;9;0.15;1;NaN;9;0.88;1;NaN;9;6;0.73;0.13
18TL04021_699;491;47.65833;-63.74917;275792;5.06;16-jun-04;07:45:00;28.32;9.12;324.09762;NaN;0.85;3.002;0.045;1;NaN;9;0.145;1;NaN;9;0.165;1;NaN;9;0.96;1;NaN;9;0;0.88;0.15
18TL04021_699;491;47.65833;-63.74917;275791;15.27;16-jun-04;07:45:00;28.72;7.41;332.18108;NaN;0.885;2.844;0.04;1;NaN;9;0.295;1;NaN;9;0.265;1;NaN;9;1.03;1;NaN;9;0;1.11;0.29
18TL04021_699;491;47.65833;-63.74917;275790;26.08;16-jun-04;07:45:00;29.28;4.42;337.31698;NaN;1.76;3.607;0.125;1;NaN;9;2.84;1;NaN;9;0.585;1;NaN;9;3.795;1;NaN;9;0;4.85;0.75
18TL04021_699;491;47.65833;-63.74917;275789;50.17;16-jun-04;07:45:00;30.83;0.43;321.9986;329.5908;0.3;0.714;0.215;1;NaN;9;7.84;1;NaN;9;1.155;1;NaN;9;12.38;1;NaN;9;6;6.79;0.63
18TL04021_700;501;47.73967;-63.99767;275799;0.99;16-jun-04;09:12:00;28.15;8.04;331.86846;331.8238;1.66;3.861;0.05;1;NaN;9;0.34;1;NaN;9;0.195;1;NaN;9;2.185;1;NaN;9;6;1.74;0.16
18TL04021_700;501;47.73967;-63.99767;275798;4.86;16-jun-04;09:12:00;28.2;8;331.8238;NaN;1.835;4.244;0.04;1;NaN;9;0.335;1;NaN;9;0.18;1;NaN;9;2.12;1;NaN;9;0;1.86;0.16
18TL04021_700;501;47.73967;-63.99767;275797;14.48;16-jun-04;09:12:00;29.65;6.38;329.68012;NaN;1.665;3.765;0.055;1;NaN;9;0.89;1;NaN;9;0.325;1;NaN;9;2.405;1;NaN;9;0;2.74;0.37
18TL04021_700;501;47.73967;-63.99767;275796;24.79;16-jun-04;09:12:00;30;5.34;327.17916;NaN;0.83;2.74;0.075;1;NaN;9;1.77;1;NaN;9;0.47;1;NaN;9;3.39;1;NaN;9;0;3.77;0.52
18TL04021_700;501;47.73967;-63.99767;275795;49.67;16-jun-04;09:12:00;31.05;0.79;330.12672;NaN;0.575;1.317;0.165;1;NaN;9;6.16;1;NaN;9;0.96;1;NaN;9;8.465;1;NaN;9;0;6.42;0.73
18TL04021_700;501;47.73967;-63.99767;275794;74.56;16-jun-04;09:12:00;31.93;-0.63;280.59878;288.7269;0.35;0.654;0.15;1;NaN;9;11.34;1;NaN;9;1.35;1;NaN;9;21.54;1;NaN;9;6;8.40;0.53
18TL04021_701;511;47.87867;-64.249;275803;0.99;16-jun-04;11:17:00;28.19;9.18;319.85492;317.9792;1.78;2.455;0.045;1;NaN;9;0.325;1;NaN;9;0.32;1;NaN;9;2.03;1;NaN;9;6;1.02;0.16
18TL04021_701;511;47.87867;-64.249;275802;5.06;16-jun-04;11:17:00;28.19;9.18;319.40832;NaN;1.44;4.47;0.045;1;NaN;9;0.315;1;NaN;9;0.26;1;NaN;9;2.23;1;NaN;9;0;1.21;0.14
18TL04021_701;511;47.87867;-64.249;275801;14.97;16-jun-04;11:17:00;28.35;8.75;321.68598;NaN;1.42;4.407;0.05;1;NaN;9;0.345;1;NaN;9;0.25;1;NaN;9;2.07;1;NaN;9;0;1.38;0.17
18TL04021_701;511;47.87867;-64.249;275800;25.38;16-jun-04;11:17:00;29.72;5.62;332.18108;330.2607;1.325;3.078;0.08;1;NaN;9;1.685;1;NaN;9;0.49;1;NaN;9;3.29;1;NaN;9;6;3.44;0.51
18TL04021_702;531;47.16917;-64.754;275806;1.69;16-jun-04;16:39:00;28.64;10.59;316.05882;313.7365;1.7;2.436;NaN;9;0.06;1;NaN;9;0.03;1;NaN;9;0.26667;1;NaN;9;2.325;1;6;0.11;0.01
18TL04021_702;531;47.16917;-64.754;275805;4.56;16-jun-04;16:39:00;28.64;10.47;316.4161;NaN;1.71;3.338;NaN;9;0.055;1;NaN;9;0.035;1;NaN;9;0.15;1;NaN;9;1.76;1;0;0.23;0.02
18TL04021_702;531;47.16917;-64.754;275804;14.97;16-jun-04;16:39:00;29.24;6.88;286.58322;260.8144;1.09;2.826;NaN;9;0.175;1;NaN;9;1.105;1;NaN;9;0.605;1;NaN;9;7.22;1;6;1.83;0.15
18TL04021_703;571;47.50867;-64.25283;275811;1.29;17-jun-04;00:38:00;28.23;9.65;325.83936;324.4549;0.8;2.723;NaN;9;0.09;1;NaN;9;0.105;1;NaN;9;0.11;1;NaN;9;0.8;1;6;0.95;0.13
18TL04021_703;571;47.50867;-64.25283;275810;4.66;17-jun-04;00:38:00;28.14;9.69;326.10732;NaN;0.53;2.689;NaN;9;0.045;1;NaN;9;0.035;1;NaN;9;0.1;1;NaN;9;0.83;1;0;0.35;0.04
18TL04021_703;571;47.50867;-64.25283;275809;15.07;17-jun-04;00:38:00;28.97;6.11;339.10338;NaN;0.935;2.702;NaN;9;0.095;1;NaN;9;0.755;1;NaN;9;0.345;1;NaN;9;1.145;1;0;2.19;0.66
