Filename; Pressure; Uniqueno; Variable; Values; Test failed
18HU18030_003; 2.47; 448627; slca; 0.78  ; Out of Nutrient Climatology in box(es) 4 (Min=1.47 Max=24.00 n=46)
18HU18030_003; 10.62; 448626; slca; 0.87  ; Out of Nutrient Climatology in box(es) 4 (Min=1.96 Max=27.00 n=27)
18HU18030_003; 20.33; 448625; slca; 1.08  ; Out of Nutrient Climatology in box(es) 4 (Min=1.96 Max=27.00 n=27)
18HU18030_036; 30.79; 448635; ntrz; 0.00  ; Out of Nutrient Climatology in box(es) 4 (Min=0.10 Max=15.89 n=51)
18HU18030_036; 30.79; 448635; phos; 0.26  ; Out of Nutrient Climatology in box(es) 4 (Min=0.38 Max=3.19 n=50)
18HU18030_036; 40.39; 448634; phos; 0.33  ; Out of Nutrient Climatology in box(es) 4 (Min=0.38 Max=3.19 n=50)
18HU18030_036; 2.41; 448638; slca; 0.74  ; Out of Nutrient Climatology in box(es) 4 (Min=1.47 Max=24.00 n=46)
18HU18030_036; 8.85; 448637; slca; 0.76  ; Out of Nutrient Climatology in box(es) 4 (Min=1.47 Max=24.00 n=46)
18HU18030_036; 20.15; 448636; slca; 0.78  ; Out of Nutrient Climatology in box(es) 4 (Min=1.96 Max=27.00 n=27)
18HU18030_036; 30.79; 448635; slca; 1.05  ; Out of Nutrient Climatology in box(es) 4 (Min=2.34 Max=37.00 n=50)
18HU18030_036; 40.39; 448634; slca; 1.62  ; Out of Nutrient Climatology in box(es) 4 (Min=2.34 Max=37.00 n=50)
18HU18030_080; 31.20; 448648; ntrz; 0.00  ; Out of Nutrient Climatology in box(es) 4 (Min=0.10 Max=15.89 n=51)
18HU18030_080; 31.20; 448648; phos; 0.29  ; Out of Nutrient Climatology in box(es) 4 (Min=0.38 Max=3.19 n=50)
18HU18030_080; 2.53; 448653; slca; 0.73  ; Out of Nutrient Climatology in box(es) 4 (Min=1.47 Max=24.00 n=46)
18HU18030_080; 10.36; 448652; slca; 0.74  ; Out of Nutrient Climatology in box(es) 4 (Min=1.96 Max=27.00 n=27)
18HU18030_080; 20.99; 448649; slca; 0.89  ; Out of Nutrient Climatology in box(es) 4 (Min=1.96 Max=27.00 n=27)
18HU18030_080; 31.20; 448648; slca; 1.02  ; Out of Nutrient Climatology in box(es) 4 (Min=2.34 Max=37.00 n=50)
18HU18030_102; 30.48; 448661; ntrz; 0.00  ; Out of Nutrient Climatology in box(es) 4 (Min=0.10 Max=15.89 n=51)
18HU18030_102; 30.48; 448661; phos; 0.32  ; Out of Nutrient Climatology in box(es) 4 (Min=0.38 Max=3.19 n=50)
18HU18030_102; 2.62; 448664; slca; 0.70  ; Out of Nutrient Climatology in box(es) 4 (Min=1.47 Max=24.00 n=46)
18HU18030_102; 10.69; 448663; slca; 0.77  ; Out of Nutrient Climatology in box(es) 4 (Min=1.96 Max=27.00 n=27)
18HU18030_102; 20.36; 448662; slca; 0.89  ; Out of Nutrient Climatology in box(es) 4 (Min=1.96 Max=27.00 n=27)
18HU18030_102; 30.48; 448661; slca; 1.31  ; Out of Nutrient Climatology in box(es) 4 (Min=2.34 Max=37.00 n=50)
18HU18030_127; 101.42; 448682; psal; 31.69; Bottle-CTD Difference Problem
18HU18030_127; -5 to 5 m; NaN; psal; 34.09  ; Out of TS Climatology by more than 3*std in box(es) 29 (32.43 ± 1.20)
18HU18030_127; 90 to 110 m; NaN; psal; 31.69  ; Out of TS Climatology by more than 3*std in box(es) 29 (33.80 ± 1.89)
18HU18030_127; 3.45; 448690; phos; 0.07  ; Out of Nutrient Climatology in box(es) 3 (Min=0.07 Max=2.72 n=142)
18HU18030_138; 3.29; 448703; slca; 0.55  ; Out of Nutrient Climatology in box(es) 3 (Min=0.56 Max=16.00 n=102)
18HU18030_149; 3.15; 448712; slca; 0.57  ; Out of Nutrient Climatology in box(es) 2 (Min=1.00 Max=28.00 n=26)
18HU18030_149; 10.74; 448711; slca; 0.64  ; Out of Nutrient Climatology in box(es) 2 (Min=1.00 Max=20.00 n=31)
18HU18030_171; 3.44; 448721; slca; 0.80  ; Out of Nutrient Climatology in box(es) 2 (Min=1.00 Max=28.00 n=26)
18HU18030_237; -5 to 5 m; NaN; psal; 33.64  ; Out of TS Climatology by more than 3*std in box(es) 29 (32.43 ± 1.20)
18HU18030_243; 1.93; 448773; phos; 0.06  ; Out of Nutrient Climatology in box(es) 4 (Min=0.09 Max=2.77 n=43)
18HU18030_243; 10.99; 448772; phos; 0.13  ; Out of Nutrient Climatology in box(es) 4 (Min=0.14 Max=2.47 n=27)
18HU18030_243; 1.93; 448773; slca; 0.69  ; Out of Nutrient Climatology in box(es) 4 (Min=1.47 Max=24.00 n=46)
18HU18030_243; 10.99; 448772; slca; 1.07  ; Out of Nutrient Climatology in box(es) 4 (Min=1.96 Max=27.00 n=27)
18HU18030_247; 2.72; 448782; slca; 0.60  ; Out of Nutrient Climatology in box(es) 4 (Min=1.47 Max=24.00 n=46)
18HU18030_247; 10.42; 448781; slca; 0.78  ; Out of Nutrient Climatology in box(es) 4 (Min=1.96 Max=27.00 n=27)
18HU18030_247; 20.11; 448780; slca; 1.56  ; Out of Nutrient Climatology in box(es) 4 (Min=1.96 Max=27.00 n=27)
18HU18030_261; 2.53; 448799; psal; 33.23; Bottle-CTD Difference Problem
18HU18030_278; 30.69; 448838; slca; 0.71  ; Out of Nutrient Climatology in box(es) 1 (Min=1.00 Max=51.00 n=136)
18HU18030_278; 40.46; 448837; slca; 0.95  ; Out of Nutrient Climatology in box(es) 1 (Min=1.00 Max=51.00 n=136)
18HU18030_283; 30.72; 448871; phos; 0.16  ; Out of Nutrient Climatology in box(es) 3 (Min=0.16 Max=3.12 n=308)
18HU18030_318; 3.68; 448994; slca; 0.36  ; Out of Nutrient Climatology in box(es) 3 (Min=0.56 Max=16.00 n=102)
18HU18030_320; 3.31; 449260; slca; 0.00  ; Out of Nutrient Climatology in box(es) 3 (Min=0.56 Max=16.00 n=102)
18HU18030_322; 3.37; 449271; slca; 0.00  ; Out of Nutrient Climatology in box(es) 3 (Min=0.56 Max=16.00 n=102)
18HU18030_322; 9.81; 449270; slca; 0.00  ; Out of Nutrient Climatology in box(es) 3 (Min=0.56 Max=16.00 n=102)
18HU18030_324; 2.90; 449282; slca; 0.00  ; Out of Nutrient Climatology in box(es) 3 (Min=0.56 Max=16.00 n=102)
18HU18030_329; 2.63; 449299; slca; 0.00  ; Out of Nutrient Climatology in box(es) 3 (Min=0.56 Max=16.00 n=102)
18HU18030_334; 2.98; 449311; slca; 0.61  ; Out of Nutrient Climatology in box(es) 4 (Min=1.47 Max=24.00 n=46)
18HU18030_334; 9.97; 449310; slca; 0.69  ; Out of Nutrient Climatology in box(es) 4 (Min=1.47 Max=24.00 n=46)
18HU18030_334; 20.79; 449309; slca; 1.14  ; Out of Nutrient Climatology in box(es) 4 (Min=1.96 Max=27.00 n=27)
18HU18030_353; 20.26; 449337; ntrz; 4.88  ; Out of Nutrient Climatology in box(es) 4 (Min=0.00 Max=4.61 n=27)
18HU18030_353; 10.84; 449338; slca; 1.89  ; Out of Nutrient Climatology in box(es) 4 (Min=1.96 Max=27.00 n=27)
