CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TE90;DOXY;OXYM_01;CHL_03;FLOR;CHL_04;Q_CHL;NO2_01;Q_NO2;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mmol/m**3);(mg/m**3);(mg/m**3);(mg/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
18HU16050_1572;1491;47.77967;-64.047;420157;73.57;02-nov-16;19:53:00;31.88;1.49;256.97364;254.80763;NaN;0.077;0.115;9;0.045;1;11.795;1;1.31;1;20.44;1;6;9.00;0.58
18HU16050_1573;1501;47.832;-64.25267;420167;2.38;02-nov-16;21:17:00;29.54;9;292.83562;NaN;1.275;1.161;NaN;1;0.09;1;1.17;1;0.395;1;3.755;1;0;2.96;0.31
18HU16050_1573;1501;47.832;-64.25267;420166;5.06;02-nov-16;21:17:00;29.55;9;293.1929;292.83562;1.305;1.144;NaN;1;0.09;1;1.17;1;0.405;1;3.73;1;6;2.89;0.31
18HU16050_1573;1501;47.832;-64.25267;420165;15.57;02-nov-16;21:17:00;29.55;9;293.1929;NaN;1.27;1.194;NaN;1;0.085;1;1.25;1;0.415;1;3.89;1;0;3.01;0.32
18HU16050_1573;1501;47.832;-64.25267;420164;25.28;02-nov-16;21:17:00;29.53;8.6;294.71134;NaN;1.015;1.045;NaN;1;0.11;1;2.04;1;0.475;1;4.755;1;0;4.29;0.43
18HU16050_1573;1501;47.832;-64.25267;420163;35.6;02-nov-16;21:17:00;30.54;6.6;266.75418;267.60272;0.22;0.209;NaN;1;0.15;1;5.9;1;0.8;1;9.69;1;6;7.38;0.61
18HU16050_1574;1511;47.93433;-65.247;420173;2.38;03-nov-16;01:55:00;28.77;8.55;292.92494;NaN;0.49;0.649;NaN;1;0.115;1;1.77;1;0.445;1;4.89;1;0;3.98;0.36
18HU16050_1574;1511;47.93433;-65.247;420172;5.55;03-nov-16;01:55:00;28.77;8.54;292.523;293.88513;0.495;0.601;NaN;1;0.105;1;1.755;1;0.44;1;4.88;1;6;3.99;0.36
18HU16050_1574;1511;47.93433;-65.247;420171;15.47;03-nov-16;01:55:00;28.87;8.66;286.9405;NaN;0.48;0.58;NaN;1;0.10667;1;1.99667;1;0.45333;1;5.085;1;0;4.40;0.39
18HU16050_1574;1511;47.93433;-65.247;420170;25.78;03-nov-16;01:55:00;29.7;7.8;258.62606;NaN;0.255;0.312;NaN;1;0.10667;1;6.775;1;0.83667;1;11.315;1;0;8.10;0.60
18HU16050_1574;1511;47.93433;-65.247;420169;50.67;03-nov-16;01:55:00;30.96;3.23;230.71356;230.8922;0.145;0.144;NaN;1;0.03;1;11.86;1;1.29;1;24.05;1;6;9.19;0.49
18HU16050_1574;1511;47.93433;-65.247;420168;65.93;03-nov-16;01:55:00;31.57;1.96;243.12904;239.62323;0.175;0.132;NaN;1;0.03333;1;11.975;1;1.31667;1;24.63;1;6;9.09;0.49
18HU16050_1575;1521;47.9995;-65.748;420177;1.78;03-nov-16;03:43:00;28.52;8.41;296.36376;NaN;0.945;1.008;NaN;1;0.105;1;1.595;1;0.425;1;5.445;1;0;3.75;0.29
18HU16050_1575;1521;47.9995;-65.748;420176;5.55;03-nov-16;03:43:00;28.52;8.42;296.18512;293.23756;0.73;1.112;NaN;1;0.105;1;1.735;1;0.43;1;5.245;1;6;4.03;0.33
18HU16050_1575;1521;47.9995;-65.748;420175;15.17;03-nov-16;03:43:00;29.1;8.58;280.2415;NaN;0.41;0.45;NaN;1;0.15;1;4.335;1;0.66;1;8.37;1;0;6.57;0.52
18HU16050_1575;1521;47.9995;-65.748;420174;25.78;03-nov-16;03:43:00;29.93;7.36;229.82036;233.16986;0.37;0.374;NaN;1;0.175;1;7.095;1;0.98;1;15.44;1;6;7.24;0.46
