CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
18HU09063_1062;791;47.49967;-63.25233;343350;25.09;07-nov-09;18:15:00;29.87;6.72;310.56564;8.786;311.68214;0.87;0.14;0.135;1;1.62;1;0.36;1;1.96;1;6;4.50;0.83
18HU09063_1062;791;47.49967;-63.25233;343349;49.58;07-nov-09;18:15:00;31.33;4.12;277.5619;8.659;NaN;0.075;0.04;0.06;1;15.245;1;1.495;1;25.91;1;0;10.20;0.59
18HU09063_1062;791;47.49967;-63.25233;343348;74.16;07-nov-09;18:15:00;31.98;0.75;230.2223;8.544;229.03881;0.085;0.05;0.065;1;15.25;1;1.49;1;26.12;1;6;10.23;0.58
18HU09063_1063;801;47.3295;-62.749;343358;2.38;07-nov-09;20:45:00;29.9;6.95;301.455;8.82;303.59868;0.72;0.098;0.12;1;2.125;1;0.425;1;3.31;1;6;5.00;0.64
18HU09063_1063;801;47.3295;-62.749;343357;5.65;07-nov-09;20:45:00;29.9;6.94;301.9016;8.82;303.42004;0.615;0.094;0.12;1;2.14;1;0.43;1;3.18;1;6;4.98;0.67
18HU09063_1063;801;47.3295;-62.749;343356;15.57;07-nov-09;20:45:00;29.92;6.94;302.25888;8.81;302.61616;0.62;0.102;0.12;1;2.175;1;0.43;1;3.3;1;6;5.06;0.66
18HU09063_1063;801;47.3295;-62.749;343355;24.79;07-nov-09;20:45:00;30;6.84;302.97344;8.791;305.34042;0.715;0.103;0.12;1;2.005;1;0.425;1;3.1;1;6;4.72;0.65
18HU09063_1063;801;47.3295;-62.749;343354;51.06;07-nov-09;20:45:00;31.38;2.44;248.48824;8.62;248.35426;0.245;0.051;0.075;1;12.285;1;1.215;1;18.27;1;6;10.11;0.67
18HU09063_1064;811;47.16967;-62.24967;343363;2.68;07-nov-09;23:15:00;30.5;6.87;303.28606;8.85;304.22392;1.245;0.171;0.075;1;0.97;1;0.46;1;4.57;1;6;2.11;0.21
18HU09063_1064;811;47.16967;-62.24967;343362;5.45;07-nov-09;23:15:00;30.49;6.87;304.00062;8.85;301.14238;1.215;0.167;0.07;1;0.985;1;0.46;1;4.14;1;6;2.14;0.24
18HU09063_1064;811;47.16967;-62.24967;343361;15.47;07-nov-09;23:15:00;30.49;6.88;303.77732;8.849;304.84916;1.18;0.172;0.075;1;0.97;1;0.45;1;4;1;6;2.16;0.24
18HU09063_1064;811;47.16967;-62.24967;343360;25.29;07-nov-09;23:15:00;30.51;6.84;302.66082;8.845;304.1346;1.3;0.172;0.08;1;1.125;1;0.465;1;4.36;1;6;2.42;0.26
18HU09063_1064;811;47.16967;-62.24967;343359;37.58;07-nov-09;23:15:00;30.6;6.27;296.81036;8.83;297.97152;1.22;0.165;0.08;1;2.195;1;0.54;1;5.715;1;6;4.06;0.38
18HU09063_1065;821;47.00017;-61.75033;343368;4.07;08-nov-09;01:45:00;30.24;6.01;315.21028;8.855;315.61222;1.945;0.155;0.125;1;1.755;1;0.415;1;3.095;1;6;4.23;0.57
18HU09063_1065;821;47.00017;-61.75033;343367;5.85;08-nov-09;01:45:00;30.24;6.02;315.03164;8.855;NaN;1.98;0.157;0.12;1;1.76;1;0.42;1;2.95;1;0;4.19;0.60
18HU09063_1065;821;47.00017;-61.75033;343366;15.37;08-nov-09;01:45:00;30.24;6.02;314.76368;8.856;315.7462;2.05;0.166;0.12;1;1.755;1;0.43;1;2.9;1;6;4.08;0.61
18HU09063_1065;821;47.00017;-61.75033;343365;25.68;08-nov-09;01:45:00;30.24;6.03;314.4064;8.86;316.1928;1.855;0.165;0.125;1;1.775;1;0.42;1;2.86;1;6;4.23;0.62
18HU09063_1065;821;47.00017;-61.75033;343364;36.89;08-nov-09;01:45:00;30.24;6.02;314.6297;8.865;315.27727;2.005;0.161;0.12;1;1.74;1;0.42;1;3.01;1;6;4.14;0.58
18HU09063_1066;831;46.90167;-61.5;343373;1.98;08-nov-09;03:31:00;30.31;6.29;310.47632;8.844;310.34234;0.65;0.118;0.125;1;2.52;1;0.465;1;3.49;1;6;5.42;0.72
18HU09063_1066;831;46.90167;-61.5;343372;5.36;08-nov-09;03:31:00;30.31;6.3;310.387;8.844;310.47632;0.69;0.119;0.125;1;2.535;1;0.46;1;3.245;1;6;5.51;0.78
18HU09063_1066;831;46.90167;-61.5;343371;15.07;08-nov-09;03:31:00;30.32;6.3;309.89574;8.847;311.41418;0.71;0.117;0.13;1;2.56;1;0.46;1;3.145;1;6;5.57;0.81
18HU09063_1066;831;46.90167;-61.5;343370;25.29;08-nov-09;03:31:00;30.34;6.31;309.9404;8.847;311.59282;0.715;0.116;0.125;1;3.01;1;0.5;1;3.94;1;6;6.02;0.76
18HU09063_1066;831;46.90167;-61.5;343369;48.98;08-nov-09;03:31:00;30.43;6.08;306.01032;8.845;307.21614;0.68;0.113;0.125;1;2.595;1;0.465;1;3.08;1;6;5.58;0.84
18HU09063_1067;841;46.83167;-61.25233;343379;1.88;08-nov-09;05:07:00;29.39;7.96;300.02588;8.842;300.3385;0.79;0.093;0.1;1;1.68;1;0.41;1;3.415;1;6;4.10;0.49
18HU09063_1067;841;46.83167;-61.25233;343378;5.45;08-nov-09;05:07:00;29.39;7.97;299.53462;8.833;301.32102;0.765;0.093;0.1;1;1.675;1;0.415;1;3.435;1;6;4.04;0.49
18HU09063_1067;841;46.83167;-61.25233;343377;15.47;08-nov-09;05:07:00;29.4;7.98;299.75792;8.808;300.69578;0.795;0.1;0.1;1;1.695;1;0.415;1;3.665;1;6;4.08;0.46
18HU09063_1067;841;46.83167;-61.25233;343376;25.19;08-nov-09;05:07:00;30.29;6.68;304.62586;8.784;302.08024;0.665;0.103;0.11;1;2.17;1;0.475;1;3.52;1;6;4.57;0.62
18HU09063_1067;841;46.83167;-61.25233;343375;50.47;08-nov-09;05:07:00;31.38;2.85;274.34638;8.689;273.81046;0.345;0.074;0.1;1;9.22;1;0.985;1;12.965;1;6;9.36;0.71
18HU09063_1067;841;46.83167;-61.25233;343374;57.41;08-nov-09;05:07:00;31.4;2.8;273.72114;8.711;273.20755;0.32;0.075;0.105;1;9.555;1;1.005;1;13.245;1;6;9.51;0.72
18HU09063_1068;851;46.7465;-61.00033;343385;2.28;08-nov-09;07:16:00;29.33;8.13;300.74044;8.85;300.96374;0.915;0.1;0.1;1;1.255;1;0.35;1;3.075;1;6;3.59;0.41
18HU09063_1068;851;46.7465;-61.00033;343384;6.05;08-nov-09;07:16:00;29.34;8.12;300.82976;8.843;301.36568;0.925;0.097;0.1;1;1.255;1;0.355;1;2.98;1;6;3.54;0.42
18HU09063_1068;851;46.7465;-61.00033;343383;15.47;08-nov-09;07:16:00;29.42;7.94;301.14238;8.836;302.48218;0.85;0.102;0.1;1;1.35;1;0.365;1;2.875;1;6;3.70;0.47
18HU09063_1068;851;46.7465;-61.00033;343382;25.09;08-nov-09;07:16:00;29.53;7.83;300.82976;8.819;302.48218;0.82;0.096;0.1;1;1.395;1;0.38;1;2.92;1;6;3.67;0.48
18HU09063_1068;851;46.7465;-61.00033;343381;51.17;08-nov-09;07:16:00;30.35;6.17;254.1154;8.703;254.82996;0.285;0.072;0.135;1;6.1;1;0.84;1;11.04;1;6;7.26;0.55
18HU09063_1068;851;46.7465;-61.00033;343380;65.05;08-nov-09;07:16:00;30.96;3.92;239.10964;8.656;238.01547;0.34;0.064;0.12;1;10.37;1;1.135;1;16.2;1;6;9.14;0.64
18HU09063_1069;861;46.95817;-60.21433;343391;3.27;08-nov-09;11:13:00;29.71;7.47;301.27636;8.84;301.32102;0.88;0.102;0.1;1;2.06;1;0.43;1;3.285;1;6;4.79;0.63
18HU09063_1069;861;46.95817;-60.21433;343390;5.75;08-nov-09;11:13:00;29.71;7.47;301.05306;8.836;301.27636;0.905;0.104;0.1;1;2.005;1;0.415;1;3.435;1;6;4.83;0.58
18HU09063_1069;861;46.95817;-60.21433;343389;14.88;08-nov-09;11:13:00;29.71;7.47;300.5618;8.829;301.09772;0.8;0.101;0.105;1;2.06;1;0.43;1;3.33;1;6;4.79;0.62
18HU09063_1069;861;46.95817;-60.21433;343388;25.19;08-nov-09;11:13:00;29.71;7.46;300.38316;8.821;301.36568;0.885;0.101;0.1;1;2.04;1;0.435;1;3.335;1;6;4.69;0.61
18HU09063_1069;861;46.95817;-60.21433;343387;50.37;08-nov-09;11:13:00;30.36;6.47;296.58706;8.789;296.85502;0.57;0.085;0.11;1;3.435;1;0.55;1;4.635;1;6;6.25;0.74
18HU09063_1069;861;46.95817;-60.21433;343386;75.55;08-nov-09;11:13:00;31.63;2.64;278.81238;8.734;279.54927;0.23;0.054;0.075;1;9.37;1;0.975;1;10.77;1;6;9.61;0.87
18HU09063_1070;871;47.02183;-60.11183;343398;3.47;08-nov-09;12:46:00;29.87;7.32;302.48218;8.817;302.7948;0.715;0.088;0.09;1;1.735;1;0.41;1;3.12;1;6;4.23;0.56
18HU09063_1070;871;47.02183;-60.11183;343397;6.55;08-nov-09;12:46:00;29.87;7.32;302.5715;8.808;302.21422;0.73;0.08;0.09;1;1.72;1;0.415;1;3.075;1;6;4.14;0.56
18HU09063_1070;871;47.02183;-60.11183;343396;16.66;08-nov-09;12:46:00;29.89;7.31;300.07054;8.781;299.8919;0.61;0.076;0.09;1;2.02;1;0.445;1;3.555;1;6;4.54;0.57
18HU09063_1070;871;47.02183;-60.11183;343395;25.58;08-nov-09;12:46:00;30.25;6.71;294.3094;8.74;294.48804;0.555;0.08;0.105;1;3.25;1;0.55;1;4.76;1;6;5.91;0.68
18HU09063_1070;871;47.02183;-60.11183;343394;54.93;08-nov-09;12:46:00;31.59;2.75;281.1347;8.645;282.34052;0.21;0.054;0.07;1;8.615;1;0.94;1;9.86;1;6;9.16;0.87
18HU09063_1070;871;47.02183;-60.11183;343393;100.93;08-nov-09;12:46:00;32.29;1.18;276.80268;8.639;276.53472;0.105;0.038;0.025;1;11.53;1;1.14;1;11.95;1;6;10.11;0.96
18HU09063_1070;871;47.02183;-60.11183;343392;179.22;08-nov-09;12:46:00;33.89;3.75;169.52936;8.571;169.99829;NaN;0.034;0.04;1;19.665;1;1.55;1;24.095;1;6;12.69;0.82
18HU09063_1071;881;47.10017;-59.99183;343407;3.87;08-nov-09;14:53:00;31.11;5.89;312.97728;8.802;313.0666;1.06;0.135;0.12;1;2.215;1;0.43;1;2.125;1;6;5.15;1.04
18HU09063_1071;881;47.10017;-59.99183;343406;5.95;08-nov-09;14:53:00;31.11;5.89;312.57534;8.797;313.64718;1.06;0.133;0.12;1;2.22;1;0.44;1;2.27;1;6;5.05;0.98
18HU09063_1071;881;47.10017;-59.99183;343405;15.67;08-nov-09;14:53:00;31.39;5.94;310.69962;8.787;311.81612;0.865;0.112;0.12;1;2.175;1;0.44;1;1.99;1;6;4.94;1.09
18HU09063_1071;881;47.10017;-59.99183;343404;24.99;08-nov-09;14:53:00;31.58;5.99;309.22584;8.773;310.02972;0.695;0.106;0.12;1;2.05;1;0.425;1;1.725;1;6;4.82;1.19
18HU09063_1071;881;47.10017;-59.99183;343403;50.77;08-nov-09;14:53:00;31.79;6.18;307.4841;8.744;308.46662;0.76;0.111;0.11;1;1.84;1;0.415;1;1.45;1;6;4.43;1.27
18HU09063_1071;881;47.10017;-59.99183;343402;101.13;08-nov-09;14:53:00;32.42;0.89;282.0279;8.629;281.40266;0.07;0.034;0.01;1;11.385;1;1.115;1;10.51;1;6;10.21;1.08
18HU09063_1071;881;47.10017;-59.99183;343401;199.43;08-nov-09;14:53:00;34.05;4.39;167.20704;8.556;167.43034;NaN;0.025;0.01;1;19.45;1;1.5;1;22.275;1;6;12.97;0.87
18HU09063_1071;881;47.10017;-59.99183;343400;300.06;08-nov-09;14:53:00;34.65;5.3;135.14116;8.546;135.18582;NaN;0.024;0.015;1;23.05;1;1.67;1;29.995;1;6;13.80;0.77
18HU09063_1071;881;47.10017;-59.99183;343399;326.9;08-nov-09;14:53:00;34.69;5.3;139.29454;8.559;139.7858;NaN;0.02;0.02;1;23.04;1;1.66;1;30.185;1;6;13.88;0.76
18HU09063_1072;891;47.27233;-59.7805;343417;2.68;08-nov-09;17:09:00;31.73;6.14;312.79864;8.814;313.46854;1.43;0.186;0.085;1;1.48;1;0.38;1;1.28;1;6;3.89;1.16
18HU09063_1072;891;47.27233;-59.7805;343416;5.65;08-nov-09;17:09:00;31.73;6.14;312.88796;8.806;314.22776;1.35;0.178;0.09;1;1.5;1;0.38;1;1.315;1;6;3.95;1.14
18HU09063_1072;891;47.27233;-59.7805;343415;15.17;08-nov-09;17:09:00;31.74;6.14;312.08408;8.796;313.02194;1.42;0.18;0.085;1;1.475;1;0.385;1;1.305;1;6;3.83;1.13
18HU09063_1072;891;47.27233;-59.7805;343414;24.79;08-nov-09;17:09:00;31.82;6.15;311.32486;8.781;313.64718;1.325;0.185;0.09;1;1.46;1;0.385;1;1.285;1;6;3.79;1.14
18HU09063_1072;891;47.27233;-59.7805;343413;49.58;08-nov-09;17:09:00;32.03;5.45;309.13652;8.749;311.9501;0.855;0.123;0.09;1;2.175;1;0.44;1;1.6;1;6;4.94;1.36
18HU09063_1072;891;47.27233;-59.7805;343412;102.61;08-nov-09;17:09:00;33.03;1.81;289.75408;8.678;290.87058;0.04;0.022;0.015;1;9.93;1;0.96;1;7.435;1;6;10.34;1.34
18HU09063_1072;891;47.27233;-59.7805;343411;201.11;08-nov-09;17:09:00;34.09;4.29;134.51592;8.492;134.24796;NaN;0.019;0.01;1;21.88;1;1.71;1;27.415;1;6;12.80;0.80
18HU09063_1072;891;47.27233;-59.7805;343410;301.05;08-nov-09;17:09:00;34.61;5.33;161.08862;8.588;163.58958;NaN;0.022;0.01;1;21.52;1;1.49;1;22.255;1;6;14.44;0.97
18HU09063_1072;891;47.27233;-59.7805;343409;400.54;08-nov-09;17:09:00;34.8;5.18;154.88088;8.576;163.05366;NaN;0.021;0.01;1;22.76;1;1.635;1;31.27;1;6;13.92;0.73
18HU09063_1072;891;47.27233;-59.7805;343408;457.35;08-nov-09;17:09:00;34.82;5.1;166.40316;8.598;167.78762;NaN;0.018;0.01;1;21.85;1;1.58;1;30.07;1;6;13.83;0.73
18HU09063_1073;901;47.43383;-59.55833;343427;2.68;08-nov-09;20:23:00;31.81;6.31;310.34234;8.825;311.59282;1.18;0.165;0.09;1;1.48;1;0.37;1;1.29;1;6;4.00;1.15
18HU09063_1073;901;47.43383;-59.55833;343426;5.65;08-nov-09;20:23:00;31.81;6.31;310.34234;8.821;310.96758;1.205;0.161;0.095;1;1.585;1;0.375;1;1.38;1;6;4.23;1.15
18HU09063_1073;901;47.43383;-59.55833;343425;15.67;08-nov-09;20:23:00;31.81;6.31;310.34234;8.814;310.96758;1.16;0.158;0.09;1;1.49;1;0.375;1;1.27;1;6;3.97;1.17
18HU09063_1073;901;47.43383;-59.55833;343424;25.09;08-nov-09;20:23:00;31.82;6.31;310.69962;8.801;312.70932;1.18;0.16;0.09;1;1.5;1;0.385;1;1.21;1;6;3.90;1.24
18HU09063_1073;901;47.43383;-59.55833;343423;50.17;08-nov-09;20:23:00;32;5.65;308.154;8.764;311.32486;0.42;0.086;0.09;1;3.365;1;0.55;1;2.12;1;6;6.12;1.59
18HU09063_1073;901;47.43383;-59.55833;343422;100.13;08-nov-09;20:23:00;32.99;1.3;296.49774;8.719;297.79288;0.04;0.027;0.02;1;9.715;1;0.98;1;7.745;1;6;9.91;1.25
18HU09063_1073;901;47.43383;-59.55833;343421;198.83;08-nov-09;20:23:00;34.28;6.37;213.11752;8.693;213.2515;NaN;0.018;0.02;1;14.795;1;1.095;1;10.95;1;6;13.51;1.35
18HU09063_1073;901;47.43383;-59.55833;343420;302.63;08-nov-09;20:23:00;34.58;5.71;173.14682;8.624;174.3973;NaN;0.017;0.01;1;20.66;1;1.42;1;18.305;1;6;14.55;1.13
18HU09063_1073;901;47.43383;-59.55833;343419;402.12;08-nov-09;20:23:00;34.78;5.19;165.37598;8.607;166.67112;NaN;0.015;0.01;1;22.175;1;1.545;1;25.65;1;6;14.35;0.86
18HU09063_1073;901;47.43383;-59.55833;343418;463.77;08-nov-09;20:23:00;34.83;5.07;168.54684;8.617;169.97596;NaN;0.02;0.015;1;21.805;1;1.56;1;30.195;1;6;13.98;0.72
18HU09063_1074;911;47.58333;-59.343;343435;2.68;09-nov-09;00:07:00;31.79;5.78;311.23554;8.823;311.0569;0.545;0.089;0.12;1;1.985;1;0.43;1;1.76;1;6;4.62;1.13
18HU09063_1074;911;47.58333;-59.343;343434;5.55;09-nov-09;00:07:00;31.79;5.78;310.78894;8.819;311.10156;0.49;0.088;0.12;1;1.985;1;0.415;1;1.465;1;6;4.78;1.35
18HU09063_1074;911;47.58333;-59.343;343433;15.17;09-nov-09;00:07:00;31.79;5.75;310.74428;8.816;311.54816;0.515;0.084;0.12;1;2.005;1;0.425;1;1.425;1;6;4.72;1.41
18HU09063_1074;911;47.58333;-59.343;343432;25.58;09-nov-09;00:07:00;31.81;5.7;310.34234;8.805;311.01224;0.505;0.083;0.125;1;2.115;1;0.435;1;1.58;1;6;4.86;1.34
18HU09063_1074;911;47.58333;-59.343;343431;49.87;09-nov-09;00:07:00;31.89;5.41;309.22584;8.791;310.47632;0.37;0.075;0.13;1;2.595;1;0.47;1;1.74;1;6;5.52;1.49
18HU09063_1074;911;47.58333;-59.343;343430;100.83;09-nov-09;00:07:00;32.42;3;309.7171;8.767;310.07438;0.08;0.039;0.14;1;5.805;1;0.705;1;3.83;1;6;8.23;1.52
18HU09063_1074;911;47.58333;-59.343;343429;200.31;09-nov-09;00:07:00;33.71;4.07;242.81642;8.721;243.8436;NaN;0.027;0.025;1;13.345;1;1.08;1;10.865;1;6;12.36;1.23
18HU09063_1074;911;47.58333;-59.343;343428;254.1;09-nov-09;00:07:00;34.39;5.55;194.0477;8.692;195.07488;NaN;0.024;0.025;1;18.015;1;1.275;1;16.76;1;6;14.13;1.07
18HU09063_1075;921;47.6715;-59.86767;343445;3.07;09-nov-09;03:24:00;31.87;6.65;307.12682;8.817;307.30546;0.595;0.102;0.115;1;1.315;1;0.36;1;1.23667;1;6;3.65;1.06
18HU09063_1075;921;47.6715;-59.86767;343444;5.95;09-nov-09;03:24:00;31.87;6.66;307.0375;8.812;307.08216;0.62;0.098;0.11;1;1.315;1;0.36;1;1.06667;1;6;3.65;1.23
18HU09063_1075;921;47.6715;-59.86767;343443;16.26;09-nov-09;03:24:00;31.87;6.66;306.85886;8.802;307.17148;0.68;0.099;0.11;1;1.305;1;0.365;1;1.02;1;6;3.58;1.28
18HU09063_1075;921;47.6715;-59.86767;343442;25.78;09-nov-09;03:24:00;31.87;6.66;306.27828;8.788;307.61808;0.65;0.102;0.11;1;1.32;1;0.37;1;0.985;1;6;3.57;1.34
18HU09063_1075;921;47.6715;-59.86767;343441;50.57;09-nov-09;03:24:00;31.88;6.68;305.6977;8.764;307.4841;0.665;0.11;0.11;1;1.325;1;0.38;1;0.83;1;6;3.49;1.60
18HU09063_1075;921;47.6715;-59.86767;343440;99.44;09-nov-09;03:24:00;32.62;1.71;311.23554;8.725;311.32486;0.05;0.035;0.02;1;7.415;1;0.83;1;4.705;1;6;8.93;1.58
18HU09063_1075;921;47.6715;-59.86767;343439;201.5;09-nov-09;03:24:00;34.07;5.78;225.7563;8.681;228.6592;NaN;0.025;0.015;1;13.595;1;1.045;1;10.22;1;6;13.01;1.33
18HU09063_1075;921;47.6715;-59.86767;343438;301.93;09-nov-09;03:24:00;34.51;5.26;144.20714;8.551;145.5916;NaN;0.022;0.01333;1;21.78667;1;1.56;1;25.35;1;6;13.97;0.86
18HU09063_1075;921;47.6715;-59.86767;343437;401.02;09-nov-09;03:24:00;34.77;5.23;157.78378;8.585;NaN;NaN;0.016;0.01;1;22.495;1;1.595;1;28.025;1;0;14.10;0.80
18HU09063_1075;921;47.6715;-59.86767;343436;518.17;09-nov-09;03:24:00;34.83;5.06;169.17208;8.607;170.48955;NaN;0.016;0.015;1;21.805;1;1.58;1;30.91;1;6;13.80;0.71
