CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
18HU86006_080;CAST#1;41.955;-48.98167;30305;2942;24-apr-86;18:42:00;35.024;289.8434;4;16.62;1;0.95;1;16.07;1;6;17.49;1.03
18HU86006_080;CAST#1;41.955;-48.98167;30304;3084;24-apr-86;18:42:00;35.012;293.4162;4;16.45;1;1;1;15.97;1;6;16.45;1.03
18HU86006_080;CAST#1;41.955;-48.98167;30303;3188;24-apr-86;18:42:00;35.007;292.9696;4;16.79;1;1.02;1;17.72;1;6;16.46;0.95
18HU86006_080;CAST#1;41.955;-48.98167;30302;3238;24-apr-86;18:42:00;35.003;292.9696;4;16.66;1;0.98;1;17.62;1;6;17.00;0.95
18HU86006_080;CAST#1;41.955;-48.98167;30301;3287;24-apr-86;18:42:00;35.005;294.756;4;16.38;1;1.09;1;17.86;1;6;15.03;0.92
18HU86006_091;CAST#1;42.40167;-48.965;30341;2;24-apr-86;23:06:00;NaN;NaN;9;0;1;0;1;0;1;0;NaN;NaN
18HU86006_091;CAST#1;42.40167;-48.965;30340;92;24-apr-86;23:06:00;34.35;293.4162;4;9.1;1;0.89;1;6.41;1;6;10.22;1.42
18HU86006_091;CAST#1;42.40167;-48.965;30339;292;24-apr-86;23:06:00;34.511;295.2026;4;15.02;1;1.16;1;10.42;1;6;12.95;1.44
18HU86006_091;CAST#1;42.40167;-48.965;30338;494;24-apr-86;23:06:00;35.036;241.164;4;19.62;1;1.47;1;12.86;1;6;13.35;1.53
18HU86006_091;CAST#1;42.40167;-48.965;30337;694;24-apr-86;23:06:00;35.083;260.3678;4;18.67;1;1.33;1;11.25;1;6;14.04;1.66
18HU86006_091;CAST#1;42.40167;-48.965;30336;913;24-apr-86;23:06:00;35.101;264.3872;4;18.66;1;1.31;1;11.54;1;6;14.24;1.62
18HU86006_091;CAST#1;42.40167;-48.965;30335;1087;24-apr-86;23:06:00;35.078;271.9794;4;18.4;1;1.3;1;11.46;1;6;14.15;1.61
18HU86006_091;CAST#1;42.40167;-48.965;30334;1291;24-apr-86;23:06:00;35.073;274.659;4;18.31;1;1.28;1;12.39;1;6;14.30;1.48
18HU86006_091;CAST#1;42.40167;-48.965;30333;1496;24-apr-86;23:06:00;35.049;281.8046;4;17.9;1;1.28;1;11.91;1;6;13.98;1.50
18HU86006_091;CAST#1;42.40167;-48.965;30332;1702;24-apr-86;23:06:00;35.05;280.9114;4;17.95;1;1.27;1;12.3;1;6;14.13;1.46
18HU86006_091;CAST#1;42.40167;-48.965;30331;1918;24-apr-86;23:06:00;35.051;283.1444;4;17.79;1;1.27;1;13.06;1;6;14.01;1.36
18HU86006_091;CAST#1;42.40167;-48.965;30330;2073;24-apr-86;23:06:00;35.039;281.8046;4;17.81;1;1.27;1;13.78;1;6;14.02;1.29
18HU86006_091;CAST#1;42.40167;-48.965;30329;2226;24-apr-86;23:06:00;35.047;284.0376;4;17.65;1;1.24;1;14.06;1;6;14.23;1.26
18HU86006_091;CAST#1;42.40167;-48.965;30328;2380;24-apr-86;23:06:00;35.042;284.4842;4;17.44;1;1.22;1;13.96;1;6;14.30;1.25
18HU86006_091;CAST#1;42.40167;-48.965;30327;2532;24-apr-86;23:06:00;35.036;285.3774;4;17.25;1;1.23;1;13.64;1;6;14.02;1.26
18HU86006_091;CAST#1;42.40167;-48.965;30326;2687;24-apr-86;23:06:00;35.03;288.057;4;17.1;1;1.25;1;13.94;1;6;13.68;1.23
18HU86006_091;CAST#1;42.40167;-48.965;30325;2807;24-apr-86;23:06:00;35.027;289.3968;4;16.95;1;1.28;1;14.6;1;6;13.24;1.16
18HU86006_091;CAST#1;42.40167;-48.965;30324;2909;24-apr-86;23:06:00;35.022;291.1832;4;17.07;1;1.15;1;14.98;1;6;14.84;1.14
18HU86006_091;CAST#1;42.40167;-48.965;30323;2960;24-apr-86;23:06:00;35.021;288.9502;4;16.92;1;1.22;1;15.35;1;6;13.87;1.10
18HU86006_091;CAST#1;42.40167;-48.965;30322;3010;24-apr-86;23:06:00;35.02;286.7172;4;16.98;1;1.25;1;15.91;1;6;13.58;1.07
18HU86006_102;CAST#1;42.85167;-48.95;30362;40;25-apr-86;05:25:00;34.372;367.9984;4;0.81;1;0.3;1;1.33;1;6;2.70;0.61
18HU86006_102;CAST#1;42.85167;-48.95;30361;95;25-apr-86;05:25:00;34.711;265.727;4;12.51;1;0.95;1;7.32;1;6;13.17;1.71
18HU86006_102;CAST#1;42.85167;-48.95;30360;190;25-apr-86;05:25:00;35.05;198.737;4;22.14;1;1.47;1;13.16;1;6;15.06;1.68
18HU86006_102;CAST#1;42.85167;-48.95;30359;292;25-apr-86;05:25:00;34.872;235.8048;4;19.8;1;0;1;12.04;1;6;NaN;1.64
18HU86006_102;CAST#1;42.85167;-48.95;30358;395;25-apr-86;05:25:00;34.852;272.8726;4;17.77;1;1.21;1;11.71;1;6;14.69;1.52
18HU86006_102;CAST#1;42.85167;-48.95;30357;499;25-apr-86;05:25:00;34.935;289.8434;4;17.32;1;1.14;1;9.7;1;6;15.19;1.79
18HU86006_102;CAST#1;42.85167;-48.95;30356;599;25-apr-86;05:25:00;34.98;290.7366;4;17.6;1;1.14;1;9.69;1;6;15.44;1.82
18HU86006_102;CAST#1;42.85167;-48.95;30355;699;25-apr-86;05:25:00;34.982;294.756;4;17.7;1;1.16;1;9.52;1;6;15.26;1.86
18HU86006_102;CAST#1;42.85167;-48.95;30354;801;25-apr-86;05:25:00;35.07;273.7658;4;18.75;1;1.22;1;11.03;1;6;15.37;1.70
18HU86006_102;CAST#1;42.85167;-48.95;30353;901;25-apr-86;05:25:00;35.069;277.7852;4;18.36;1;1.22;1;11.06;1;6;15.05;1.66
18HU86006_102;CAST#1;42.85167;-48.95;30352;1004;25-apr-86;05:25:00;35.059;NaN;9;18.1;1;1.23;1;11.18;1;0;14.72;1.62
18HU86006_102;CAST#1;42.85167;-48.95;30351;1105;25-apr-86;05:25:00;35.051;281.8046;4;17.01;1;1.21;1;11.12;1;6;14.06;1.53
18HU86006_102;CAST#1;42.85167;-48.95;30350;1204;25-apr-86;05:25:00;35.045;282.2512;4;18.05;1;1.22;1;11.19;1;6;14.80;1.61
18HU86006_102;CAST#1;42.85167;-48.95;30349;1405;25-apr-86;05:25:00;35.044;284.0376;4;17.77;1;1.24;1;11.33;1;6;14.33;1.57
18HU86006_102;CAST#1;42.85167;-48.95;30348;1613;25-apr-86;05:25:00;35.042;287.1638;4;17.52;1;1.22;1;11.36;1;6;14.36;1.54
18HU86006_102;CAST#1;42.85167;-48.95;30347;1816;25-apr-86;05:25:00;35.02;290.7366;4;16.95;1;1.2;1;11.16;1;6;14.13;1.52
18HU86006_102;CAST#1;42.85167;-48.95;30346;2016;25-apr-86;05:25:00;35.033;286.2706;4;16.97;1;1.24;1;12.85;1;6;13.69;1.32
18HU86006_102;CAST#1;42.85167;-48.95;30345;2246;25-apr-86;05:25:00;35.035;288.5036;4;17.14;1;1.26;1;12.96;1;6;13.60;1.32
18HU86006_102;CAST#1;42.85167;-48.95;30344;2357;25-apr-86;05:25:00;35.036;288.5036;4;17.17;1;1.28;1;12.56;1;6;13.41;1.37
18HU86006_102;CAST#1;42.85167;-48.95;30343;2405;25-apr-86;05:25:00;35.036;287.1638;4;17.12;1;1.18;1;12.62;1;6;14.51;1.36
18HU86006_102;CAST#1;42.85167;-48.95;30342;2461;25-apr-86;05:25:00;35.035;289.8434;4;16.9;1;1.22;1;13.3;1;6;13.85;1.27
18HU86006_114;CAST#1;43.30333;-48.935;30383;4;25-apr-86;09:34:00;NaN;413.5516;4;0.29;1;0.45;1;0.15;1;6;0.64;1.93
18HU86006_114;CAST#1;43.30333;-48.935;30382;94;25-apr-86;09:34:00;34.369;272.426;4;14;1;1.15;1;8.62;1;6;12.17;1.62
18HU86006_114;CAST#1;43.30333;-48.935;30381;196;25-apr-86;09:34:00;34.344;301.455;4;14.15;1;1.16;1;9.54;1;6;12.20;1.48
18HU86006_114;CAST#1;43.30333;-48.935;30380;296;25-apr-86;09:34:00;34.884;265.727;4;17.77;1;1.29;1;11.07;1;6;13.78;1.61
18HU86006_114;CAST#1;43.30333;-48.935;30379;398;25-apr-86;09:34:00;34.948;291.1832;4;16.65;1;1.21;1;9.68;1;6;13.76;1.72
18HU86006_114;CAST#1;43.30333;-48.935;30378;499;25-apr-86;09:34:00;35.045;260.8144;4;18.79;1;1.34;1;11.1;1;6;14.02;1.69
18HU86006_114;CAST#1;43.30333;-48.935;30377;601;25-apr-86;09:34:00;35.027;276.892;4;18.32;1;0;3;10.11;1;22;NaN;1.81
18HU86006_114;CAST#1;43.30333;-48.935;30376;700;25-apr-86;09:34:00;35.041;281.358;4;18.2;1;1.29;1;10.26;1;6;14.11;1.77
18HU86006_114;CAST#1;43.30333;-48.935;30375;802;25-apr-86;09:34:00;35.037;281.8046;4;18.18;1;1.29;1;10.12;1;6;14.09;1.80
18HU86006_114;CAST#1;43.30333;-48.935;30374;902;25-apr-86;09:34:00;35.025;285.824;4;18;1;1.26;1;10.14;1;6;14.29;1.78
18HU86006_114;CAST#1;43.30333;-48.935;30373;1005;25-apr-86;09:34:00;35.013;288.057;4;17.6;1;1.17;1;10.14;1;6;15.04;1.74
18HU86006_114;CAST#1;43.30333;-48.935;30372;1105;25-apr-86;09:34:00;35.014;291.1832;4;17.65;1;1.24;1;10.46;1;6;14.23;1.69
18HU86006_114;CAST#1;43.30333;-48.935;30371;1208;25-apr-86;09:34:00;35.006;293.4162;4;17.62;1;1.19;1;10.48;1;6;14.81;1.68
18HU86006_114;CAST#1;43.30333;-48.935;30370;1307;25-apr-86;09:34:00;35.002;294.3094;4;17.77;1;1.3;1;10.34;1;6;13.67;1.72
18HU86006_114;CAST#1;43.30333;-48.935;30369;1358;25-apr-86;09:34:00;35;294.756;4;17.83;1;1.23;1;10.49;1;6;14.50;1.70
18HU86006_114;CAST#1;43.30333;-48.935;30368;1409;25-apr-86;09:34:00;35.001;295.2026;4;17.78;1;1.24;1;10.27;1;6;14.34;1.73
18HU86006_114;CAST#1;43.30333;-48.935;30367;1461;25-apr-86;09:34:00;34.999;292.523;4;17.6;1;1.26;1;11.18;1;6;13.97;1.57
18HU86006_114;CAST#1;43.30333;-48.935;30366;1525;25-apr-86;09:34:00;35.006;292.523;4;17.61;1;1.31;1;11.02;1;6;13.44;1.60
18HU86006_114;CAST#1;43.30333;-48.935;30365;1629;25-apr-86;09:34:00;35.003;294.3094;4;17.79;1;1.26;1;10.61;1;6;14.12;1.68
18HU86006_114;CAST#1;43.30333;-48.935;30364;1678;25-apr-86;09:34:00;35.01;292.9696;4;17.83;1;1.34;1;10.96;1;6;13.31;1.63
18HU86006_114;CAST#1;43.30333;-48.935;30363;1731;25-apr-86;09:34:00;35.016;292.0764;4;17.5;1;1.31;1;11.81;1;6;13.36;1.48
18HU86006_127;CAST#1;43.74667;-48.91667;30393;3;25-apr-86;13:30:00;NaN;364.8722;4;7.99;1;0.98;1;8.24;1;6;8.15;0.97
18HU86006_127;CAST#1;43.74667;-48.91667;30392;94;25-apr-86;13:30:00;34.409;303.688;4;6.85;1;0.8;1;3.57;1;6;8.56;1.92
18HU86006_127;CAST#1;43.74667;-48.91667;30391;193;25-apr-86;13:30:00;34.171;314.853;4;13.98;1;1.13;1;10.07;1;6;12.37;1.39
18HU86006_127;CAST#1;43.74667;-48.91667;30390;296;25-apr-86;13:30:00;34.742;304.1346;4;15.5;1;1.17;1;10.36;1;6;13.25;1.50
18HU86006_127;CAST#1;43.74667;-48.91667;30389;409;25-apr-86;13:30:00;34.826;299.222;4;15.92;1;1.21;1;9.59;1;6;13.16;1.66
18HU86006_127;CAST#1;43.74667;-48.91667;30388;800;25-apr-86;13:30:00;35.012;284.4842;4;17.44;1;1.27;1;9.91;1;6;13.73;1.76
18HU86006_127;CAST#1;43.74667;-48.91667;30387;1018;25-apr-86;13:30:00;34.976;295.6492;4;17.09;1;1.26;1;9.5;1;6;13.56;1.80
18HU86006_127;CAST#1;43.74667;-48.91667;30386;1127;25-apr-86;13:30:00;34.979;299.222;4;17.22;1;1.2;1;10;1;6;14.35;1.72
18HU86006_127;CAST#1;43.74667;-48.91667;30385;1176;25-apr-86;13:30:00;34.982;299.222;4;17.32;1;1.2;1;10.32;1;6;14.43;1.68
18HU86006_127;CAST#1;43.74667;-48.91667;30384;1226;25-apr-86;13:30:00;34.979;297.4356;4;17.45;1;1.25;1;9.69;1;6;13.96;1.80
18HU86006_138;CAST#1;43.585;-48.23167;30414;4;25-apr-86;17:30:00;33.083;399.707;4;3.14;1;0.65;1;3.05;1;6;4.83;1.03
18HU86006_138;CAST#1;43.585;-48.23167;30413;94;25-apr-86;17:30:00;33.869;325.5714;4;12.54;1;1;1;8.94;1;6;12.54;1.40
18HU86006_138;CAST#1;43.585;-48.23167;30412;196;25-apr-86;17:30:00;34.548;264.8338;4;17.46;1;1.28;1;10.75;1;6;13.64;1.62
18HU86006_138;CAST#1;43.585;-48.23167;30411;293;25-apr-86;17:30:00;34.899;253.6688;4;18.78;1;1.29;1;11.3;1;6;14.56;1.66
18HU86006_138;CAST#1;43.585;-48.23167;30410;498;25-apr-86;17:30:00;35.047;267.96;4;18.16;1;1.23;1;10.7;1;6;14.76;1.70
18HU86006_138;CAST#1;43.585;-48.23167;30409;702;25-apr-86;17:30:00;35.079;276.892;4;17.66;1;1.24;1;10.37;1;6;14.24;1.70
18HU86006_138;CAST#1;43.585;-48.23167;30408;904;25-apr-86;17:30:00;34.975;304.5812;4;16.83;1;1.17;1;9.38;1;6;14.38;1.79
18HU86006_138;CAST#1;43.585;-48.23167;30407;1106;25-apr-86;17:30:00;34.977;307.7074;4;17.02;1;1.21;1;9.84;1;6;14.07;1.73
18HU86006_138;CAST#1;43.585;-48.23167;30406;1294;25-apr-86;17:30:00;34.978;301.455;4;17.07;1;1.23;1;9.61;1;6;13.88;1.78
18HU86006_138;CAST#1;43.585;-48.23167;30405;1504;25-apr-86;17:30:00;34.997;296.5424;4;17.45;1;1.24;1;10.22;1;6;14.07;1.71
18HU86006_138;CAST#1;43.585;-48.23167;30404;1711;25-apr-86;17:30:00;35.009;293.8628;4;17.25;1;1.22;1;11.54;1;6;14.14;1.49
18HU86006_138;CAST#1;43.585;-48.23167;30403;1917;25-apr-86;17:30:00;35.019;271.5328;4;16.94;1;1.24;1;11.19;1;6;13.66;1.51
18HU86006_138;CAST#1;43.585;-48.23167;30402;2125;25-apr-86;17:30:00;35.029;288.9502;4;16.94;1;1.44;1;11.72;1;6;11.76;1.45
18HU86006_138;CAST#1;43.585;-48.23167;30401;2330;25-apr-86;17:30:00;35.032;NaN;9;0;1;0.1;1;0;1;0;0.00;NaN
18HU86006_138;CAST#1;43.585;-48.23167;30400;2555;25-apr-86;17:30:00;35.032;287.6104;4;16.92;1;1.21;1;12.89;1;6;13.98;1.31
18HU86006_138;CAST#1;43.585;-48.23167;30399;2740;25-apr-86;17:30:00;35.03;288.9502;4;16.99;1;1.3;1;13.18;1;6;13.07;1.29
18HU86006_138;CAST#1;43.585;-48.23167;30398;2945;25-apr-86;17:30:00;35.025;290.7366;4;8.45;1;1.31;1;7.65;1;6;6.45;1.10
18HU86006_138;CAST#1;43.585;-48.23167;30397;3085;25-apr-86;17:30:00;35.019;291.6298;4;16.48;1;1.23;1;14.91;1;6;13.40;1.11
18HU86006_138;CAST#1;43.585;-48.23167;30396;3187;25-apr-86;17:30:00;35.009;291.6298;4;16.46;1;1.43;1;15.62;1;6;11.51;1.05
18HU86006_138;CAST#1;43.585;-48.23167;30395;3238;25-apr-86;17:30:00;35.009;292.523;4;16.59;1;1.28;1;16.17;1;6;12.96;1.03
18HU86006_138;CAST#1;43.585;-48.23167;30394;3288;25-apr-86;17:30:00;35.011;292.523;4;16.52;1;0;1;16.07;1;6;NaN;1.03
18HU86006_300;CAST#1;45.41333;-48.32;31187;3;04-may-86;10:46:00;NaN;421.1438;4;0.16;1;0.43;1;0;1;6;0.37;NaN
18HU86006_300;CAST#1;45.41333;-48.32;31186;43;04-may-86;10:46:00;32.81;382.2896;4;7.12;1;0.96;1;6.71;1;6;7.42;1.06
18HU86006_300;CAST#1;45.41333;-48.32;31185;103;04-may-86;10:46:00;32.969;374.6974;4;8.73;1;1.03;1;8.56;1;6;8.48;1.02
18HU86006_300;CAST#1;45.41333;-48.32;31184;165;04-may-86;10:46:00;33.281;343.4354;4;10.29;1;1.23;1;10.54;1;6;8.37;0.98
18HU86006_300;CAST#1;45.41333;-48.32;31183;221;04-may-86;10:46:00;33.623;320.6588;4;12.2;1;1.17;1;9.95;1;6;10.43;1.23
18HU86006_300;CAST#1;45.41333;-48.32;31182;284;04-may-86;10:46:00;34.453;312.62;4;15.53;1;1.16;1;9.23;1;6;13.39;1.68
18HU86006_300;CAST#1;45.41333;-48.32;31181;346;04-may-86;10:46:00;34.696;301.0084;4;16.48;1;1.32;1;9.75;1;6;12.48;1.69
18HU86006_300;CAST#1;45.41333;-48.32;31180;407;04-may-86;10:46:00;34.806;302.3482;4;17.4;1;1.2;1;10.41;1;6;14.50;1.67
18HU86006_300;CAST#1;45.41333;-48.32;31179;464;04-may-86;10:46:00;34.892;301.0084;4;17.81;1;1.3;1;9.83;1;6;13.70;1.81
