CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;OXYM_01;Q_OXYM;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
18HU86006_002;CAST#1;42.02667;-57.41167;30002;306;18-apr-86;19:16:00;35.455;NaN;9;21.36;1;1.08;1;9.99;1;0;19.78;2.14
18HU86006_002;CAST#1;42.02667;-57.41167;30001;1004;18-apr-86;19:16:00;34.998;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18HU86006_058;CAST#1;41.25333;-48.49833;30279;4;24-apr-86;09:55:00;NaN;299.6686;4;1.03;7;0.29;1;0.34;1;518;3.55;3.03
18HU86006_058;CAST#1;41.25333;-48.49833;30278;9;24-apr-86;09:55:00;NaN;247.4164;4;9.83;7;0.82;1;5.39;1;518;11.99;1.82
18HU86006_058;CAST#1;41.25333;-48.49833;30277;297;24-apr-86;09:55:00;34.818;217.9408;4;18.84;1;1.29;1;11.42;1;6;14.60;1.65
18HU86006_058;CAST#1;41.25333;-48.49833;30276;501;24-apr-86;09:55:00;34.888;258.1348;4;18.34;1;1.27;1;11.38;1;6;14.44;1.61
18HU86006_058;CAST#1;41.25333;-48.49833;30275;703;24-apr-86;09:55:00;35.124;249.2028;4;19.58;1;1.29;1;11.98;1;6;15.18;1.63
18HU86006_058;CAST#1;41.25333;-48.49833;30274;904;24-apr-86;09:55:00;35.09;265.727;4;18.67;1;1.27;1;11.18;1;6;14.70;1.67
18HU86006_058;CAST#1;41.25333;-48.49833;30273;1108;24-apr-86;09:55:00;35.07;280.0182;4;18.03;1;1.21;1;10.93;1;6;14.90;1.65
18HU86006_058;CAST#1;41.25333;-48.49833;30272;1312;24-apr-86;09:55:00;35.076;277.7852;4;18.08;1;1.23;1;11.64;1;6;14.70;1.55
18HU86006_058;CAST#1;41.25333;-48.49833;30271;1513;24-apr-86;09:55:00;35.084;278.2318;4;18.2;1;1.23;1;12.25;1;6;14.80;1.49
18HU86006_058;CAST#1;41.25333;-48.49833;30270;1717;24-apr-86;09:55:00;35.086;278.6784;4;18.39;1;1.24;1;13.31;1;6;14.83;1.38
18HU86006_058;CAST#1;41.25333;-48.49833;30269;1924;24-apr-86;09:55:00;35.082;276.892;4;18.58;1;1.23;1;14.53;1;6;15.11;1.28
18HU86006_058;CAST#1;41.25333;-48.49833;30268;2067;24-apr-86;09:55:00;35.08;280.9114;4;18.38;1;1.27;1;15.91;1;6;14.47;1.16
18HU86006_058;CAST#1;41.25333;-48.49833;30267;2333;24-apr-86;09:55:00;35.071;278.6784;4;18.32;1;1.28;1;17.26;1;6;14.31;1.06
18HU86006_058;CAST#1;41.25333;-48.49833;30266;2539;24-apr-86;09:55:00;35.043;288.5036;4;17.39;1;1.22;1;14.76;1;6;14.25;1.18
18HU86006_058;CAST#1;41.25333;-48.49833;30265;2693;24-apr-86;09:55:00;35.042;288.057;4;17.45;1;1.21;1;15.01;1;6;14.42;1.16
18HU86006_058;CAST#1;41.25333;-48.49833;30264;2845;24-apr-86;09:55:00;35.037;289.8434;4;17.44;1;1.23;1;15.61;1;6;14.18;1.12
18HU86006_058;CAST#1;41.25333;-48.49833;30263;2998;24-apr-86;09:55:00;35.026;290.7366;4;17.14;1;1.19;1;15.6;1;6;14.40;1.10
18HU86006_058;CAST#1;41.25333;-48.49833;30262;3172;24-apr-86;09:55:00;35.016;292.523;4;16.6;1;1.21;1;17.87;1;6;13.72;0.93
18HU86006_058;CAST#1;41.25333;-48.49833;30261;3275;24-apr-86;09:55:00;35.007;294.756;4;16.67;1;1.27;1;17.45;1;6;13.13;0.96
18HU86006_058;CAST#1;41.25333;-48.49833;30260;3326;24-apr-86;09:55:00;35.004;293.4162;4;16.84;1;1.24;1;18.85;1;6;13.58;0.89
18HU86006_058;CAST#1;41.25333;-48.49833;30259;3374;24-apr-86;09:55:00;35.006;295.2026;4;16.97;1;1.21;1;18.93;1;6;14.02;0.90
18HU86006_069;CAST#1;41.5;-49.00167;30300;5;24-apr-86;14:16:00;NaN;380.0566;4;0;1;0.29;1;0.24;1;6;0.00;0.00
18HU86006_069;CAST#1;41.5;-49.00167;30299;98;24-apr-86;14:16:00;34.419;202.7564;4;13.45;1;0.97;1;7.41;1;6;13.87;1.82
18HU86006_069;CAST#1;41.5;-49.00167;30298;298;24-apr-86;14:16:00;34.826;259.028;4;17.78;1;1.17;1;11.41;1;6;15.20;1.56
18HU86006_069;CAST#1;41.5;-49.00167;30297;500;24-apr-86;14:16:00;35.14;230.4456;4;20.67;1;1.3;1;12.84;1;6;15.90;1.61
18HU86006_069;CAST#1;41.5;-49.00167;30296;705;24-apr-86;14:16:00;35.102;262.6008;4;18.37;1;1.18;1;11.5;1;6;15.57;1.60
18HU86006_069;CAST#1;41.5;-49.00167;30295;907;24-apr-86;14:16:00;35.044;279.125;4;17.87;1;1.14;1;10.77;1;6;15.68;1.66
18HU86006_069;CAST#1;41.5;-49.00167;30294;1110;24-apr-86;14:16:00;35.036;281.8046;4;18.03;1;1.15;1;11.56;1;6;15.68;1.56
18HU86006_069;CAST#1;41.5;-49.00167;30293;1313;24-apr-86;14:16:00;35.056;286.2706;4;17.67;1;1.17;1;11.43;1;6;15.10;1.55
18HU86006_069;CAST#1;41.5;-49.00167;30292;1513;24-apr-86;14:16:00;35.073;280.4648;4;17.75;1;1.17;1;12.27;1;6;15.17;1.45
18HU86006_069;CAST#1;41.5;-49.00167;30291;1720;24-apr-86;14:16:00;35.079;277.3386;4;18.35;1;1.22;1;14.22;1;6;15.04;1.29
18HU86006_069;CAST#1;41.5;-49.00167;30290;1923;24-apr-86;14:16:00;35.077;277.3386;4;18.56;1;1.2;1;16.58;1;6;15.47;1.12
18HU86006_069;CAST#1;41.5;-49.00167;30289;2126;24-apr-86;14:16:00;35.049;284.9308;4;17.48;1;1.19;1;14.89;1;6;14.69;1.17
18HU86006_069;CAST#1;41.5;-49.00167;30288;2330;24-apr-86;14:16:00;35.045;284.0376;4;17.41;1;1.15;1;15.09;1;6;15.14;1.15
18HU86006_069;CAST#1;41.5;-49.00167;30287;2537;24-apr-86;14:16:00;35.036;287.1638;4;17.06;1;1.13;1;19.94;1;6;15.10;0.86
18HU86006_069;CAST#1;41.5;-49.00167;30286;2740;24-apr-86;14:16:00;35.03;289.3968;4;17.03;1;1.13;1;14.8;1;6;15.07;1.15
18HU86006_069;CAST#1;41.5;-49.00167;30285;2945;24-apr-86;14:16:00;35.023;291.1832;4;16.84;1;0;1;15.45;1;6;NaN;1.09
18HU86006_069;CAST#1;41.5;-49.00167;30284;3047;24-apr-86;14:16:00;35.018;291.6298;4;16.6;1;1.14;1;16.82;1;6;14.56;0.99
18HU86006_069;CAST#1;41.5;-49.00167;30283;3201;24-apr-86;14:16:00;35.007;292.9696;4;16.53;1;1.13;1;18.56;1;6;14.63;0.89
18HU86006_069;CAST#1;41.5;-49.00167;30282;3301;24-apr-86;14:16:00;35.002;294.756;4;16.59;1;1.13;1;17.64;1;6;14.68;0.94
18HU86006_069;CAST#1;41.5;-49.00167;30281;3352;24-apr-86;14:16:00;35.001;296.0958;4;16.53;1;1.14;1;17.04;1;6;14.50;0.97
18HU86006_069;CAST#1;41.5;-49.00167;30280;3397;24-apr-86;14:16:00;35.001;296.0958;4;16.48;1;1.17;1;17.08;1;6;14.09;0.96
18HU86006_080;CAST#1;41.955;-48.98167;30321;3;24-apr-86;18:42:00;NaN;357.7266;4;0;1;0.33;1;0;1;6;0.00;NaN
18HU86006_080;CAST#1;41.955;-48.98167;30320;94;24-apr-86;18:42:00;34.656;260.8144;4;10.91;1;0.91;1;6.25;1;6;11.99;1.75
18HU86006_080;CAST#1;41.955;-48.98167;30319;194;24-apr-86;18:42:00;34.848;176.407;4;19.2;1;1.38;1;10.47;1;6;13.91;1.83
18HU86006_080;CAST#1;41.955;-48.98167;30318;295;24-apr-86;18:42:00;34.837;281.8046;4;18.53;1;1.36;1;11.6;1;6;13.63;1.60
18HU86006_080;CAST#1;41.955;-48.98167;30317;493;24-apr-86;18:42:00;35.163;252.7756;4;18.98;1;1.3;1;11.54;1;6;14.60;1.64
18HU86006_080;CAST#1;41.955;-48.98167;30316;693;24-apr-86;18:42:00;35.062;265.727;4;18.39;1;1.28;1;10.93;1;6;14.37;1.68
18HU86006_080;CAST#1;41.955;-48.98167;30315;884;24-apr-86;18:42:00;35.103;272.426;4;18.24;1;1.16;1;11.56;1;6;15.72;1.58
18HU86006_080;CAST#1;41.955;-48.98167;30314;1082;24-apr-86;18:42:00;35.039;287.1638;4;17.55;1;1.11;1;10.61;1;6;15.81;1.65
18HU86006_080;CAST#1;41.955;-48.98167;30313;1284;24-apr-86;18:42:00;35.022;285.824;4;17.73;1;1.14;1;11.18;1;6;15.55;1.59
18HU86006_080;CAST#1;41.955;-48.98167;30312;1489;24-apr-86;18:42:00;35.037;283.1444;4;17.54;1;1.16;1;12.08;1;6;15.12;1.45
18HU86006_080;CAST#1;41.955;-48.98167;30311;1699;24-apr-86;18:42:00;35.025;282.2512;4;17.56;1;1.15;1;13.37;1;6;15.27;1.31
18HU86006_080;CAST#1;41.955;-48.98167;30310;1912;24-apr-86;18:42:00;35.043;287.1638;4;17.38;1;1.16;1;12.31;1;6;14.98;1.41
18HU86006_080;CAST#1;41.955;-48.98167;30309;2115;24-apr-86;18:42:00;35.046;284.0376;4;17.42;1;1.15;1;14.02;1;6;15.15;1.24
18HU86006_080;CAST#1;41.955;-48.98167;30308;2320;24-apr-86;18:42:00;35.043;284.4842;4;17.06;1;1.09;1;14.81;1;6;15.65;1.15
18HU86006_080;CAST#1;41.955;-48.98167;30307;2530;24-apr-86;18:42:00;35.038;285.3774;4;17.14;1;1.01;1;14.45;1;6;16.97;1.19
18HU86006_080;CAST#1;41.955;-48.98167;30306;2738;24-apr-86;18:42:00;35.034;287.6104;4;17.12;1;0.99;1;15.12;1;6;17.29;1.13
