CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TE90;DOXY;OXYM_01;CHL_03;FLOR;NO2_01;Q_NO2;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mmol/m**3);(mg/m**3);(mg/m**3);(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
18TL12002_1233;1011;47.86517;-59.55683;347546;16.36;12-aug-12;19:45:00;31.67;6.28;328.9209;329.43449;NaN;5.572;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18TL12002_1233;1011;47.86517;-59.55683;347545;148.59;12-aug-12;19:45:00;33.49;3.88;235.8048;235.67082;NaN;0.213;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18TL12002_1233;1011;47.86517;-59.55683;347544;247.95;12-aug-12;19:45:00;34.78;7.01;161.93716;162.83036;NaN;0.159;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18TL12002_1234;1021;47.89767;-59.94683;347550;4.86;12-aug-12;22:44:00;30.83;19.51;246.70184;251.41347;NaN;1.668;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18TL12002_1234;1021;47.89767;-59.94683;347549;29.55;12-aug-12;22:44:00;31.6;3.75;339.14804;339.52765;NaN;4.709;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18TL12002_1234;1021;47.89767;-59.94683;347548;250.73;12-aug-12;22:44:00;34.69;6.6;147.19936;147.06538;NaN;0.173;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18TL12002_1234;1021;47.89767;-59.94683;347547;480.17;12-aug-12;22:44:00;34.9;5.26;191.3681;193.24382;NaN;0.179;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18TL12002_1235;1051;47.6;-59.89967;347556;5.06;13-aug-12;04:46:00;30.51;19.9;251.83774;246.25524;0.52;1.9;0.005;1;0.01;1;0.05;2;0.915;1;2054;0.20;0.01
18TL12002_1235;1051;47.6;-59.89967;347555;14.97;13-aug-12;04:46:00;31.55;8.25;351.96546;334.61505;0.445;1.404;0.01;1;0.015;1;0.275;1;0.705;1;6;0.05;0.02
18TL12002_1235;1051;47.6;-59.89967;347554;40.06;13-aug-12;04:46:00;32.02;2.51;326.50926;NaN;0.5;13.449;0.2;1;2.695;1;0.675;1;0.7;2;2048;3.99;3.85
18TL12002_1235;1051;47.6;-59.89967;347553;50.17;13-aug-12;04:46:00;32.18;1.91;321.19472;NaN;0.8;4.491;0.265;1;4.745;1;0.795;1;3.365;1;0;5.97;1.41
18TL12002_1235;1051;47.6;-59.89967;347552;249.84;13-aug-12;04:46:00;34.69;6.61;150.90614;151.19643;NaN;0.18;0.02;1;22.65;1;1.64;1;21.145;1;6;13.81;1.07
18TL12002_1235;1051;47.6;-59.89967;347551;516;13-aug-12;04:46:00;34.9;5.24;190.20694;192.73023;NaN;0.181;0.02;1;21.495;1;1.615;1;26.76;1;6;13.31;0.80
18TL12002_1236;1061;47.61383;-60.13083;347560;4.96;13-aug-12;08:09:00;30.37;19.68;243.21836;248.39892;NaN;2.523;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18TL12002_1236;1061;47.61383;-60.13083;347559;13.98;13-aug-12;08:09:00;31.15;11.2;315.88018;302.7948;NaN;1.958;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18TL12002_1236;1061;47.61383;-60.13083;347558;250.83;13-aug-12;08:09:00;34.76;6.77;153.94302;158.02941;NaN;0.172;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18TL12002_1236;1061;47.61383;-60.13083;347557;497.1;13-aug-12;08:09:00;34.91;5.24;191.85936;193.55644;NaN;0.182;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18TL12002_1237;1101;47.8405;-60.621;347563;149.88;13-aug-12;16:00:00;33.55;4.01;223.5233;NaN;NaN;0.207;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18TL12002_1237;1101;47.8405;-60.621;347562;169.6;13-aug-12;16:00:00;33.87;4.88;191.54674;NaN;NaN;0.209;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18TL12002_1237;1101;47.8405;-60.621;347561;297.27;13-aug-12;16:00:00;34.72;5.91;133.44408;NaN;NaN;0.206;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
18TL12002_1238;1111;47.88717;-60.22467;347569;5.85;13-aug-12;20:21:00;30.73;19.23;247.6397;255.03093;0.5;2.357;0.01;1;0.01;1;0.145;1;0.76;1;6;0.07;0.01
18TL12002_1238;1111;47.88717;-60.22467;347568;16.06;13-aug-12;20:21:00;30.93;17.98;259.6979;253.53482;0.41;3.06;0.01;1;0.015;1;0.17;1;0.865;1;6;0.09;0.02
18TL12002_1238;1111;47.88717;-60.22467;347567;22.51;13-aug-12;20:21:00;31.29;8.56;304.84916;318.76075;3.515;2.324;0.005;1;0.015;1;0.34;1;0.995;1;6;0.04;0.02
18TL12002_1238;1111;47.88717;-60.22467;347566;50.17;13-aug-12;20:21:00;31.84;1.38;348.74994;348.99557;1.16;1.124;0.225;1;2.03;1;0.685;1;1.7;1;6;2.96;1.19
18TL12002_1238;1111;47.88717;-60.22467;347565;249.04;13-aug-12;20:21:00;34.66;6.44;141.92948;141.90715;NaN;0.195;0.02;1;23.12;1;1.715;1;23.61;1;6;13.48;0.98
18TL12002_1238;1111;47.88717;-60.22467;347564;477.31;13-aug-12;20:21:00;34.9;5.27;187.61666;189.67102;NaN;0.193;0.015;1;21.4;1;1.625;1;26.785;1;6;13.17;0.80
