CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PSAL;TE90;DOXY;OXYM_01;CHL_03;FLOR;NO2_01;Q_NO2;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(psu);(celsius);(ml/l);(mmol/m**3);(mg/m**3);(mg/m**3);(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
18TL13030_1306;611;47.82483;-59.77383;349205;14.38;13-aug-13;10:07:00;31.06;15.17;279.92888;276.24443;NaN;4.597;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18TL13030_1306;611;47.82483;-59.77383;349204;49.48;13-aug-13;10:07:00;32.1;1.91;335.75388;338.65678;NaN;1.108;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18TL13030_1306;611;47.82483;-59.77383;349203;250.83;13-aug-13;10:07:00;34.5;5.67;165.37598;166.15753;NaN;0.207;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18TL13030_1306;611;47.82483;-59.77383;349202;455.24;13-aug-13;10:07:00;34.89;5.41;170.33324;169.32839;NaN;0.25;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18TL13030_1307;631;47.65583;-59.41317;349210;2.88;13-aug-13;16:52:00;30.94;17.22;268.54058;NaN;1.02;1.337;0.01;1;0;1;0.115;1;0.665;1;0;0.00;0.00
18TL13030_1307;631;47.65583;-59.41317;349209;15.07;13-aug-13;16:52:00;31.92;5.16;331.46652;329.90342;0.89;1.88;0.13;1;1.665;1;0.47;1;1.44;1;6;3.54;1.16
18TL13030_1307;631;47.65583;-59.41317;349208;21.62;13-aug-13;16:52:00;32.01;3.69;344.95384;NaN;1.415;3.38;0.11;1;0.925;1;0.47;1;0.665;1;0;1.97;1.39
18TL13030_1307;631;47.65583;-59.41317;349207;49.68;13-aug-13;16:52:00;32.35;2.06;324.32092;327.1345;0.265;0.83;0.205;1;5.05;1;0.73;1;3.545;1;6;6.92;1.42
18TL13030_1307;631;47.65583;-59.41317;349206;236.67;13-aug-13;16:52:00;34.51;5.59;179.04194;177.79146;NaN;0.309;0.035;1;20.325;1;1.43;1;19.825;1;6;14.21;1.03
18TL13030_1308;651;47.611;-59.912;349215;1.29;13-aug-13;21:35:00;30.95;17.46;274.79298;NaN;2.005;9.271;0.01;1;0.00333;1;0.04667;2;0.56;1;2048;0.07;0.01
18TL13030_1308;651;47.611;-59.912;349216;7.64;13-aug-13;21:35:00;30.95;17.43;274.79298;NaN;2.06;10.632;0.005;1;0;1;0.035;2;0.545;1;2048;0.00;0.00
18TL13030_1308;651;47.611;-59.912;349214;14.18;13-aug-13;21:35:00;31.24;11.71;313.37922;303.28606;0.885;4.132;0.01;1;0;1;0.185;1;0.74;1;6;0.00;0.00
18TL13030_1308;651;47.611;-59.912;349213;50.57;13-aug-13;21:35:00;32.16;2.95;332.98496;335.75388;0.66;1.633;0.275;1;1.93;1;0.555;1;0.875;2;2054;3.48;2.21
18TL13030_1308;651;47.611;-59.912;349212;250.34;13-aug-13;21:35:00;34.48;5.71;156.26534;155.79641;NaN;0.219;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18TL13030_1308;651;47.611;-59.912;349211;515.3;13-aug-13;21:35:00;34.9;5.39;170.10994;169.0381;NaN;0.191;0.025;1;22.115;1;1.68;1;32.37;1;6;13.16;0.68
18TL13030_1309;671;47.56433;-60.34767;349220;14.87;14-aug-13;02:48:00;31.37;11.67;315.9695;303.97829;NaN;4.526;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18TL13030_1309;671;47.56433;-60.34767;349219;50.47;14-aug-13;02:48:00;32.19;2.75;330.484;332.38205;NaN;1.222;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18TL13030_1309;671;47.56433;-60.34767;349218;250.24;14-aug-13;02:48:00;34.62;6.01;146.35082;144.43044;NaN;0.203;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18TL13030_1309;671;47.56433;-60.34767;349217;423.89;14-aug-13;02:48:00;34.89;5.39;170.64586;170.33324;NaN;0.207;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18TL13030_1310;691;47.85417;-60.32233;349225;2.28;14-aug-13;07:47:00;31.04;16.5;277.65122;NaN;2.32;8.797;0.00667;1;0.00667;1;0.01667;1;0.56;1;0;0.40;0.01
18TL13030_1310;691;47.85417;-60.32233;349226;9.22;14-aug-13;07:47:00;31.09;15.52;282.96576;NaN;2.41;9.229;0.00667;1;0.00667;1;0.03;1;0.55;1;0;0.22;0.01
18TL13030_1310;691;47.85417;-60.32233;349224;15.07;14-aug-13;07:47:00;31.47;10.98;313.15592;309.00254;1.05;3.95;0.005;1;0;1;0.155;1;0.64;1;6;0.00;0.00
18TL13030_1310;691;47.85417;-60.32233;349223;50.86;14-aug-13;07:47:00;32.29;1.89;329.41216;330.55099;0.195;0.633;0.21;1;4.725;1;0.73;1;3.3;1;6;6.47;1.43
18TL13030_1310;691;47.85417;-60.32233;349222;250.43;14-aug-13;07:47:00;34.54;5.68;161.75852;161.20027;NaN;0.227;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18TL13030_1310;691;47.85417;-60.32233;349221;470.28;14-aug-13;07:47:00;34.88;5.37;173.81672;172.8342;NaN;0.215;0.02;1;21.965;1;1.635;1;30.395;1;6;13.43;0.72
