CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;terrain;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PRES;PSAL_BS;Q_PSAL;OXYM_01;Q_OXYM;TEMP_XX;Q_TEMP_RT;CHL_03;Q_CHL;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(dbar);(PSU);((none));(mmol/m**3);((none));(celsius);((none));(mg/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
18HU05656_002;STN27;47.5457;-52.5858;260507;6;28-nov-05;21:38:00;5.59;31.59;1;314.9;4;5.46;1;0.86;1;1.01;1;0.3;1;3.14;1;6;3.37;0.32
18HU05656_002;STN27;47.5457;-52.5858;260506;10;28-nov-05;21:38:00;10.15;31.59;1;315.3;4;5.47;1;0.86;1;1.65;1;0.28;1;3.04;1;6;5.89;0.54
18HU05656_002;STN27;47.5457;-52.5858;260505;20;28-nov-05;21:38:00;20.09;31.61;1;316.6;4;5.23;1;0.95;1;1.55;1;0.32;1;3.44;1;6;4.84;0.45
18HU05656_002;STN27;47.5457;-52.5858;260504;30;28-nov-05;21:38:00;30.16;31.64;1;317.1;4;5.07;1;0.89;1;1.35;1;0.33;1;3.33;1;6;4.09;0.41
18HU05656_002;STN27;47.5457;-52.5858;260503;40;28-nov-05;21:38:00;40.02;31.83;1;324.7;4;4.13;1;1.04;1;1.89;1;0.32;1;3.51;1;6;5.91;0.54
18HU05656_002;STN27;47.5457;-52.5858;260502;50;28-nov-05;21:38:00;50.46;32.17;1;325.1;4;3.24;1;0.28;1;2.59;1;0.29;1;3.51;1;6;8.93;0.74
18HU05656_002;STN27;47.5457;-52.5858;260501;75;28-nov-05;21:38:00;75.64;32.52;1;326.5;4;2.81;1;0.23;1;2.44;1;0.45;1;4.1;1;6;5.42;0.60
18HU05656_002;STN27;47.5457;-52.5858;260500;99;28-nov-05;21:38:00;99.94;32.58;1;327.8;4;0.3;1;0.09;1;6.24;1;0.55;1;6.47;1;6;11.35;0.96
18HU05656_002;STN27;47.5457;-52.5858;260499;152;28-nov-05;21:38:00;153.06;32.99;1;310.4;4;-0.74;1;0.04;1;9.49;1;0.68;1;9.95;1;6;13.96;0.95
18HU05656_002;STN27;47.5457;-52.5858;260498;169;28-nov-05;21:38:00;169.91;33.36;1;285.4;4;-0.38;1;0.07;1;13.14;1;0.94;1;17.56;1;6;13.98;0.75
18HU05656_113;SEGB-01;46.5833;-52.9333;260512;5;29-nov-05;03:44:00;5.1;31.64;1;314.9;4;5.6;1;0.85;1;0.7;1;0.2;1;2.34;1;6;3.50;0.30
18HU05656_113;SEGB-01;46.5833;-52.9333;260511;10;29-nov-05;03:44:00;10.19;31.64;1;314;4;5.61;1;0.84;1;0.73;1;0.2;1;2.29;1;6;3.65;0.32
18HU05656_113;SEGB-01;46.5833;-52.9333;260510;20;29-nov-05;03:44:00;19.78;31.66;1;314.4;4;5.61;1;0.84;1;0.64;1;0.22;1;2.38;1;6;2.91;0.27
18HU05656_113;SEGB-01;46.5833;-52.9333;260509;31;29-nov-05;03:44:00;31.23;31.68;1;314.4;4;5.61;1;0.77;1;1.69;1;0.27;1;2.76;1;6;6.26;0.61
18HU05656_113;SEGB-01;46.5833;-52.9333;260508;48;29-nov-05;03:44:00;48.7;32.13;1;314;4;3.54;1;0.16;1;4.68;1;0.37;1;4.39;1;6;12.65;1.07
18HU05656_225;SEGB-02;46.5;-52.85;260513;173;29-nov-05;04:44:00;174.54;33.31;1;286.3;4;-0.46;1;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18HU05656_264;SEGB-03;46.35;-52.7333;260523;5;29-nov-05;05:56:00;4.86;31.66;1;314.4;4;5.63;1;0.74;1;1.22;1;0.27;1;2.83;1;6;4.52;0.43
18HU05656_264;SEGB-03;46.35;-52.7333;260522;10;29-nov-05;05:56:00;9.81;31.66;1;314.4;4;5.63;1;0.64;1;0.83;1;0.21;1;2.34;1;6;3.95;0.35
18HU05656_264;SEGB-03;46.35;-52.7333;260521;20;29-nov-05;05:56:00;19.87;31.8;1;312.6;4;5.75;1;0.46;1;0.59;1;0.29;1;2.62;1;6;2.03;0.23
18HU05656_264;SEGB-03;46.35;-52.7333;260520;30;29-nov-05;05:56:00;30.1;31.99;1;313.1;4;4.98;1;0.2;1;1.13;1;0.25;1;2.75;1;6;4.52;0.41
18HU05656_264;SEGB-03;46.35;-52.7333;260519;40;29-nov-05;05:56:00;40.23;32.24;1;320.7;4;3.17;1;0.14;1;2.62;1;0.31;1;3.56;1;6;8.45;0.74
18HU05656_264;SEGB-03;46.35;-52.7333;260518;50;29-nov-05;05:56:00;50.25;32.4;1;328.2;4;1.38;1;0.06;1;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18HU05656_264;SEGB-03;46.35;-52.7333;260517;75;29-nov-05;05:56:00;75.34;32.75;1;333.2;4;-1.24;1;0.05;1;9.4;1;0.64;1;8.08;1;6;14.69;1.16
18HU05656_264;SEGB-03;46.35;-52.7333;260516;99;29-nov-05;05:56:00;100.19;33.1;1;308.2;4;-0.82;1;0.05;1;11.27;2;0.97;1;11.93;1;2054;11.62;0.94
18HU05656_264;SEGB-03;46.35;-52.7333;260515;150;29-nov-05;05:56:00;150.98;33.37;1;281.4;4;-0.36;1;NaN;9;13.51;2;0.92;1;17.39;2;2054;14.68;0.78
18HU05656_264;SEGB-03;46.35;-52.7333;260514;167;29-nov-05;05:56:00;168.3;33.37;1;280.5;4;-0.34;1;NaN;9;13.32;1;0.75;1;17.3;2;2054;17.76;0.77
18HU05656_284;SEGB-04;46.2083;-52.6083;260524;124;29-nov-05;07:52:00;124.98;33.35;1;281.8;4;-0.4;1;NaN;9;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18HU05656_304;SEGB-05;46.07;-52.5;260532;5;29-nov-05;08:55:00;5.08;31.95;1;305;4;6.76;1;0.77;1;0.32;1;0.23;1;1.86;1;6;1.39;0.17
18HU05656_304;SEGB-05;46.07;-52.5;260531;10;29-nov-05;08:55:00;9.92;31.95;1;305;4;6.76;1;0.77;1;0.32;1;0.23;1;2.24;1;6;1.39;0.14
18HU05656_304;SEGB-05;46.07;-52.5;260530;20;29-nov-05;08:55:00;19.95;31.95;1;305.5;4;6.74;1;0.79;1;0.06;1;0.19;1;2.15;1;6;0.32;0.03
18HU05656_304;SEGB-05;46.07;-52.5;260529;30;29-nov-05;08:55:00;30.32;31.94;1;305.9;4;6.69;1;0.69;1;0.62;1;0.24;1;2.53;1;6;2.58;0.25
18HU05656_304;SEGB-05;46.07;-52.5;260528;40;29-nov-05;08:55:00;40.55;32.29;1;305;4;4.15;1;0.2;1;2.39;1;0.3;1;3.95;1;6;7.97;0.61
18HU05656_304;SEGB-05;46.07;-52.5;260527;50;29-nov-05;08:55:00;50.41;32.85;1;291.6;4;0.4;1;0.15;1;7.66;1;0.76;1;9.82;1;6;10.08;0.78
18HU05656_304;SEGB-05;46.07;-52.5;260526;75;29-nov-05;08:55:00;75.34;32.99;1;268;4;0.18;1;0.08;1;9.92;1;0.9;1;12.85;1;6;11.02;0.77
