CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
181079022_102;19;42.565;-65.915;4277;20;08-aug-79;09:07:00;20;NaN;9;309.0472;4;0.585;7;0.43;7;1.065;1;518;1.36;0.55
181079022_102;19;42.565;-65.915;4278;20;08-aug-79;09:07:00;20;NaN;9;311.7268;4;0.155;7;0.51;7;0.97;1;518;0.30;0.16
181079022_102;19;42.565;-65.915;4276;30;08-aug-79;09:07:00;30;NaN;9;309.4938;4;0.135;1;0.55;1;1.28;1;6;0.25;0.11
181079022_102;19;42.565;-65.915;4274;50;08-aug-79;09:07:00;50;NaN;9;283.1444;4;7.475;7;0.985;7;5.9;1;518;7.59;1.27
181079022_102;19;42.565;-65.915;4275;50;08-aug-79;09:07:00;50;NaN;9;261.261;4;7.405;7;1.205;7;5.7;1;518;6.15;1.30
181079022_102;19;42.565;-65.915;4273;74;08-aug-79;09:07:00;75;NaN;9;253.2222;4;7.38;1;0.96;1;5.56;1;6;7.69;1.33
181079022_102;19;42.565;-65.915;4271;99;08-aug-79;09:07:00;100;33.456;7;256.3484;4;10.195;7;1.02;7;6.945;1;518;10.00;1.47
181079022_102;19;42.565;-65.915;4272;99;08-aug-79;09:07:00;100;33.5345;7;256.3484;4;9.765;7;1;7;6.81;1;518;9.77;1.43
181079022_114;20;42.85167;-65.83667;4287;10;08-aug-79;15:10:00;10;NaN;9;311.7268;4;0.295;1;0.445;1;1.465;1;6;0.66;0.20
181079022_114;20;42.85167;-65.83667;4286;20;08-aug-79;15:10:00;20;NaN;9;309.0472;4;0.505;1;0.515;1;2.46;1;6;0.98;0.21
181079022_114;20;42.85167;-65.83667;4285;30;08-aug-79;15:10:00;30;NaN;9;286.7172;4;3.045;1;0.58;1;3.055;1;6;5.25;1.00
181079022_114;20;42.85167;-65.83667;4284;40;08-aug-79;15:10:00;40;NaN;9;268.8532;4;5.825;1;0.735;1;4.635;1;6;7.93;1.26
181079022_114;20;42.85167;-65.83667;4282;50;08-aug-79;15:10:00;50;NaN;9;257.2416;4;8.21;7;0.885;1;6.09;1;518;9.28;1.35
181079022_114;20;42.85167;-65.83667;4283;50;08-aug-79;15:10:00;50;NaN;9;257.2416;4;8.04;7;0.885;1;6.76;1;518;9.08;1.19
181079022_114;20;42.85167;-65.83667;4281;74;08-aug-79;15:10:00;75;NaN;9;250.096;4;7.94;1;0.905;1;5.885;1;6;8.77;1.35
181079022_114;20;42.85167;-65.83667;4280;100;08-aug-79;15:10:00;101;33.559;1;253.6688;4;9.365;1;0.975;1;6.665;1;6;9.61;1.41
181079022_127;21;43.19167;-65.74167;4295;10;08-aug-79;21:00:00;10;NaN;9;179.5332;4;4.68;7;0.95;7;4.755;1;518;4.93;0.98
181079022_127;21;43.19167;-65.74167;4296;10;08-aug-79;21:00:00;10;NaN;9;164.7954;4;4.165;7;0.835;7;4.32;1;518;4.99;0.96
181079022_127;21;43.19167;-65.74167;4294;20;08-aug-79;21:00:00;20;NaN;9;160.3294;4;4.625;1;0.87;1;4.81;1;6;5.32;0.96
181079022_127;21;43.19167;-65.74167;4292;30;08-aug-79;21:00:00;30;NaN;9;131.747;4;4.74;7;1.015;7;5.27;1;518;4.67;0.90
181079022_127;21;43.19167;-65.74167;4293;30;08-aug-79;21:00:00;30;NaN;9;228.6592;4;4.7;7;0.98;7;4.845;1;518;4.80;0.97
181079022_127;21;43.19167;-65.74167;4290;35;08-aug-79;21:00:00;35;NaN;9;280.0182;4;4.61;7;0.875;7;5.155;1;518;5.27;0.89
181079022_127;21;43.19167;-65.74167;4291;35;08-aug-79;21:00:00;35;NaN;9;163.9022;4;4.65;7;0.835;7;4.78;1;518;5.57;0.97
181079022_127;21;43.19167;-65.74167;4288;42;08-aug-79;21:00:00;42;32.7115;1;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
181079022_127;21;43.19167;-65.74167;4289;42;08-aug-79;21:00:00;42;NaN;9;NaN;9;4.58;1;0.905;1;4.635;1;0;5.06;0.99
181079022_149;23;43.10833;-65.775;4305;10;08-aug-79;22:12:00;10;NaN;9;252.329;4;6.28;1;0.855;1;4.83;1;6;7.35;1.30
181079022_149;23;43.10833;-65.775;4304;20;08-aug-79;22:12:00;20;NaN;9;254.1154;4;6.555;1;0.91;1;5.15;1;6;7.20;1.27
181079022_149;23;43.10833;-65.775;4303;30;08-aug-79;22:12:00;30;NaN;9;253.6688;4;6.815;1;0.98;1;5.725;1;6;6.95;1.19
181079022_149;23;43.10833;-65.775;4302;40;08-aug-79;22:12:00;40;NaN;9;131.3004;4;7;1;0.885;1;5.22;1;6;7.91;1.34
181079022_149;23;43.10833;-65.775;4300;50;08-aug-79;22:12:00;50;NaN;9;242.9504;4;7.47;7;0.935;7;5.635;1;518;7.99;1.33
181079022_149;23;43.10833;-65.775;4301;50;08-aug-79;22:12:00;50;NaN;9;188.9118;4;7.51;7;0.93;7;5.76;1;518;8.08;1.30
181079022_149;23;43.10833;-65.775;4299;74;08-aug-79;22:12:00;75;NaN;9;260.3678;4;7.475;1;1.01;1;5.69;1;6;7.40;1.31
181079022_149;23;43.10833;-65.775;4297;81;08-aug-79;22:12:00;82;33.3595;7;209.902;4;7.23;7;0.99;7;5.34;1;518;7.30;1.35
181079022_149;23;43.10833;-65.775;4298;81;08-aug-79;22:12:00;82;33.3645;7;257.2416;4;7.375;7;0.985;7;5.575;1;518;7.49;1.32
181079022_160;24;43.03333;-65.78333;4314;10;08-aug-79;22:52:00;10;NaN;9;297.8822;4;2.105;1;0.75;1;2.33;1;6;2.81;0.90
181079022_160;24;43.03333;-65.78333;4313;20;08-aug-79;22:52:00;20;NaN;9;292.523;4;2.84;1;1.415;2;2.54;1;2054;2.01;1.12
181079022_160;24;43.03333;-65.78333;4312;30;08-aug-79;22:52:00;30;NaN;9;282.6978;4;4.665;1;0.845;1;3.79;1;6;5.52;1.23
181079022_160;24;43.03333;-65.78333;4311;40;08-aug-79;22:52:00;40;NaN;9;275.5522;4;4.565;1;0.81;1;4.48;1;6;5.64;1.02
181079022_160;24;43.03333;-65.78333;4309;50;08-aug-79;22:52:00;50;NaN;9;252.7756;4;8.79;7;1.085;7;6.915;1;518;8.10;1.27
181079022_160;24;43.03333;-65.78333;4310;50;08-aug-79;22:52:00;50;NaN;9;257.6882;4;7.395;7;0.93;7;5.71;1;518;7.95;1.30
181079022_160;24;43.03333;-65.78333;4308;74;08-aug-79;22:52:00;75;NaN;9;255.4552;4;8.755;1;0.995;1;6.725;1;6;8.80;1.30
181079022_160;24;43.03333;-65.78333;4306;99;08-aug-79;22:52:00;100;33.424;7;135.7664;4;8.605;7;1.01;7;6.765;1;518;8.52;1.27
181079022_160;24;43.03333;-65.78333;4307;99;08-aug-79;22:52:00;100;33.4215;7;254.1154;4;8.63;7;1.06;7;7.175;1;518;8.14;1.20
181079022_171;25;42.95;-65.81667;4323;10;09-aug-79;00:34:00;10;NaN;9;288.057;4;3.13;1;0.75;1;3;1;6;4.17;1.04
181079022_171;25;42.95;-65.81667;4322;20;09-aug-79;00:34:00;20;NaN;9;265.727;4;7.9;1;1.09;1;5.39;1;6;7.25;1.47
181079022_171;25;42.95;-65.81667;4321;30;09-aug-79;00:34:00;30;NaN;9;265.727;4;7.83;1;1.085;1;5.365;1;6;7.22;1.46
181079022_171;25;42.95;-65.81667;4319;50;09-aug-79;00:34:00;50;NaN;9;247.863;4;9.81;7;1.145;7;6.56;1;518;8.57;1.50
181079022_171;25;42.95;-65.81667;4320;50;09-aug-79;00:34:00;50;NaN;9;256.3484;4;9.395;7;1.17;7;6.385;1;518;8.03;1.47
181079022_171;25;42.95;-65.81667;4318;74;09-aug-79;00:34:00;75;NaN;9;244.2902;4;10.655;1;1.165;1;7.12;1;6;9.15;1.50
181079022_171;25;42.95;-65.81667;4317;99;09-aug-79;00:34:00;100;NaN;9;244.7368;4;10.955;1;1.215;1;7.23;1;6;9.02;1.52
181079022_171;25;42.95;-65.81667;4315;134;09-aug-79;00:34:00;135;33.724;7;244.2902;4;9.545;7;1.06;7;6.825;1;518;9.00;1.40
181079022_171;25;42.95;-65.81667;4316;134;09-aug-79;00:34:00;135;33.722;7;246.9698;4;10.72;7;1.15;7;7.15;1;518;9.32;1.50
181079022_182;26;42.87167;-65.84333;4332;10;09-aug-79;03:06:00;10;NaN;9;292.0764;4;0.485;1;0.58;1;1.55;1;6;0.84;0.31
181079022_182;26;42.87167;-65.84333;4331;20;09-aug-79;03:06:00;20;NaN;9;292.523;4;2.165;1;0.725;1;2.635;1;6;2.99;0.82
181079022_182;26;42.87167;-65.84333;4330;30;09-aug-79;03:06:00;30;NaN;9;284.0376;4;4.515;1;0.825;1;3.955;1;6;5.47;1.14
181079022_182;26;42.87167;-65.84333;4329;40;09-aug-79;03:06:00;40;NaN;9;250.5426;4;7.1;1;0.92;1;14.2;1;6;7.72;0.50
181079022_182;26;42.87167;-65.84333;4327;50;09-aug-79;03:06:00;50;NaN;9;256.795;4;9.06;7;1.045;7;6.265;1;518;8.67;1.45
181079022_182;26;42.87167;-65.84333;4328;50;09-aug-79;03:06:00;50;NaN;9;259.4746;4;8.73;7;1.03;7;6.335;1;518;8.48;1.38
181079022_182;26;42.87167;-65.84333;4326;74;09-aug-79;03:06:00;75;NaN;9;249.2028;4;9.155;1;1.05;1;6.41;1;6;8.72;1.43
181079022_182;26;42.87167;-65.84333;4324;94;09-aug-79;03:06:00;95;33.5505;7;233.1252;4;9.265;7;1.03;7;6.41;1;518;9.00;1.45
181079022_182;26;42.87167;-65.84333;4325;94;09-aug-79;03:06:00;95;33.544;7;248.7562;4;9.235;7;1.05;7;6.37;1;518;8.80;1.45
181079022_193;27;42.79;-65.875;4341;10;09-aug-79;04:02:00;10;NaN;9;306.8142;4;0.345;1;0.665;1;1.935;1;6;0.52;0.18
181079022_193;27;42.79;-65.875;4340;20;09-aug-79;04:02:00;20;NaN;9;301.0084;4;0.54;1;0.76;1;2.155;1;6;0.71;0.25
181079022_193;27;42.79;-65.875;4339;30;09-aug-79;04:02:00;30;NaN;9;274.659;4;6.27;1;1.04;1;5.605;1;6;6.03;1.12
181079022_193;27;42.79;-65.875;4338;40;09-aug-79;04:02:00;40;NaN;9;260.8144;4;8.25;1;1.13;1;6.035;1;6;7.30;1.37
181079022_193;27;42.79;-65.875;4336;50;09-aug-79;04:02:00;50;NaN;9;257.6882;4;8.28;7;1.015;7;6.44;1;518;8.16;1.29
181079022_193;27;42.79;-65.875;4337;50;09-aug-79;04:02:00;50;NaN;9;260.3678;4;8.305;7;1.02;7;6.25;1;518;8.14;1.33
181079022_193;27;42.79;-65.875;4335;74;09-aug-79;04:02:00;75;NaN;9;255.4552;4;8.255;1;1.02;1;6.28;1;6;8.09;1.31
181079022_193;27;42.79;-65.875;4333;92;09-aug-79;04:02:00;93;33.3695;7;260.3678;4;7.165;7;0.91;7;5.47;1;518;7.87;1.31
181079022_193;27;42.79;-65.875;4334;92;09-aug-79;04:02:00;93;33.369;7;256.795;4;8.135;7;1.005;7;6.285;1;518;8.09;1.29
181079022_204;28;42.70833;-65.905;4350;10;09-aug-79;05:06:00;10;NaN;9;303.688;4;0.48;1;0.6;1;1.02;1;6;0.80;0.47
181079022_204;28;42.70833;-65.905;4349;20;09-aug-79;05:06:00;20;NaN;9;306.3676;4;3.365;1;0.88;1;3.37;1;6;3.82;1.00
181079022_204;28;42.70833;-65.905;4348;30;09-aug-79;05:06:00;30;NaN;9;260.8144;4;8.035;1;1.08;1;6.525;1;6;7.44;1.23
181079022_204;28;42.70833;-65.905;4347;40;09-aug-79;05:06:00;40;NaN;9;259.4746;4;8.255;1;1.07;1;6.555;1;6;7.71;1.26
181079022_204;28;42.70833;-65.905;4345;50;09-aug-79;05:06:00;50;NaN;9;232.6786;4;8.315;7;1.07;7;6.5;1;518;7.77;1.28
181079022_204;28;42.70833;-65.905;4346;50;09-aug-79;05:06:00;50;NaN;9;259.4746;4;8.305;7;1.12;7;6.635;1;518;7.42;1.25
181079022_204;28;42.70833;-65.905;4344;74;09-aug-79;05:06:00;75;NaN;9;247.863;4;8.44;1;1.095;1;6.545;1;6;7.71;1.29
181079022_204;28;42.70833;-65.905;4342;82;09-aug-79;05:06:00;83;33.1295;7;258.1348;4;7.895;7;1.05;7;6.2;1;518;7.52;1.27
181079022_204;28;42.70833;-65.905;4343;82;09-aug-79;05:06:00;83;33.1285;7;259.028;4;8.18;7;1.19;7;6.545;1;518;6.87;1.25
181079022_215;29;42.63167;-65.93333;4359;10;09-aug-79;06:03:00;10;NaN;9;314.853;4;0.57;1;0.67;1;2.355;1;6;0.85;0.24
181079022_215;29;42.63167;-65.93333;4358;20;09-aug-79;06:03:00;20;NaN;9;289.8434;4;4.175;1;0.875;1;3.55;1;6;4.77;1.18
181079022_215;29;42.63167;-65.93333;4357;30;09-aug-79;06:03:00;30;NaN;9;259.4746;4;9.075;1;1.1;1;6.675;1;6;8.25;1.36
181079022_215;29;42.63167;-65.93333;4356;40;09-aug-79;06:03:00;40;NaN;9;253.2222;4;9.54;1;1.135;1;10.3;1;6;8.41;0.93
181079022_215;29;42.63167;-65.93333;4354;50;09-aug-79;06:03:00;50;NaN;9;246.0766;4;9.57;7;1.145;7;7.13;1;518;8.36;1.34
181079022_215;29;42.63167;-65.93333;4355;50;09-aug-79;06:03:00;50;NaN;9;256.795;4;9.59;7;1.175;7;7.015;1;518;8.16;1.37
181079022_215;29;42.63167;-65.93333;4353;74;09-aug-79;06:03:00;75;NaN;9;247.4164;4;9.47;1;1.105;1;6.89;1;6;8.57;1.37
181079022_215;29;42.63167;-65.93333;4351;79;09-aug-79;06:03:00;80;33.2535;7;252.329;4;8.77;7;1.035;7;6.49;1;550;8.47;1.35
181079022_215;29;42.63167;-65.93333;4352;79;09-aug-79;06:03:00;80;33.2535;7;254.1154;4;9.535;7;1.13;7;8.535;1;550;8.44;1.12
181079022_226;30;42.55333;-65.93333;4368;10;09-aug-79;06:56:00;10;NaN;9;212.5816;4;0.165;1;0.6;1;0.98;1;6;0.28;0.17
181079022_226;30;42.55333;-65.93333;4367;20;09-aug-79;06:56:00;20;NaN;9;165.242;4;0.155;1;0.815;1;1.04;1;6;0.19;0.15
181079022_226;30;42.55333;-65.93333;4366;30;09-aug-79;06:56:00;30;NaN;9;228.6592;4;0.12;1;0.685;1;1.195;1;6;0.18;0.10
181079022_226;30;42.55333;-65.93333;4364;50;09-aug-79;06:56:00;50;NaN;9;150.9508;4;4.27;7;0.91;7;3.455;1;518;4.69;1.24
181079022_226;30;42.55333;-65.93333;4365;50;09-aug-79;06:56:00;50;NaN;9;187.1254;4;4.39;7;0.975;7;3.59;1;518;4.50;1.22
181079022_226;30;42.55333;-65.93333;4363;74;09-aug-79;06:56:00;75;NaN;9;110.3102;4;10.94;1;1.25;1;6.565;1;6;8.75;1.67
181079022_226;30;42.55333;-65.93333;4362;99;09-aug-79;06:56:00;100;NaN;9;185.339;4;13.605;1;1.405;1;8.09;1;6;9.68;1.68
181079022_226;30;42.55333;-65.93333;4360;115;09-aug-79;06:56:00;116;34.6295;7;130.4072;4;14.89;7;1.58;7;8.48;1;518;9.42;1.76
181079022_226;30;42.55333;-65.93333;4361;115;09-aug-79;06:56:00;116;34.6285;7;150.9508;4;14.83;7;1.275;7;8.355;1;518;11.63;1.77
181079022_237;31;42.475;-66.01;4377;10;09-aug-79;07:43:00;10;NaN;9;271.9794;4;0.575;1;0.51;1;0.74;1;6;1.13;0.78
181079022_237;31;42.475;-66.01;4376;50;09-aug-79;07:43:00;50;NaN;9;216.601;4;0.51;1;0.525;1;0.965;1;6;0.97;0.53
181079022_237;31;42.475;-66.01;4375;74;09-aug-79;07:43:00;75;NaN;9;271.0862;4;3.025;1;0.8;1;3.73;1;6;3.78;0.81
181079022_237;31;42.475;-66.01;4374;99;09-aug-79;07:43:00;100;NaN;9;243.8436;4;12.32;1;1.125;1;7.315;1;6;10.95;1.68
181079022_237;31;42.475;-66.01;4373;124;09-aug-79;07:43:00;125;NaN;9;129.9606;4;14.885;1;1.265;1;7.495;1;6;11.77;1.99
181079022_237;31;42.475;-66.01;4372;149;09-aug-79;07:43:00;150;NaN;9;167.475;4;18.58;1;1.44;1;9.8;1;6;12.90;1.90
181079022_237;31;42.475;-66.01;4371;174;09-aug-79;07:43:00;175;NaN;9;151.3974;4;18.595;1;1.38;1;9.97;1;6;13.47;1.87
181079022_237;31;42.475;-66.01;4369;203;09-aug-79;07:43:00;205;35.2215;7;147.8246;4;18.71;7;1.41;7;13.88;1;518;13.27;1.35
181079022_237;31;42.475;-66.01;4370;203;09-aug-79;07:43:00;205;35.221;7;173.2808;4;17.7;7;1.375;7;9.565;1;518;12.87;1.85
181079022_239;32;42.32333;-66.05833;4386;10;09-aug-79;08:35:00;10;NaN;9;194.271;4;0.54;1;0.525;1;0.685;1;6;1.03;0.79
181079022_239;32;42.32333;-66.05833;4385;50;09-aug-79;08:35:00;50;NaN;9;173.7274;4;5.015;1;0.885;1;3.67;1;6;5.67;1.37
181079022_239;32;42.32333;-66.05833;4384;74;09-aug-79;08:35:00;75;NaN;9;127.281;4;8.88;1;1.025;1;5.52;1;6;8.66;1.61
181079022_239;32;42.32333;-66.05833;4383;99;09-aug-79;08:35:00;100;NaN;9;115.6694;4;14.42;1;1.37;1;8.355;1;6;10.53;1.73
181079022_239;32;42.32333;-66.05833;4382;149;09-aug-79;08:35:00;150;NaN;9;99.5918;4;19.385;1;1.475;1;11.86;1;6;13.14;1.63
181079022_239;32;42.32333;-66.05833;4381;174;09-aug-79;08:35:00;175;NaN;9;113.4364;4;19.73;1;1.605;1;11.715;1;6;12.29;1.68
181079022_239;32;42.32333;-66.05833;4380;198;09-aug-79;08:35:00;200;NaN;9;129.9606;4;14.77;1;1.29;1;8.795;1;6;11.45;1.68
181079022_239;32;42.32333;-66.05833;4378;248;09-aug-79;08:35:00;250;35.044;7;158.543;4;21.91;7;1.66;7;13.32;1;518;13.20;1.64
181079022_239;32;42.32333;-66.05833;4379;248;09-aug-79;08:35:00;250;35.028;7;146.4848;4;20.79;7;1.685;7;12.49;1;518;12.34;1.66
181079022_243;33;42.32333;-66.10333;4395;10;09-aug-79;09:29:00;10;NaN;9;252.329;4;0.595;1;0.5;1;0.515;1;6;1.19;1.16
181079022_243;33;42.32333;-66.10333;4394;30;09-aug-79;09:29:00;30;NaN;9;287.6104;4;2.095;1;0.74;1;2.3;1;6;2.83;0.91
181079022_243;33;42.32333;-66.10333;4393;50;09-aug-79;09:29:00;50;NaN;9;193.8244;4;3.94;1;0.64;1;2.32;1;6;6.16;1.70
181079022_243;33;42.32333;-66.10333;4392;74;09-aug-79;09:29:00;75;NaN;9;234.0184;4;12.65;1;1.15;1;7.605;1;6;11.00;1.66
181079022_243;33;42.32333;-66.10333;4391;99;09-aug-79;09:29:00;100;NaN;9;191.5914;4;14.975;1;1.405;1;8.52;1;6;10.66;1.76
181079022_243;33;42.32333;-66.10333;4390;149;09-aug-79;09:29:00;150;NaN;9;141.1256;4;20.815;1;1.52;1;12.26;1;6;13.69;1.70
181079022_243;33;42.32333;-66.10333;4389;198;09-aug-79;09:29:00;200;NaN;9;186.2322;4;20.685;1;1.515;1;11.94;1;6;13.65;1.73
181079022_243;33;42.32333;-66.10333;4387;262;09-aug-79;09:29:00;264;34.994;7;130.4072;4;20.97;7;1.555;7;12.62;1;518;13.49;1.66
181079022_243;33;42.32333;-66.10333;4388;262;09-aug-79;09:29:00;264;34.9985;7;189.805;4;22.14;7;1.475;7;13.215;1;518;15.01;1.68
181079022_244;34;42.24667;-66.2;4404;10;09-aug-79;10:21:00;10;NaN;9;271.5328;4;4.69;1;0.845;1;3.415;1;6;5.55;1.37
181079022_244;34;42.24667;-66.2;4403;30;09-aug-79;10:21:00;30;NaN;9;196.504;4;9.19;2;1.05;2;5.48;1;2054;8.75;1.68
181079022_244;34;42.24667;-66.2;4402;50;09-aug-79;10:21:00;50;NaN;9;244.2902;4;11.49;1;1.175;1;6.95;1;6;9.78;1.65
181079022_244;34;42.24667;-66.2;4401;74;09-aug-79;10:21:00;75;NaN;9;154.9702;4;14.785;1;1.29;1;8.98;1;6;11.46;1.65
181079022_244;34;42.24667;-66.2;4400;99;09-aug-79;10:21:00;100;NaN;9;193.8244;4;16.475;1;1.34;1;9.405;1;6;12.29;1.75
181079022_244;34;42.24667;-66.2;4399;149;09-aug-79;10:21:00;150;NaN;9;156.7566;4;21.915;1;1.485;1;13.05;1;6;14.76;1.68
181079022_244;34;42.24667;-66.2;4398;198;09-aug-79;10:21:00;200;NaN;9;156.31;4;21.72;1;1.51;1;12.99;1;6;14.38;1.67
181079022_244;34;42.24667;-66.2;4396;238;09-aug-79;10:21:00;240;34.9985;7;122.3684;4;20.03;7;1.4;7;11.98;1;518;14.31;1.67
181079022_244;34;42.24667;-66.2;4397;238;09-aug-79;10:21:00;240;34.998;7;172.8342;4;21.91;7;1.565;7;13.15;1;518;14.00;1.67
181079022_247;35;42.17333;-66.20333;4413;10;09-aug-79;11:15:00;10;NaN;9;301.455;4;0.475;1;0.545;1;0.59;1;6;0.87;0.81
181079022_247;35;42.17333;-66.20333;4412;20;09-aug-79;11:15:00;20;NaN;9;301.0084;4;1.8;1;0.74;1;1.725;1;6;2.43;1.04
181079022_247;35;42.17333;-66.20333;4411;30;09-aug-79;11:15:00;30;NaN;9;273.7658;4;7.515;1;1;2;4.615;1;2054;7.51;1.63
181079022_247;35;42.17333;-66.20333;4410;50;09-aug-79;11:15:00;50;NaN;9;247.863;4;11.235;1;1.225;1;7.045;1;6;9.17;1.59
181079022_247;35;42.17333;-66.20333;4409;74;09-aug-79;11:15:00;75;NaN;9;220.6204;4;15.95;1;1.355;1;9.865;1;6;11.77;1.62
181079022_247;35;42.17333;-66.20333;4408;99;09-aug-79;11:15:00;100;NaN;9;196.0574;4;17.975;1;1.4;1;10.49;1;6;12.84;1.71
181079022_247;35;42.17333;-66.20333;4407;149;09-aug-79;11:15:00;150;NaN;9;189.3584;4;18.89;1;1.495;1;11.345;1;6;12.64;1.67
181079022_247;35;42.17333;-66.20333;4405;193;09-aug-79;11:15:00;195;35.0185;7;199.6302;4;21.965;7;1.765;7;12.945;1;518;12.44;1.70
181079022_247;35;42.17333;-66.20333;4406;193;09-aug-79;11:15:00;195;34.9985;7;191.1448;4;19.695;7;1.63;7;11.745;1;518;12.08;1.68
181079022_253;36;42.1;-66.25;4422;10;09-aug-79;12:18:00;10;NaN;9;299.6686;4;0.66;1;0.605;1;0.78;1;6;1.09;0.85
181079022_253;36;42.1;-66.25;4421;20;09-aug-79;12:18:00;20;NaN;9;289.3968;4;7.47;1;1.015;1;5.1;1;6;7.36;1.46
181079022_253;36;42.1;-66.25;4420;30;09-aug-79;12:18:00;30;NaN;9;263.0474;4;10.41;2;1.1;1;6.875;1;2054;9.46;1.51
181079022_253;36;42.1;-66.25;4419;40;09-aug-79;12:18:00;40;NaN;9;258.5814;4;10.275;1;1.04;1;6.745;1;6;9.88;1.52
181079022_253;36;42.1;-66.25;4417;50;09-aug-79;12:18:00;50;NaN;9;NaN;9;14.06;7;1.23;7;8.97;1;512;11.43;1.57
181079022_253;36;42.1;-66.25;4418;50;09-aug-79;12:18:00;50;NaN;9;247.863;4;11.335;7;1.085;7;7.355;1;518;10.45;1.54
181079022_253;36;42.1;-66.25;4416;74;09-aug-79;12:18:00;75;NaN;9;238.4844;4;7.225;1;0.83;1;4.75;1;6;8.70;1.52
181079022_253;36;42.1;-66.25;4414;95;09-aug-79;12:18:00;96;34.029;7;236.698;4;14.245;7;1.54;7;8.91;1;518;9.25;1.60
181079022_253;36;42.1;-66.25;4415;95;09-aug-79;12:18:00;96;34.026;7;241.6106;4;7.74;7;0.88;7;5.055;1;518;8.80;1.53
181079022_257;37;42.025;-66.29167;4431;10;09-aug-79;13:30:00;10;NaN;9;318.4258;4;10.41;2;1.085;2;6.555;2;2054;9.59;1.59
181079022_257;37;42.025;-66.29167;4429;20;09-aug-79;13:30:00;20;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
181079022_257;37;42.025;-66.29167;4430;20;09-aug-79;13:30:00;20;NaN;9;306.3676;4;12.905;2;1.215;1;8.065;1;2566;10.62;1.60
181079022_257;37;42.025;-66.29167;4428;30;09-aug-79;13:30:00;30;NaN;9;294.756;4;0.965;7;0.765;1;1.74;1;518;1.26;0.55
181079022_257;37;42.025;-66.29167;4427;40;09-aug-79;13:30:00;40;NaN;9;292.0764;4;5.76;1;0.97;1;4.52;1;6;5.94;1.27
181079022_257;37;42.025;-66.29167;4425;50;09-aug-79;13:30:00;50;NaN;9;290.29;4;7.275;7;1.085;7;5.22;1;518;6.71;1.39
181079022_257;37;42.025;-66.29167;4426;50;09-aug-79;13:30:00;50;NaN;9;296.5424;4;7.44;7;1.02;7;5.575;1;518;7.29;1.33
181079022_257;37;42.025;-66.29167;4423;74;09-aug-79;13:30:00;75;32.9705;7;288.057;4;7.65;7;1.135;7;5.54;1;518;6.74;1.38
181079022_257;37;42.025;-66.29167;4424;74;09-aug-79;13:30:00;75;32.9875;7;288.9502;4;6.205;7;0.975;7;4.405;1;518;6.36;1.41
181079022_261;38;41.96667;-66.33333;4440;10;09-aug-79;14:30:00;10;NaN;9;311.7268;4;2.345;1;0.865;2;2.485;1;2054;2.71;0.94
181079022_261;38;41.96667;-66.33333;4438;20;09-aug-79;14:30:00;20;NaN;9;274.659;4;3.425;7;0.805;7;2.965;1;518;4.25;1.16
181079022_261;38;41.96667;-66.33333;4439;20;09-aug-79;14:30:00;20;NaN;9;290.29;4;3.59;7;1.02;7;3.155;1;518;3.52;1.14
181079022_261;38;41.96667;-66.33333;4437;30;09-aug-79;14:30:00;30;NaN;9;296.0958;4;3.525;1;0.84;1;3.115;1;6;4.20;1.13
181079022_261;38;41.96667;-66.33333;4436;40;09-aug-79;14:30:00;40;NaN;9;297.8822;4;6.185;1;0.99;1;4.855;1;6;6.25;1.27
181079022_261;38;41.96667;-66.33333;4434;50;09-aug-79;14:30:00;50;NaN;9;216.601;4;8.33;7;1.05;7;5.99;1;518;7.93;1.39
181079022_261;38;41.96667;-66.33333;4435;50;09-aug-79;14:30:00;50;NaN;9;213.0282;4;7.82;7;1.13;7;5.62;1;518;6.92;1.39
181079022_261;38;41.96667;-66.33333;4432;74;09-aug-79;14:30:00;75;32.7365;7;273.7658;4;12.105;7;1.23;7;7.71;1;518;9.84;1.57
181079022_261;38;41.96667;-66.33333;4433;74;09-aug-79;14:30:00;75;32.7375;7;258.5814;4;11.86;7;1.215;7;7.85;1;518;9.76;1.51
181079022_263;39;41.78333;-66.03667;4449;10;09-aug-79;16:30:00;10;NaN;9;305.4744;4;6.85;2;1.06;2;5.185;2;2054;6.46;1.32
181079022_263;39;41.78333;-66.03667;4448;20;09-aug-79;16:30:00;20;NaN;9;297.4356;4;6.74;1;1.06;1;4.88;1;6;6.36;1.38
181079022_263;39;41.78333;-66.03667;4447;30;09-aug-79;16:30:00;30;NaN;9;292.0764;4;7.56;2;1.155;1;5.49;1;2054;6.55;1.38
181079022_263;39;41.78333;-66.03667;4446;40;09-aug-79;16:30:00;40;NaN;9;284.9308;4;8.675;1;1.12;1;6.1;1;6;7.75;1.42
181079022_263;39;41.78333;-66.03667;4444;50;09-aug-79;16:30:00;50;NaN;9;277.7852;4;9.615;7;1.105;7;6.59;1;518;8.70;1.46
181079022_263;39;41.78333;-66.03667;4445;50;09-aug-79;16:30:00;50;NaN;9;277.7852;4;9.685;7;1.135;7;6.65;1;518;8.53;1.46
