CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;terrain;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;OXYM_01;Q_OXYM;TEMP_XX;Q_TEMP_RT;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(mmol/m**3);((none));(celsius);((none));(mmol/m**3);((none));((none));((none));((none))
181064009_257;37;41.8333;-49.9583;-870;3449;16-jun-64;20:48:00;282.6953;4;2.29;1;26;1;6;NaN;NaN
181064009_257;37;41.8333;-49.9583;-871;3646;16-jun-64;20:48:00;282.2487;4;2.17;1;28;1;6;NaN;NaN
181064009_261;38;42.1583;-49.9833;-872;0;17-jun-64;00:30:00;NaN;9;9.8;1;NaN;9;0;NaN;NaN
181064009_261;38;42.1583;-49.9833;-873;49;17-jun-64;00:30:00;301.0057;4;4.28;1;7;1;6;NaN;NaN
181064009_261;38;42.1583;-49.9833;-874;98;17-jun-64;00:30:00;272.8701;4;4.3;1;12;1;6;NaN;NaN
181064009_261;38;42.1583;-49.9833;-875;148;17-jun-64;00:30:00;271.0837;4;3.78;1;13;1;6;NaN;NaN
181064009_261;38;42.1583;-49.9833;-876;197;17-jun-64;00:30:00;249.2006;4;4.46;1;18;1;6;NaN;NaN
181064009_261;38;42.1583;-49.9833;-877;246;17-jun-64;00:30:00;276.8895;4;3.5;1;16;1;6;NaN;NaN
181064009_261;38;42.1583;-49.9833;-878;295;17-jun-64;00:30:00;265.7246;4;4.02;1;20;1;6;NaN;NaN
181064009_261;38;42.1583;-49.9833;-879;393;17-jun-64;00:30:00;255.8995;4;4.66;1;15;1;6;NaN;NaN
181064009_261;38;42.1583;-49.9833;-880;492;17-jun-64;00:30:00;268.4042;4;4.3;1;14;1;6;NaN;NaN
181064009_261;38;42.1583;-49.9833;-881;589;17-jun-64;00:30:00;277.7827;4;4.14;1;19;1;6;NaN;NaN
181064009_261;38;42.1583;-49.9833;-882;686;17-jun-64;00:30:00;285.3748;4;3.99;1;13;1;6;NaN;NaN
181064009_261;38;42.1583;-49.9833;-883;781;17-jun-64;01:12:00;287.6078;4;3.87;1;13;1;6;NaN;NaN
181064009_261;38;42.1583;-49.9833;-884;912;17-jun-64;01:12:00;291.1806;4;3.74;1;12;1;6;NaN;NaN
181064009_261;38;42.1583;-49.9833;-885;1008;17-jun-64;01:12:00;291.6272;4;3.68;1;13;1;6;NaN;NaN
181064009_261;38;42.1583;-49.9833;-886;1205;17-jun-64;01:12:00;293.4135;4;3.57;1;NaN;9;6;NaN;NaN
181064009_261;38;42.1583;-49.9833;-887;1500;17-jun-64;01:12:00;286.268;4;3.58;1;NaN;9;6;NaN;NaN
181064009_261;38;42.1583;-49.9833;-888;1753;17-jun-64;03:00:00;284.9282;4;3.48;1;NaN;9;6;NaN;NaN
181064009_261;38;42.1583;-49.9833;-889;1995;17-jun-64;03:00:00;280.0157;4;3.41;1;NaN;9;6;NaN;NaN
181064009_261;38;42.1583;-49.9833;-890;2225;17-jun-64;03:00:00;282.2487;4;3.22;1;NaN;9;6;NaN;NaN
181064009_261;38;42.1583;-49.9833;-891;2470;17-jun-64;03:00:00;280.4623;4;3.05;1;NaN;9;6;NaN;NaN
181064009_261;38;42.1583;-49.9833;-892;2960;17-jun-64;03:00:00;282.6953;4;2.62;1;NaN;9;6;NaN;NaN
181064009_261;38;42.1583;-49.9833;-893;3163;17-jun-64;03:00:00;286.268;4;2.37;1;NaN;9;6;NaN;NaN
181064009_261;38;42.1583;-49.9833;-894;3360;17-jun-64;03:00:00;287.1612;4;2.2;1;NaN;9;6;NaN;NaN
181064009_263;39;42.4833;-49.9916;-895;0;17-jun-64;06:54:00;NaN;9;8.7;1;NaN;9;0;NaN;NaN
181064009_263;39;42.4833;-49.9916;-896;46;17-jun-64;06:54:00;301.8989;4;4.56;1;7;1;6;NaN;NaN
181064009_263;39;42.4833;-49.9916;-897;91;17-jun-64;06:54:00;271.0837;4;4.24;1;13;1;6;NaN;NaN
181064009_263;39;42.4833;-49.9916;-898;139;17-jun-64;06:54:00;299.6659;4;2.83;1;11;1;6;NaN;NaN
181064009_263;39;42.4833;-49.9916;-899;185;17-jun-64;06:54:00;283.5884;4;3.61;1;14;1;6;NaN;NaN
181064009_263;39;42.4833;-49.9916;-900;233;17-jun-64;06:54:00;297.4329;4;3.28;1;13;1;6;NaN;NaN
181064009_263;39;42.4833;-49.9916;-901;281;17-jun-64;06:54:00;309.0444;4;3.1;1;12;1;6;NaN;NaN
181064009_263;39;42.4833;-49.9916;-902;379;17-jun-64;06:54:00;295.2;4;3.74;1;12;1;6;NaN;NaN
181064009_263;39;42.4833;-49.9916;-903;475;17-jun-64;06:54:00;303.6853;4;3.66;1;12;1;6;NaN;NaN
181064009_263;39;42.4833;-49.9916;-904;577;17-jun-64;06:54:00;298.7727;4;3.78;1;12;1;6;NaN;NaN
181064009_263;39;42.4833;-49.9916;-905;672;17-jun-64;06:54:00;292.967;4;3.84;1;12;1;6;NaN;NaN
181064009_263;39;42.4833;-49.9916;-906;769;17-jun-64;06:54:00;297.8795;4;3.74;1;13;1;6;NaN;NaN
181064009_263;39;42.4833;-49.9916;-907;869;17-jun-64;06:54:00;299.6659;4;3.68;1;13;1;6;NaN;NaN
181064009_263;39;42.4833;-49.9916;-908;1045;17-jun-64;08:00:00;298.3261;4;3.64;1;12;1;6;NaN;NaN
181064009_263;39;42.4833;-49.9916;-909;1250;17-jun-64;08:00:00;299.6659;4;3.59;1;12;1;6;NaN;NaN
181064009_263;39;42.4833;-49.9916;-910;1543;17-jun-64;08:00:00;298.7727;4;3.54;1;13;1;6;NaN;NaN
181064009_263;39;42.4833;-49.9916;-911;1838;17-jun-64;08:00:00;287.6078;4;3.51;1;15;1;6;NaN;NaN
181064009_263;39;42.4833;-49.9916;-912;2035;17-jun-64;08:00:00;289.3942;4;3.42;1;15;1;6;NaN;NaN
181064009_263;39;42.4833;-49.9916;-913;2232;17-jun-64;08:00:00;287.1612;4;3.29;1;16;1;6;NaN;NaN
181064009_263;39;42.4833;-49.9916;-914;2430;17-jun-64;08:00:00;285.3748;4;3;1;17;1;6;NaN;NaN
181064009_263;39;42.4833;-49.9916;-915;2630;17-jun-64;08:00:00;287.6078;4;2.98;1;18;1;6;NaN;NaN
181064009_265;40;42.8333;-50;-916;0;17-jun-64;11:24:00;NaN;9;0.8;1;NaN;9;0;NaN;NaN
181064009_265;40;42.8333;-50;-917;10;17-jun-64;11:24:00;371.5678;4;3.78;1;3;1;6;NaN;NaN
181064009_265;40;42.8333;-50;-918;30;17-jun-64;11:48:00;388.0919;4;0.21;1;2;1;6;NaN;NaN
181064009_265;40;42.8333;-50;-919;48;17-jun-64;11:24:00;335.8402;4;-0.75;1;NaN;9;6;NaN;NaN
181064009_265;40;42.8333;-50;-920;73;17-jun-64;11:24:00;333.6072;4;-0.74;1;6;1;6;NaN;NaN
181064009_265;40;42.8333;-50;-921;97;17-jun-64;11:24:00;327.8015;4;-0.41;1;9;1;6;NaN;NaN
181064009_265;40;42.8333;-50;-922;145;17-jun-64;11:24:00;320.2093;4;0.42;1;12;1;6;NaN;NaN
181064009_275;41;43.1666;-50;-926;0;17-jun-64;13:48:00;NaN;9;8.8;1;NaN;9;0;NaN;NaN
181064009_275;41;43.1666;-50;-923;10;17-jun-64;13:48:00;330.9276;4;7.42;1;NaN;9;6;NaN;NaN
181064009_275;41;43.1666;-50;-924;30;17-jun-64;13:48:00;403.2762;4;2.59;1;NaN;9;6;NaN;NaN
181064009_275;41;43.1666;-50;-925;50;17-jun-64;13:48:00;366.2087;4;0.66;1;NaN;9;6;NaN;NaN
181064009_276;42;44.5933;-48.5866;-927;0;21-jun-64;07:18:00;NaN;9;8.8;1;NaN;9;0;NaN;NaN
181064009_276;42;44.5933;-48.5866;-928;10;21-jun-64;08:30:00;308.1512;4;9.33;1;NaN;9;6;NaN;NaN
181064009_276;42;44.5933;-48.5866;-929;49;21-jun-64;08:30:00;313.0638;4;5.75;1;9;1;6;NaN;NaN
181064009_276;42;44.5933;-48.5866;-930;98;21-jun-64;08:30:00;245.6278;4;5.18;1;15;1;6;NaN;NaN
181064009_276;42;44.5933;-48.5866;-931;147;21-jun-64;08:30:00;259.0257;4;4.43;1;15;1;6;NaN;NaN
181064009_276;42;44.5933;-48.5866;-932;196;21-jun-64;08:30:00;208.5603;4;5.98;1;19;1;6;NaN;NaN
181064009_276;42;44.5933;-48.5866;-933;243;21-jun-64;08:30:00;225.0844;4;5.48;1;18;1;6;NaN;NaN
181064009_276;42;44.5933;-48.5866;-934;292;21-jun-64;08:30:00;234.4629;4;5.55;1;17;1;6;NaN;NaN
181064009_276;42;44.5933;-48.5866;-935;395;21-jun-64;08:30:00;262.5984;4;4.52;1;14;1;6;NaN;NaN
181064009_276;42;44.5933;-48.5866;-936;485;21-jun-64;08:30:00;255.8995;4;4.76;1;15;1;6;NaN;NaN
181064009_276;42;44.5933;-48.5866;-937;585;21-jun-64;08:30:00;276.4429;4;4.23;1;16;1;6;NaN;NaN
181064009_276;42;44.5933;-48.5866;-938;675;21-jun-64;08:30:00;282.2487;4;4.07;1;15;1;6;NaN;NaN
181064009_276;42;44.5933;-48.5866;-939;773;21-jun-64;10:06:00;285.3748;4;3.98;1;14;1;6;NaN;NaN
181064009_276;42;44.5933;-48.5866;-940;882;21-jun-64;10:06:00;288.0544;4;3.86;1;15;1;6;NaN;NaN
181064009_276;42;44.5933;-48.5866;-941;976;21-jun-64;10:06:00;292.0738;4;3.72;1;14;1;6;NaN;NaN
181064009_276;42;44.5933;-48.5866;-942;1170;21-jun-64;08:30:00;290.2874;4;3.59;1;14;1;6;NaN;NaN
181064009_276;42;44.5933;-48.5866;-943;1444;21-jun-64;10:06:00;292.967;4;3.54;1;14;1;6;NaN;NaN
181064009_276;42;44.5933;-48.5866;-944;1955;21-jun-64;10:06:00;284.4816;4;3.41;1;NaN;9;6;NaN;NaN
181064009_276;42;44.5933;-48.5866;-945;2460;21-jun-64;10:06:00;290.2874;4;3.1;1;17;1;6;NaN;NaN
181064009_277;43;38.9033;-48.0833;-958;0;22-jun-64;14:48:00;NaN;9;21.9;1;NaN;9;0;NaN;NaN
181064009_277;43;38.9033;-48.0833;-946;49;22-jun-64;14:48:00;233.5697;4;20.5;1;NaN;9;6;NaN;NaN
181064009_277;43;38.9033;-48.0833;-947;98;22-jun-64;14:48:00;231.3367;4;18.08;1;NaN;9;6;NaN;NaN
181064009_277;43;38.9033;-48.0833;-948;148;22-jun-64;14:48:00;222.8514;4;17.72;1;NaN;9;6;NaN;NaN
181064009_277;43;38.9033;-48.0833;-949;197;22-jun-64;14:48:00;227.7639;4;17.63;1;NaN;9;6;NaN;NaN
181064009_277;43;38.9033;-48.0833;-950;247;22-jun-64;14:48:00;226.4241;4;17.46;1;NaN;9;6;NaN;NaN
181064009_277;43;38.9033;-48.0833;-951;296;22-jun-64;14:48:00;225.531;4;17.39;1;NaN;9;6;NaN;NaN
181064009_277;43;38.9033;-48.0833;-952;395;22-jun-64;14:48:00;230.4435;4;17.38;1;NaN;9;6;NaN;NaN
181064009_277;43;38.9033;-48.0833;-953;494;22-jun-64;14:48:00;229.9969;4;17.26;1;NaN;9;6;NaN;NaN
181064009_277;43;38.9033;-48.0833;-954;593;22-jun-64;14:48:00;201.8614;4;16.23;1;NaN;9;6;NaN;NaN
181064009_277;43;38.9033;-48.0833;-955;693;22-jun-64;14:48:00;186.6771;4;14;1;NaN;9;6;NaN;NaN
181064009_277;43;38.9033;-48.0833;-956;892;22-jun-64;14:48:00;148.2699;4;9.29;1;NaN;9;6;NaN;NaN
181064009_277;43;38.9033;-48.0833;-957;992;22-jun-64;14:48:00;191.5897;4;6.79;1;NaN;9;6;NaN;NaN
