CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
18NA96013_282;CAST#1;45.9145;-60.7572;158840;1;11-jul-96;11:32:00;21.357;16.181;276.84734;4;NaN;9;0.067;1;0.01;1;0.053;1;1.01;1;6;0.19;0.01
18NA96013_282;CAST#1;45.9145;-60.7572;158839;5;11-jul-96;11:32:00;21.35;16.184;276.98132;4;NaN;9;0.092;1;0.05;1;0.0625;1;1.035;1;6;0.80;0.05
18NA96013_282;CAST#1;45.9145;-60.7572;158838;40;11-jul-96;11:32:00;22.129;2.116;321.95394;4;NaN;9;0.2425;1;0.495;1;0.3345;1;4.275;1;6;1.48;0.12
18NA96013_282;CAST#1;45.9145;-60.7572;158837;73;11-jul-96;11:32:00;22.118;1.06;307.35012;4;NaN;9;0.201;1;0.4;1;0.4465;1;6.845;1;6;0.90;0.06
18NA96013_285;CAST#1;45.878;-60.675;158843;1;11-jul-96;12:20:00;21.253;17.049;271.93474;4;NaN;9;0.0645;1;0;1;0.0595;1;0.925;1;6;0.00;0.00
18NA96013_285;CAST#1;45.878;-60.675;158842;5;11-jul-96;12:20:00;21.263;16.987;272.33668;4;NaN;9;0.0695;1;0.02;1;0.055;1;0.94;1;6;0.36;0.02
18NA96013_285;CAST#1;45.878;-60.675;158841;25;11-jul-96;12:20:00;22.027;3.706;322.35588;4;NaN;9;0.2565;1;0.44;1;0.286;1;3.285;1;6;1.54;0.13
18NA96013_296;CAST#1;45.9027;-60.6108;158846;1;11-jul-96;13:00:00;21.225;17.217;270.37164;4;NaN;9;0.056;1;0;1;0.0485;1;0.945;1;6;0.00;0.00
18NA96013_296;CAST#1;45.9027;-60.6108;158845;5;11-jul-96;13:00:00;21.238;17.175;270.193;4;NaN;9;0.0605;1;0;1;0.053;1;0.92;1;6;0.00;0.00
18NA96013_296;CAST#1;45.9027;-60.6108;158844;22;11-jul-96;13:00:00;21.928;4.004;322.78015;4;NaN;9;0.1335;1;0.1;1;0.257;1;2.51;1;6;0.39;0.04
18NA96013_297;CAST#1;45.9547;-60.5855;158848;1;11-jul-96;13:49:00;20.839;18.505;276.57938;4;NaN;9;0.072;1;0.17;1;0.1655;1;2.55;1;6;1.03;0.07
18NA96013_297;CAST#1;45.9547;-60.5855;158847;6;11-jul-96;13:49:00;21.142;14.812;290.37932;4;NaN;9;0.0835;1;0.165;1;0.329;1;4.15;1;6;0.50;0.04
18NA96013_298;CAST#1;45.9647;-60.4802;158852;1;11-jul-96;14:46:00;20.85;18.084;268.04932;4;NaN;9;0.0825;1;0.08;1;0.1065;1;1.39;1;6;0.75;0.06
18NA96013_298;CAST#1;45.9647;-60.4802;158851;5;11-jul-96;14:46:00;20.848;18.021;267.20078;4;NaN;9;0.08;1;0.09;1;0.1135;1;1.375;1;6;0.79;0.07
18NA96013_298;CAST#1;45.9647;-60.4802;158850;25;11-jul-96;14:46:00;21.784;5.04;314.6297;4;NaN;9;0.306;1;0.445;1;0.363;1;3.095;1;6;1.23;0.14
18NA96013_298;CAST#1;45.9647;-60.4802;158849;77;11-jul-96;14:46:00;21.758;1.851;296.72104;4;NaN;9;0.42;1;0.89;1;0.599;1;6.94;1;6;1.49;0.13
18NA96013_299;CAST#1;46.0072;-60.4083;158854;1;11-jul-96;15:27:00;20.607;19.074;265.81632;4;NaN;9;0.0805;1;0.085;1;0.0785;1;0.915;1;6;1.08;0.09
18NA96013_299;CAST#1;46.0072;-60.4083;158853;5;11-jul-96;15:27:00;20.579;19.082;267.87068;4;NaN;9;0.081;1;0.09;1;0.079;1;0.96;1;6;1.14;0.09
18NA96013_300;CAST#1;45.9417;-60.529;158857;1;11-jul-96;16:15:00;20.872;18.082;269.2998;4;NaN;9;0.088;1;0.09;1;0.1145;1;1.31;1;6;0.79;0.07
18NA96013_300;CAST#1;45.9417;-60.529;158856;5;11-jul-96;16:15:00;20.885;18.013;269.34446;4;NaN;9;0.093;1;0.09;1;0.119;1;1.355;1;6;0.76;0.07
18NA96013_300;CAST#1;45.9417;-60.529;158855;35;11-jul-96;16:15:00;21.822;4.379;304.3579;4;NaN;9;0.3295;1;0.695;1;0.4395;1;4.95;1;6;1.58;0.14
18NA96013_301;CAST#1;45.8488;-60.7635;158862;1;11-jul-96;17:34:00;21.374;16.528;277.1153;4;NaN;9;0.077;1;0.09;1;0.1105;1;0.74;1;6;0.81;0.12
18NA96013_301;CAST#1;45.8488;-60.7635;158861;5;11-jul-96;17:34:00;21.375;16.453;277.7852;4;NaN;9;0.086;1;0.1;1;0.1275;1;0.785;1;6;0.78;0.13
18NA96013_301;CAST#1;45.8488;-60.7635;158860;25;11-jul-96;17:34:00;22.118;4.27;327.40246;4;NaN;9;0.1895;1;0.27;1;0.285;1;2.04;1;6;0.95;0.13
18NA96013_301;CAST#1;45.8488;-60.7635;158859;50;11-jul-96;17:34:00;22.247;2.266;325.39276;4;NaN;9;0.152;1;0.76;1;0.369;1;4.09;1;6;2.06;0.19
18NA96013_301;CAST#1;45.8488;-60.7635;158858;75;11-jul-96;17:34:00;22.336;2.497;323.74034;4;NaN;9;0.1655;1;1.17;1;0.4165;1;5.205;1;6;2.81;0.22
18NA96013_302;CAST#1;45.8667;-60.8408;158866;1;11-jul-96;18:10:00;21.574;16.213;281.31334;4;NaN;9;0.0935;1;0.09;1;0.1135;1;0.83;1;6;0.79;0.11
18NA96013_302;CAST#1;45.8667;-60.8408;158865;5;11-jul-96;18:10:00;21.516;16.209;279.7949;4;NaN;9;0.0785;1;0.09;1;0.1265;1;0.775;1;6;0.71;0.12
18NA96013_302;CAST#1;45.8667;-60.8408;158864;25;11-jul-96;18:10:00;22.452;6.816;310.69962;4;NaN;9;0.187;1;0.25;1;0.2705;1;2.045;1;6;0.92;0.12
18NA96013_302;CAST#1;45.8667;-60.8408;158863;50;11-jul-96;18:10:00;23.069;8.248;305.11712;4;NaN;9;0.2665;1;0.7;1;0.352;1;3.51;1;6;1.99;0.20
18NA96013_303;CAST#1;45.8195;-60.8518;158871;1;11-jul-96;18:40:00;21.468;16.691;276.35608;4;NaN;9;0.0745;1;0.11;1;0.116;1;0.82;1;6;0.95;0.13
18NA96013_303;CAST#1;45.8195;-60.8518;158870;11;11-jul-96;18:40:00;22.152;9.195;317.3093;4;NaN;9;0.0805;1;0.09;1;0.19;1;1.335;1;6;0.47;0.07
18NA96013_303;CAST#1;45.8195;-60.8518;158869;36;11-jul-96;18:40:00;22.288;4.443;322.35588;4;NaN;9;0.306;1;0.705;1;0.325;1;2.655;1;6;2.17;0.27
18NA96013_303;CAST#1;45.8195;-60.8518;158868;66;11-jul-96;18:40:00;22.487;3.58;320.83744;4;NaN;9;0.186;1;1.335;1;0.421;1;4.535;1;6;3.17;0.29
18NA96013_303;CAST#1;45.8195;-60.8518;158867;108;11-jul-96;18:40:00;22.456;1.357;320.48016;4;NaN;9;0.207;1;3.95;1;0.667;1;7.62;1;6;5.92;0.52
18NA96013_305;CAST#1;45.7428;-60.798;158874;1;11-jul-96;19:28:00;21.493;16.816;277.74054;4;NaN;9;0.0725;1;0.065;1;0.0975;1;0.755;1;6;0.67;0.09
18NA96013_305;CAST#1;45.7428;-60.798;158873;10;11-jul-96;19:28:00;21.617;15.182;284.75216;4;NaN;9;0.0835;1;0.08;1;0.1505;1;0.945;1;6;0.53;0.08
18NA96013_305;CAST#1;45.7428;-60.798;158872;37;11-jul-96;19:28:00;22.161;4.876;316.10348;4;NaN;9;0.2975;1;0.505;1;0.2785;1;2.94;1;6;1.81;0.17
18NA96013_306;CAST#1;45.7012;-60.7905;158877;1;11-jul-96;19:55:00;21.283;15.699;289.21816;4;NaN;9;0.073;1;0.07;1;0.135;1;1.39;1;6;0.52;0.05
18NA96013_306;CAST#1;45.7012;-60.7905;158876;5;11-jul-96;19:55:00;21.325;15.187;291.09388;4;NaN;9;0.075;1;0.07;1;0.1325;1;1.315;1;6;0.53;0.05
18NA96013_306;CAST#1;45.7012;-60.7905;158875;19;11-jul-96;19:55:00;22.009;6.701;316.90736;4;NaN;9;0.13;1;0.15;1;0.267;1;2.115;1;6;0.56;0.07
18NA96013_307;CAST#1;45.6857;-60.829;158879;5;11-jul-96;20:15:00;21.896;9.471;312.35204;4;NaN;9;0.085;1;0.07;1;0.198;1;1.57;1;6;0.35;0.04
18NA96013_307;CAST#1;45.6857;-60.829;158878;12;11-jul-96;20:15:00;21.902;7.39;316.37144;4;NaN;9;0.1;1;0.13;1;0.3075;1;2.03;1;6;0.42;0.06
18NA96013_308;CAST#1;45.6568;-60.8555;158883;1;11-jul-96;20:38:00;21.366;14.908;313.87048;4;NaN;9;0.07;1;0.065;1;0.184;1;1.235;1;6;0.35;0.05
18NA96013_308;CAST#1;45.6568;-60.8555;158882;5;11-jul-96;20:38:00;21.708;10.427;331.06458;4;NaN;9;0.068;1;0.06;1;0.2465;1;1.46;1;6;0.24;0.04
18NA96013_308;CAST#1;45.6568;-60.8555;158881;15;11-jul-96;20:38:00;21.892;2.931;286.35992;4;NaN;9;0.593;1;1.125;1;0.71;1;3.365;1;6;1.58;0.33
18NA96013_308;CAST#1;45.6568;-60.8555;158880;23;11-jul-96;20:38:00;21.846;1.726;202.48844;4;NaN;9;0.1155;1;2.2;1;1.0175;1;7.01;1;6;2.16;0.31
