CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;OXYM_01;Q_OXYM;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(mmol/m**3);((none));((none));((none));((none))
18BA68003_1743;441;47.5333;-63.7333;288;65;05-may-68;11:24:00;297.4356;4;6;NaN;NaN
18BA68003_1744;451;47.7333;-64.0008;289;1;05-may-68;15:54:00;379.1634;4;6;NaN;NaN
18BA68003_1744;451;47.7333;-64.0008;290;10;05-may-68;15:54:00;385.8624;4;6;NaN;NaN
18BA68003_1744;451;47.7333;-64.0008;291;20;05-may-68;15:54:00;341.649;4;6;NaN;NaN
18BA68003_1744;451;47.7333;-64.0008;292;30;05-may-68;15:54:00;340.3092;4;6;NaN;NaN
18BA68003_1744;451;47.7333;-64.0008;293;50;05-may-68;15:54:00;329.5908;4;6;NaN;NaN
18BA68003_1744;451;47.7333;-64.0008;294;75;05-may-68;15:54:00;300.1152;4;6;NaN;NaN
18BA68003_1745;471;47.965;-62.42;301;1;06-may-68;18:48:00;395.6876;4;6;NaN;NaN
18BA68003_1745;471;47.965;-62.42;302;10;06-may-68;18:48:00;392.5614;4;6;NaN;NaN
18BA68003_1745;471;47.965;-62.42;303;20;06-may-68;18:48:00;345.6684;4;6;NaN;NaN
18BA68003_1745;471;47.965;-62.42;304;30;06-may-68;18:48:00;361.2994;4;6;NaN;NaN
18BA68003_1745;471;47.965;-62.42;305;50;06-may-68;18:48:00;346.115;4;6;NaN;NaN
18BA68003_1745;471;47.965;-62.42;306;60;06-may-68;18:48:00;310.8336;4;6;NaN;NaN
18BA68003_1746;481;47.1083;-62.5;307;1;07-may-68;02:48:00;380.5032;4;6;NaN;NaN
18BA68003_1746;481;47.1083;-62.5;308;10;07-may-68;02:48:00;385.8624;4;6;NaN;NaN
18BA68003_1746;481;47.1083;-62.5;309;20;07-may-68;02:48:00;371.5712;4;6;NaN;NaN
18BA68003_1746;481;47.1083;-62.5;310;30;07-may-68;02:48:00;357.7266;4;6;NaN;NaN
18BA68003_1746;481;47.1083;-62.5;311;49;07-may-68;02:48:00;334.5034;4;6;NaN;NaN
18BA68003_1746;481;47.1083;-62.5;312;59;07-may-68;02:48:00;296.5424;4;6;NaN;NaN
18BA68003_1750;511;47.555;-59.4083;326;1;07-may-68;22:00:00;351.4742;4;6;NaN;NaN
18BA68003_1750;511;47.555;-59.4083;327;10;07-may-68;22:00:00;354.1538;4;6;NaN;NaN
18BA68003_1750;511;47.555;-59.4083;328;20;07-may-68;22:00:00;342.5422;4;6;NaN;NaN
18BA68003_1750;511;47.555;-59.4083;329;29;07-may-68;22:00:00;342.0956;4;6;NaN;NaN
18BA68003_1750;511;47.555;-59.4083;330;49;07-may-68;22:00:00;348.348;4;6;NaN;NaN
18BA68003_1750;511;47.555;-59.4083;331;73;07-may-68;22:00:00;316.1928;4;6;NaN;NaN
18BA68003_1750;511;47.555;-59.4083;332;98;07-may-68;22:00:00;296.5424;4;6;NaN;NaN
18BA68003_1750;511;47.555;-59.4083;333;147;07-may-68;22:00:00;238.931;4;6;NaN;NaN
18BA68003_1750;511;47.555;-59.4083;334;196;07-may-68;22:00:00;200.0768;4;6;NaN;NaN
18BA68003_1750;511;47.555;-59.4083;335;245;07-may-68;22:00:00;197.3972;4;6;NaN;NaN
18BA68003_1750;511;47.555;-59.4083;336;294;07-may-68;22:00:00;200.97;4;6;NaN;NaN
18BA68003_1750;511;47.555;-59.4083;337;348;07-may-68;22:00:00;203.6496;4;6;NaN;NaN
18BA68003_1751;521;47.4566;-59.6233;338;1;08-may-68;04:24:00;357.28;4;6;NaN;NaN
18BA68003_1751;521;47.4566;-59.6233;339;10;08-may-68;04:24:00;359.9596;4;6;NaN;NaN
18BA68003_1751;521;47.4566;-59.6233;340;20;08-may-68;04:24:00;351.9208;4;6;NaN;NaN
18BA68003_1751;521;47.4566;-59.6233;341;30;08-may-68;04:24:00;345.6684;4;6;NaN;NaN
18BA68003_1751;521;47.4566;-59.6233;342;50;08-may-68;04:24:00;342.5422;4;6;NaN;NaN
18BA68003_1751;521;47.4566;-59.6233;343;74;08-may-68;04:24:00;345.6684;4;6;NaN;NaN
18BA68003_1751;521;47.4566;-59.6233;344;99;08-may-68;04:24:00;335.8432;4;6;NaN;NaN
18BA68003_1751;521;47.4566;-59.6233;345;149;08-may-68;04:24:00;253.6688;4;6;NaN;NaN
18BA68003_1751;521;47.4566;-59.6233;346;198;08-may-68;04:24:00;211.6884;4;6;NaN;NaN
18BA68003_1751;521;47.4566;-59.6233;347;297;08-may-68;04:24:00;199.6302;4;6;NaN;NaN
18BA68003_1751;521;47.4566;-59.6233;348;397;08-may-68;04:24:00;194.7176;4;6;NaN;NaN
18BA68003_1751;521;47.4566;-59.6233;349;466;08-may-68;04:24:00;204.5428;4;6;NaN;NaN
18BA68003_1752;531;47.7416;-60.1;350;1;08-may-68;12:54:00;355.9402;4;6;NaN;NaN
18BA68003_1752;531;47.7416;-60.1;351;10;08-may-68;12:54:00;354.6004;4;6;NaN;NaN
18BA68003_1752;531;47.7416;-60.1;352;20;08-may-68;12:54:00;353.2606;4;6;NaN;NaN
18BA68003_1752;531;47.7416;-60.1;353;30;08-may-68;12:54:00;354.1538;4;6;NaN;NaN
18BA68003_1752;531;47.7416;-60.1;354;49;08-may-68;12:54:00;328.6976;4;6;NaN;NaN
18BA68003_1752;531;47.7416;-60.1;355;74;08-may-68;12:54:00;305.921;4;6;NaN;NaN
18BA68003_1752;531;47.7416;-60.1;356;99;08-may-68;12:54:00;305.921;4;6;NaN;NaN
18BA68003_1752;531;47.7416;-60.1;357;148;08-may-68;12:54:00;221.067;4;6;NaN;NaN
18BA68003_1752;531;47.7416;-60.1;358;197;08-may-68;12:54:00;200.97;4;6;NaN;NaN
18BA68003_1752;531;47.7416;-60.1;359;296;08-may-68;12:54:00;187.572;4;6;NaN;NaN
18BA68003_1752;531;47.7416;-60.1;360;394;08-may-68;12:54:00;195.6108;4;6;NaN;NaN
18BA68003_1752;531;47.7416;-60.1;361;493;08-may-68;12:54:00;196.0574;4;6;NaN;NaN
18BA68003_1752;531;47.7416;-60.1;362;507;08-may-68;12:54:00;194.7176;4;6;NaN;NaN
18BA68003_1753;541;47.365;-59.8133;363;1;08-may-68;17:24:00;350.1344;4;6;NaN;NaN
18BA68003_1753;541;47.365;-59.8133;364;10;08-may-68;17:24:00;353.2606;4;6;NaN;NaN
18BA68003_1753;541;47.365;-59.8133;365;20;08-may-68;17:24:00;337.183;4;6;NaN;NaN
18BA68003_1753;541;47.365;-59.8133;366;30;08-may-68;17:24:00;336.2898;4;6;NaN;NaN
18BA68003_1753;541;47.365;-59.8133;367;49;08-may-68;17:24:00;336.2898;4;6;NaN;NaN
18BA68003_1753;541;47.365;-59.8133;368;74;08-may-68;17:24:00;338.0762;4;6;NaN;NaN
18BA68003_1753;541;47.365;-59.8133;369;99;08-may-68;17:24:00;327.8044;4;6;NaN;NaN
18BA68003_1753;541;47.365;-59.8133;370;148;08-may-68;17:24:00;257.6882;4;6;NaN;NaN
18BA68003_1753;541;47.365;-59.8133;371;197;08-may-68;17:24:00;203.203;4;6;NaN;NaN
18BA68003_1753;541;47.365;-59.8133;372;296;08-may-68;17:24:00;198.737;4;6;NaN;NaN
18BA68003_1753;541;47.365;-59.8133;373;394;08-may-68;17:24:00;194.271;4;6;NaN;NaN
18BA68003_1753;541;47.365;-59.8133;374;468;08-may-68;17:24:00;194.271;4;6;NaN;NaN
18BA68003_1754;551;47.2583;-59.9833;375;1;09-may-68;00:54:00;344.3286;4;6;NaN;NaN
18BA68003_1754;551;47.2583;-59.9833;376;10;09-may-68;00:54:00;338.9694;4;6;NaN;NaN
18BA68003_1754;551;47.2583;-59.9833;377;20;09-may-68;00:54:00;323.785;4;6;NaN;NaN
18BA68003_1754;551;47.2583;-59.9833;378;30;09-may-68;00:54:00;331.8238;4;6;NaN;NaN
18BA68003_1754;551;47.2583;-59.9833;379;50;09-may-68;00:54:00;330.9306;4;6;NaN;NaN
18BA68003_1754;551;47.2583;-59.9833;380;75;09-may-68;00:54:00;317.9792;4;6;NaN;NaN
18BA68003_1754;551;47.2583;-59.9833;381;100;09-may-68;00:54:00;314.4064;4;6;NaN;NaN
18BA68003_1754;551;47.2583;-59.9833;382;150;09-may-68;00:54:00;231.7854;4;6;NaN;NaN
18BA68003_1754;551;47.2583;-59.9833;383;200;09-may-68;00:54:00;200.0768;4;6;NaN;NaN
18BA68003_1754;551;47.2583;-59.9833;384;300;09-may-68;00:54:00;195.1642;4;6;NaN;NaN
18BA68003_1754;551;47.2583;-59.9833;385;400;09-may-68;00:54:00;192.9312;4;6;NaN;NaN
18BA68003_1754;551;47.2583;-59.9833;386;440;09-may-68;00:54:00;190.2516;4;6;NaN;NaN
18BA68003_1755;561;47.1083;-60.275;387;1;09-may-68;08:30:00;347.4548;4;6;NaN;NaN
18BA68003_1755;561;47.1083;-60.275;388;9;09-may-68;08:30:00;357.28;4;6;NaN;NaN
18BA68003_1755;561;47.1083;-60.275;389;18;09-may-68;08:30:00;328.251;4;6;NaN;NaN
18BA68003_1755;561;47.1083;-60.275;390;27;09-may-68;08:30:00;355.047;4;6;NaN;NaN
18BA68003_1755;561;47.1083;-60.275;391;46;09-may-68;08:30:00;336.2898;4;6;NaN;NaN
18BA68003_1755;561;47.1083;-60.275;392;68;09-may-68;08:30:00;314.4064;4;6;NaN;NaN
18BA68003_1755;561;47.1083;-60.275;393;91;09-may-68;08:30:00;280.9114;4;6;NaN;NaN
18BA68003_1755;561;47.1083;-60.275;394;136;09-may-68;08:30:00;203.203;4;6;NaN;NaN
18BA68003_1755;561;47.1083;-60.275;395;150;09-may-68;08:30:00;193.3778;4;6;NaN;NaN
