CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
18HU87037_225;CAST#1;43.615;-48.43333;38317;3090;10-oct-87;19:26:00;2.473;272.8726;4;17.31;1;1.21;1;15.72;1;6;14.31;1.10
18HU87037_225;CAST#1;43.615;-48.43333;38316;3137;10-oct-87;19:26:00;2.406;291.1832;4;17.31;1;1.18;1;15.93;1;6;14.67;1.09
18HU87037_225;CAST#1;43.615;-48.43333;38315;3212;10-oct-87;19:26:00;2.35;292.523;4;17.14;1;1.17;1;15.85;1;6;14.65;1.08
18HU87037_305;CAST#1;45.20667;-48.00333;39457;12;31-oct-87;04:31:00;7.972;318.8724;4;0.04;1;NaN;9;0.62;1;6;NaN;0.06
18HU87037_305;CAST#1;45.20667;-48.00333;39456;103;31-oct-87;04:31:00;5.606;217.9408;4;20.21;1;NaN;9;11.08;1;6;NaN;1.82
18HU87037_305;CAST#1;45.20667;-48.00333;39455;304;31-oct-87;04:31:00;5.089;244.7368;4;20.14;1;NaN;9;11.55;1;6;NaN;1.74
18HU87037_305;CAST#1;45.20667;-48.00333;39454;404;31-oct-87;04:31:00;4.48;265.727;4;19.36;1;NaN;9;10.71;1;6;NaN;1.81
18HU87037_305;CAST#1;45.20667;-48.00333;39453;508;31-oct-87;04:31:00;3.806;289.8434;4;18.31;1;NaN;9;9.44;1;6;NaN;1.94
18HU87037_305;CAST#1;45.20667;-48.00333;39452;610;31-oct-87;04:31:00;3.366;304.1346;4;17.7;1;NaN;9;8.92;1;6;NaN;1.98
18HU87037_305;CAST#1;45.20667;-48.00333;39451;711;31-oct-87;04:31:00;3.558;296.989;4;17.83;1;NaN;9;9.34;1;6;NaN;1.91
18HU87037_305;CAST#1;45.20667;-48.00333;39450;914;31-oct-87;04:31:00;3.48;299.222;4;17.76;1;NaN;9;9.49;1;6;NaN;1.87
18HU87037_305;CAST#1;45.20667;-48.00333;39449;1016;31-oct-87;04:31:00;3.381;305.4744;4;17.88;1;NaN;9;9.49;1;6;NaN;1.88
18HU87037_305;CAST#1;45.20667;-48.00333;39448;1217;31-oct-87;04:31:00;3.374;301.9016;4;18.02;1;NaN;9;9.49;1;6;NaN;1.90
18HU87037_305;CAST#1;45.20667;-48.00333;39447;1320;31-oct-87;04:31:00;3.363;300.5618;4;17.9;1;NaN;9;10.23;1;6;NaN;1.75
18HU87037_305;CAST#1;45.20667;-48.00333;39446;1421;31-oct-87;04:31:00;3.384;298.7754;4;18.11;1;NaN;9;10.25;1;6;NaN;1.77
18HU87037_305;CAST#1;45.20667;-48.00333;39445;1522;31-oct-87;04:31:00;3.426;289.8434;4;18.04;1;NaN;9;10.33;1;6;NaN;1.75
18HU87037_305;CAST#1;45.20667;-48.00333;39444;1623;31-oct-87;04:31:00;3.43;296.989;4;18.06;1;NaN;9;10.51;1;6;NaN;1.72
18HU87037_305;CAST#1;45.20667;-48.00333;39443;1726;31-oct-87;04:31:00;3.442;294.756;4;18.41;1;NaN;9;10.82;1;6;NaN;1.70
18HU87037_305;CAST#1;45.20667;-48.00333;39442;1827;31-oct-87;04:31:00;3.433;292.523;4;18.27;1;NaN;9;11.24;1;6;NaN;1.63
18HU87037_305;CAST#1;45.20667;-48.00333;39441;1930;31-oct-87;04:31:00;3.421;289.8434;4;18.4;1;NaN;9;11.4;1;6;NaN;1.61
18HU87037_305;CAST#1;45.20667;-48.00333;39440;2031;31-oct-87;04:31:00;3.349;290.29;4;18.33;1;NaN;9;11.42;1;6;NaN;1.61
18HU87037_305;CAST#1;45.20667;-48.00333;39439;2132;31-oct-87;04:31:00;3.331;289.3968;4;17.9;1;NaN;9;12.04;1;6;NaN;1.49
18HU87037_305;CAST#1;45.20667;-48.00333;39438;2270;31-oct-87;04:31:00;3.301;288.9502;4;17.92;1;NaN;9;12.1;1;6;NaN;1.48
18HU87037_306;CAST#1;45.30667;-48.325;39478;15;31-oct-87;04:31:00;8.47;307.2608;4;0.09;1;NaN;9;1.25;1;6;NaN;0.07
18HU87037_306;CAST#1;45.30667;-48.325;39477;55;31-oct-87;04:31:00;5.199;323.785;4;3.54;1;NaN;9;2.67;1;6;NaN;1.33
18HU87037_306;CAST#1;45.30667;-48.325;39476;103;31-oct-87;04:31:00;2.747;305.4744;4;14.95;1;NaN;9;6.81;1;6;NaN;2.20
18HU87037_306;CAST#1;45.30667;-48.325;39475;154;31-oct-87;04:31:00;3.331;294.3094;4;17.56;1;NaN;9;8.77;1;6;NaN;2.00
18HU87037_306;CAST#1;45.30667;-48.325;39474;206;31-oct-87;04:31:00;3.573;295.2026;4;17.76;1;NaN;9;8.97;1;6;NaN;1.98
18HU87037_306;CAST#1;45.30667;-48.325;39473;307;31-oct-87;04:31:00;3.509;301.9016;4;17.52;1;NaN;9;9.62;1;6;NaN;1.82
18HU87037_306;CAST#1;45.30667;-48.325;39472;408;31-oct-87;04:31:00;3.432;303.688;4;17.42;1;NaN;9;8.84;1;6;NaN;1.97
18HU87037_306;CAST#1;45.30667;-48.325;39471;510;31-oct-87;04:31:00;3.364;306.8142;4;17.44;1;NaN;9;8.93;1;6;NaN;1.95
18HU87037_306;CAST#1;45.30667;-48.325;39470;607;31-oct-87;04:31:00;3.263;311.7268;4;17.35;1;NaN;9;8.76;1;6;NaN;1.98
18HU87037_306;CAST#1;45.30667;-48.325;39469;710;31-oct-87;04:31:00;3.367;306.3676;4;17.97;1;NaN;9;9.38;1;6;NaN;1.92
18HU87037_306;CAST#1;45.30667;-48.325;39468;812;31-oct-87;04:31:00;3.403;306.3676;4;17.85;1;NaN;9;9.39;1;6;NaN;1.90
18HU87037_306;CAST#1;45.30667;-48.325;39467;910;31-oct-87;04:31:00;3.403;306.3676;4;NaN;9;NaN;9;NaN;9;6;NaN;NaN
18HU87037_306;CAST#1;45.30667;-48.325;39466;1012;31-oct-87;04:31:00;3.356;309.4938;4;18.21;1;NaN;9;9.38;1;6;NaN;1.94
18HU87037_306;CAST#1;45.30667;-48.325;39465;1111;31-oct-87;04:31:00;3.298;311.7268;4;17.58;1;NaN;9;9.52;1;6;NaN;1.85
18HU87037_306;CAST#1;45.30667;-48.325;39464;1166;31-oct-87;04:31:00;3.291;312.1734;4;17.73;1;NaN;9;9.6;1;6;NaN;1.85
18HU87037_306;CAST#1;45.30667;-48.325;39463;1220;31-oct-87;04:31:00;3.273;312.1734;4;17.83;1;NaN;9;9.85;1;6;NaN;1.81
18HU87037_306;CAST#1;45.30667;-48.325;39462;1263;31-oct-87;04:31:00;3.271;311.7268;4;17.66;1;NaN;9;9.86;1;6;NaN;1.79
18HU87037_306;CAST#1;45.30667;-48.325;39461;1267;31-oct-87;04:31:00;3.271;311.7268;4;17.92;1;NaN;9;10.13;1;6;NaN;1.77
18HU87037_306;CAST#1;45.30667;-48.325;39460;1319;31-oct-87;04:31:00;3.278;308.6006;4;17.78;1;NaN;9;10.19;1;6;NaN;1.74
18HU87037_306;CAST#1;45.30667;-48.325;39459;1371;31-oct-87;04:31:00;3.287;309.9404;4;17.68;1;NaN;9;10.09;1;6;NaN;1.75
18HU87037_306;CAST#1;45.30667;-48.325;39458;1440;31-oct-87;04:31:00;3.296;307.7074;4;17.04;1;NaN;9;9.66;1;6;NaN;1.76
18HU87037_307;CAST#1;45.41167;-48.66667;39488;12;31-oct-87;11:07:00;5.773;333.1636;4;0.33;1;NaN;9;1.43;1;6;NaN;0.23
18HU87037_307;CAST#1;45.41167;-48.66667;39487;32;31-oct-87;11:07:00;-0.907;340.7558;4;8.1;1;NaN;9;7.03;1;6;NaN;1.15
18HU87037_307;CAST#1;45.41167;-48.66667;39486;63;31-oct-87;11:07:00;-1.137;329.5908;4;10.34;1;NaN;9;8.29;1;6;NaN;1.25
18HU87037_307;CAST#1;45.41167;-48.66667;39485;93;31-oct-87;11:07:00;-0.774;324.2316;4;11.92;1;NaN;9;9.29;1;6;NaN;1.28
18HU87037_307;CAST#1;45.41167;-48.66667;39484;124;31-oct-87;11:07:00;-0.534;321.1054;4;12.91;1;NaN;9;9.76;1;6;NaN;1.32
18HU87037_307;CAST#1;45.41167;-48.66667;39483;162;31-oct-87;11:07:00;-0.429;318.8724;4;13.16;1;NaN;9;9.37;1;6;NaN;1.40
18HU87037_307;CAST#1;45.41167;-48.66667;39482;203;31-oct-87;11:07:00;0.08;316.1928;4;14.1;1;NaN;9;9.5;1;6;NaN;1.48
18HU87037_307;CAST#1;45.41167;-48.66667;39481;243;31-oct-87;11:07:00;0.332;314.853;4;14.48;1;NaN;9;9.67;1;6;NaN;1.50
18HU87037_307;CAST#1;45.41167;-48.66667;39480;285;31-oct-87;11:07:00;0.524;71.0094;4;14.59;1;NaN;9;9.71;1;6;NaN;1.50
18HU87037_307;CAST#1;45.41167;-48.66667;39479;317;31-oct-87;11:07:00;1.009;307.7074;4;15.06;1;NaN;9;10.47;1;6;NaN;1.44
