CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;CTD;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;labo;calc;calc
Fichier;Station;Latitude;Longitude;Echantillon;zbouteille;Date;Heure;PRES;TEMP_XX;PSAL_BS;Q_PSAL;OXYM_01;Q_OXYM;NOx_01;Q_NOX;PO4_01;Q_PO4;Si_01;Q_Si;QCFF;N_P;N_Si
(nom);(nom/no);(degres);(degres);(no_unique);(dbar);(jj-mmm-yyyy);(GMT);(dbar);(celsius);(PSU);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));(mmol/m**3);((none));((none));((none));((none))
89037_261;38;40.32;-50.22;66649;104;24-jan-90;15:27:00;105;19.496;36.589;1;225.39902;4;1.23;1;0.09;1;1.3;1;6;13.67;0.95
89037_261;38;40.32;-50.22;66648;255;24-jan-90;15:27:00;257;19.003;36.584;1;214.368;4;2.17;1;0.13;1;0.96;1;6;16.69;2.26
89037_261;38;40.32;-50.22;66647;503;24-jan-90;15:27:00;508;16.907;36.322;1;194.22634;4;7.29;1;0.43;1;2.58;1;6;16.95;2.83
89037_261;38;40.32;-50.22;66646;737;24-jan-90;15:27:00;744;11.975;35.538;1;164.17016;4;18.7;1;1.16;1;8.77;1;6;16.12;2.13
89037_261;38;40.32;-50.22;66645;975;24-jan-90;15:27:00;985;6.906;35.071;1;186.72346;4;22.82;1;1.46;1;13.82;1;6;15.63;1.65
89037_261;38;40.32;-50.22;66644;1846;24-jan-90;15:27:00;1869;3.968;34.964;1;275.23958;4;18.17;1;1.18;1;12.03;1;6;15.40;1.51
89037_261;38;40.32;-50.22;66643;3195;24-jan-90;15:27:00;3245;2.852;34.939;1;278.99102;4;17.53;1;1.16;1;17.11;1;6;15.11;1.02
89037_261;38;40.32;-50.22;66642;3690;24-jan-90;15:27:00;3752;2.422;34.911;1;278.94636;4;17.09;1;1.13;1;18.33;1;6;15.12;0.93
89037_261;38;40.32;-50.22;66641;4310;24-jan-90;15:27:00;4388;2.227;34.896;1;282.78712;4;17.62;1;1.17;1;23.69;1;6;15.06;0.74
89037_263;39;40;-50.22;66660;20;24-jan-90;20:37:00;20;18.626;36.577;1;231.69608;4;1.75;1;0.15;1;1.04;1;6;11.67;1.68
89037_263;39;40;-50.22;66659;240;24-jan-90;20:37:00;242;18.519;36.56;1;223.56796;4;2.23;1;0.16;1;1.11;1;6;13.94;2.01
89037_263;39;40;-50.22;66658;477;24-jan-90;20:37:00;481;17.193;36.363;1;195.74478;4;6.71;1;0.39;1;2.17;1;6;17.21;3.09
89037_263;39;40;-50.22;66657;729;24-jan-90;20:37:00;736;13.199;35.694;1;171.7177;4;15.97;1;0.99;1;6.88;1;6;16.13;2.32
89037_263;39;40;-50.22;66656;999;24-jan-90;20:37:00;1009;7.888;35.113;1;168.18956;4;23.86;1;1.55;1;14.27;1;6;15.39;1.67
89037_263;39;40;-50.22;66655;1957;24-jan-90;20:37:00;1981;3.956;34.963;1;275.15026;4;18.1;1;1.17;1;12.04;1;6;15.47;1.50
89037_263;39;40;-50.22;66654;3911;24-jan-90;20:37:00;3978;2.492;34.914;1;279.43762;4;18.02;1;1.19;1;22.65;1;6;15.14;0.80
89037_263;39;40;-50.22;66653;4383;24-jan-90;20:37:00;4463;2.333;34.909;1;277.65122;4;18.45;1;1.23;1;25.95;1;6;15.00;0.71
89037_263;39;40;-50.22;66652;4826;24-jan-90;20:37:00;4919;2.312;34.894;1;276.31142;4;18.11;1;1.22;1;27.18;1;6;14.84;0.67
89037_263;39;40;-50.22;66651;5346;24-jan-90;20:37:00;5456;2.307;34.888;1;272.38134;4;17.47;1;1.23;1;30.36;1;6;14.20;0.58
89037_265;40;39.67;-50.24;66670;19;25-jan-90;01:27:00;19;18.696;36.544;1;229.86502;4;1.49;1;0.12;1;0.96;1;6;12.42;1.55
89037_265;40;39.67;-50.24;66669;260;25-jan-90;01:27:00;262;18.459;36.543;1;208.07094;4;3.16;1;0.18;1;1.18;1;6;17.56;2.68
89037_265;40;39.67;-50.24;66668;504;25-jan-90;01:27:00;508;16.637;36.274;1;198.78166;4;7.33;1;0.43;1;2.54;1;6;17.05;2.89
89037_265;40;39.67;-50.24;66667;757;25-jan-90;01:27:00;764;12.877;NaN;9;NaN;9;17.45;1;1.19;1;13.72;1;0;14.66;1.27
89037_265;40;39.67;-50.24;66666;1052;25-jan-90;01:27:00;1063;7.092;NaN;9;NaN;9;NaN;9;NaN;9;NaN;9;0;NaN;NaN
89037_265;40;39.67;-50.24;66665;1982;25-jan-90;01:27:00;2007;3.952;34.962;1;274.25706;4;18.45;1;1.19;1;12.46;1;6;15.50;1.48
89037_265;40;39.67;-50.24;66664;2977;25-jan-90;01:27:00;3021;3.262;34.954;1;274.34638;4;18.57;1;1.22;1;17.11;1;6;15.22;1.09
89037_265;40;39.67;-50.24;66663;3976;25-jan-90;01:27:00;4045;2.447;34.912;1;279.97354;4;18.16;1;1.25;1;23;1;6;14.53;0.79
89037_265;40;39.67;-50.24;66662;4482;25-jan-90;01:27:00;4565;2.322;34.895;1;277.96384;4;18.42;1;1.27;1;26.66;1;6;14.50;0.69
89037_265;40;39.67;-50.24;66661;5382;25-jan-90;01:27:00;5493;2.277;34.876;1;272.2027;4;17.56;1;1.16;1;35.7;1;6;15.14;0.49
89037_275;41;39.43;-50.24;66680;16;25-jan-90;06:48:00;16;18.73;36.539;1;230.17764;4;1.38;1;0.09;1;0.93;1;6;15.33;1.48
89037_275;41;39.43;-50.24;66679;102;25-jan-90;06:48:00;103;18.741;36.54;1;230.04366;4;1.53;1;0.1;1;1;1;6;15.30;1.53
89037_275;41;39.43;-50.24;66678;220;25-jan-90;06:48:00;222;18.534;36.543;1;216.19906;4;2.62;1;0.13;1;1.15;1;6;20.15;2.28
89037_275;41;39.43;-50.24;66677;533;25-jan-90;06:48:00;538;15.721;36.122;1;199.76418;4;7.64;1;0.43;1;2.78;1;6;17.77;2.75
89037_275;41;39.43;-50.24;66676;697;25-jan-90;06:48:00;704;13.187;35.693;1;179.9798;4;11.19;1;0.68;1;4.61;1;6;16.46;2.43
89037_275;41;39.43;-50.24;66675;988;25-jan-90;06:48:00;998;8.336;35.164;1;179.7565;4;21.78;1;1.31;1;12.21;1;6;16.63;1.78
89037_275;41;39.43;-50.24;66674;1772;25-jan-90;06:48:00;1793;4.132;34.983;1;268.58524;4;18.64;1;1.21;1;11.7;1;6;15.40;1.59
89037_275;41;39.43;-50.24;66673;4263;25-jan-90;06:48:00;4340;2.34;34.908;1;277.47258;4;18.18;1;1.21;1;25.4;1;6;15.02;0.72
89037_275;41;39.43;-50.24;66672;4796;25-jan-90;06:48:00;4888;2.301;34.897;1;273.0959;4;19.24;1;1.3;1;31.22;1;6;14.80;0.62
89037_275;41;39.43;-50.24;66671;5358;25-jan-90;06:48:00;5468;2.289;34.885;1;268.31728;4;20.39;1;1.36;1;36.83;1;6;14.99;0.55
89037_276;42;39.02;-50.26;66690;16;25-jan-90;12:00:00;16;18.825;36.538;1;231.07084;4;1.27;1;0.1;1;0.92;1;6;12.70;1.38
89037_276;42;39.02;-50.26;66689;99;25-jan-90;12:00:00;100;18.837;NaN;9;231.38346;4;1.33;1;0.08;1;0.95;1;6;16.63;1.40
89037_276;42;39.02;-50.26;66688;248;25-jan-90;12:00:00;250;18.583;36.531;1;210.21462;4;3;1;0.15;1;1.27;1;6;20.00;2.36
89037_276;42;39.02;-50.26;66687;479;25-jan-90;12:00:00;483;16.503;36.248;1;196.32536;4;8.02;1;0.39;1;2.81;1;6;20.56;2.85
89037_276;42;39.02;-50.26;66686;736;25-jan-90;12:00:00;743;13.01;35.682;1;180.24776;4;15.65;1;0.91;1;6.64;1;6;17.20;2.36
89037_276;42;39.02;-50.26;66685;982;25-jan-90;12:00:00;992;8.376;35.186;1;180.33708;4;22.51;1;1.39;1;12.59;1;6;16.19;1.79
89037_276;42;39.02;-50.26;66684;1958;25-jan-90;12:00:00;1982;4.131;35.002;1;270.59494;4;18.84;1;1.18;1;12.8;1;6;15.97;1.47
89037_276;42;39.02;-50.26;66683;4415;25-jan-90;12:00:00;4496;2.311;34.9;1;276.75802;4;19.43;1;1.27;1;29.27;1;6;15.30;0.66
89037_276;42;39.02;-50.26;66682;4966;25-jan-90;12:00:00;5063;2.287;34.889;1;272.91726;4;19.97;1;1.42;1;35.17;1;6;14.06;0.57
89037_276;42;39.02;-50.26;66681;5347;25-jan-90;12:00:00;5456;2.288;34.888;1;270.37164;4;18.65;1;1.32;1;35.22;1;6;14.13;0.53
89037_277;43;38.53;-50.25;66700;17;25-jan-90;18:09:00;17;19.198;36.526;1;235.49218;4;0.79;1;0.06;1;0.93;1;6;13.17;0.85
89037_277;43;38.53;-50.25;66699;102;25-jan-90;18:09:00;103;19.167;36.525;1;232.6786;4;0.93;1;0.07;1;0.8;1;6;13.29;1.16
89037_277;43;38.53;-50.25;66698;246;25-jan-90;18:09:00;248;18.643;36.546;1;211.50976;4;2.75;1;0.16;1;1.35;1;6;17.19;2.04
89037_277;43;38.53;-50.25;66697;484;25-jan-90;18:09:00;488;16.735;36.287;1;192.75256;4;7.47;1;0.36;1;2.54;1;6;20.75;2.94
89037_277;43;38.53;-50.25;66696;730;25-jan-90;18:09:00;737;13.278;35.687;1;184.04386;4;13.61;1;0.8;1;5.55;1;6;17.01;2.45
89037_277;43;38.53;-50.25;66695;960;25-jan-90;18:09:00;970;8.195;35.158;1;179.5332;4;22.52;1;1.44;1;12.78;1;6;15.64;1.76
89037_277;43;38.53;-50.25;66694;1892;25-jan-90;18:09:00;1915;4.081;34.978;1;274.34638;4;18.05;1;1.13;1;11.96;1;6;15.97;1.51
89037_277;43;38.53;-50.25;66693;4378;25-jan-90;18:09:00;4457;2.303;34.905;1;275.64152;4;19.33;1;1.21;1;29.55;1;6;15.98;0.65
89037_277;43;38.53;-50.25;66692;4823;25-jan-90;18:09:00;4916;2.278;34.888;1;272.6493;4;20.07;1;1.3;1;32.47;1;6;15.44;0.62
89037_277;43;38.53;-50.25;66691;5350;25-jan-90;18:09:00;5459;2.278;34.891;1;267.78136;4;18.9;1;1.49;1;37.36;1;6;12.68;0.51
89037_278;44;38.02;-50.25;66710;17;25-jan-90;23:56:00;17;19.273;36.554;1;235.62616;4;NaN;9;NaN;9;NaN;9;6;NaN;NaN
89037_278;44;38.02;-50.25;66709;102;25-jan-90;23:56:00;103;19.229;36.557;1;227.0961;4;NaN;9;NaN;9;NaN;9;6;NaN;NaN
89037_278;44;38.02;-50.25;66708;243;25-jan-90;23:56:00;245;18.302;36.526;1;205.30202;4;3.93;1;0.2;1;1.4;1;6;19.65;2.81
89037_278;44;38.02;-50.25;66707;476;25-jan-90;23:56:00;480;15.924;36.161;1;202.57776;4;8.3;1;0.47;1;2.85;1;6;17.66;2.91
89037_278;44;38.02;-50.25;66706;718;25-jan-90;23:56:00;725;12.35;35.6;1;181.72154;4;16.49;1;0.99;1;7.26;1;6;16.66;2.27
89037_278;44;38.02;-50.25;66705;972;25-jan-90;23:56:00;982;7.613;35.123;1;186.50016;4;21.61;1;1.4;1;12.86;1;6;15.44;1.68
89037_278;44;38.02;-50.25;66704;1963;25-jan-90;23:56:00;1987;3.95;34.969;1;NaN;9;18.03;1;1.18;1;12.19;1;0;15.28;1.48
89037_278;44;38.02;-50.25;66703;4480;25-jan-90;23:56:00;4562;2.327;34.901;1;276.57938;4;19.27;1;1.31;1;29.2;1;6;14.71;0.66
89037_278;44;38.02;-50.25;66702;4984;25-jan-90;23:56:00;5081;2.304;34.904;1;272.82794;4;19.7;1;1.33;1;30.73;1;6;14.81;0.64
89037_278;44;38.02;-50.25;66701;5405;25-jan-90;23:56:00;5516;2.278;34.88;1;268.09398;4;21.18;1;1.35;1;39.15;1;6;15.69;0.54
